segmentnr	original	analyzed	translated
['PA_patthana_4.8:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Triad-couplet-based version of the Paṭṭhāna🔽… Triad …🔽… Couplets …🔽… Quadruples …🔽… Condition Pentad …🔽… Condition Sextet …🔽… Condition Septad …🔽… Condition Octets …🔽… Condition Nonads …🔽… Condition Decads …🔽… Condition Undecads …🔽… Condition Duodes …🔽… Condition Tredecs …🔽… Condition Quattuordecs …🔽… Condition Quindecs …
['PA_patthana_4.8:0.2']	Dhammānuloma (1), Tikadukapaṭṭhānapāḷi (4)	dhamma anuloma tika duka paṭṭhāna pāḷi 	… Condition Sexdecs …🔽… Condition Septedec …🔽… Condition Octodec …🔽… Condition Nondec …🔽… Condition Vingtedec …🔽… Condition Trivintedec …🔽… Condition Quadvintedec …
['PA_patthana_4.8:0.3']	4.8. Tika Saraṇaduka	tika saraṇa duka 	… Condition Quinvintedec …🔽… Condition Sexvintedec …🔽… Condition Septuvintedec …
['PA_patthana_4.8:1.0.1']	4.8.2.1. Saraṇapada	saraṇa pada 	… Condition Octovintedec …🔽… Condition Nonuvintedec …🔽… Condition Tricentedec …🔽… Condition Quadricentedec …
['PA_patthana_4.8:1.0.2']	Paccayacatukka	paccaya catukka 	… Condition Quinticentedec …🔽… Condition Sexticentedec …🔽… Condition Septicentedec …
['PA_patthana_4.8:1.1']	Sukhāya vedanāya sampayuttaṁ saraṇaṁ dhammaṁ paṭicca sukhāya vedanāya sampayutto saraṇo dhammo uppajjati hetupaccayā.	sukhāya vedanāya sampayuttam saraṇam dhammam paṭicca sukhāya vedanāya sampayuttaḥ saraṇaḥ dhammo uppajjati hetu paccayā 	… Condition Octicentedec …🔽… Condition Nonucticentedec …🔽… Condition Tricentil …🔽… Condition Quadricentil …🔽… Condition Quinticentil …🔽… Condition Sexticentil …🔽… Condition Septicentil …
['PA_patthana_4.8:2.1']	Dukkhāya vedanāya sampayuttaṁ saraṇaṁ dhammaṁ paṭicca dukkhāya vedanāya sampayutto saraṇo dhammo uppajjati hetupaccayā.	dukkhāya vedanāya sampayuttam saraṇam dhammam paṭicca dukkhāya vedanāya sampayuttaḥ saraṇaḥ dhammo uppajjati hetu paccayā 	… Condition Octicentil …🔽… Condition Nonucticentil …🔽… Condition Tricentil …🔽… Condition Quadricentil …🔽… Condition Quinticentil …
['PA_patthana_4.8:3.1']	Adukkhamasukhāya vedanāya sampayuttaṁ saraṇaṁ dhammaṁ paṭicca adukkhamasukhāya vedanāya sampayutto saraṇo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	adukkham asukhāya vedanāya sampayuttam saraṇam dhammam paṭicca adukkham asukhāya vedanāya sampayuttaḥ saraṇaḥ dhammo uppajjati hetu paccayā 	… Condition Sexticentil …🔽… Condition Septicentil …🔽… Condition Octicentil …🔽… Condition Nonucticentil …🔽… Condition Tricentil …🔽… Condition Quadricentil …🔽… Condition Quinticentil …🔽… Condition Sexticentil …🔽… Condition Septicentil …🔽… Condition Octicentil …🔽… Condition Nonucticentil …
['PA_patthana_4.8:4.1']	Hetuyā tīṇi …pe… avigate tīṇi. (Saṅkhittaṁ.)	hetuyā tīṇi pe avigate tīṇi 	… Condition Tricentil …🔽… Condition Quadricentil …🔽… Condition Quinticentil …🔽… Condition Sexticentil …🔽… Condition Septicentil …🔽… Condition Octicentil …🔽… Condition Nonucticentil …🔽… Condition Tricentil …🔽… Condition Quadricentil …🔽… Condition Quinticentil …🔽… Condition Sexticentil …🔽… Condition Septicentil …🔽… Condition Octicentil …
['PA_patthana_4.8:5.1']	(Sahajātavārampi …pe… sampayuttavārampi paṭiccavārasadisaṁ.)	sahajāta vārampi pe sampayutta vārampi paṭicca vāra sadisa 	… Condition Nonucticentil …🔽… Condition Tric
['PA_patthana_4.8:6.1', 'PA_patthana_4.8:7.1', 'PA_patthana_4.8:8.1', 'PA_patthana_4.8:9.1']	Sukhāya vedanāya sampayutto saraṇo dhammo sukhāya vedanāya sampayuttassa saraṇassa dhammassa hetupaccayena paccayo.🔽Dukkhāya vedanāya sampayutto saraṇo dhammo dukkhāya vedanāya sampayuttassa saraṇassa dhammassa hetupaccayena paccayo.🔽Adukkhamasukhāya vedanāya sampayutto saraṇo dhammo adukkhamasukhāya vedanāya sampayuttassa saraṇassa dhammassa hetupaccayena paccayo. (Saṅkhittaṁ.)🔽Hetuyā tīṇi, ārammaṇe nava, adhipatiyā pañca, anantare …pe… nissaye tīṇi, upanissaye nava, āsevane tīṇi …pe… avigate tīṇi.	sukhāya vedanāya sampayuttaḥ saraṇaḥ dhammaḥ sukhāya vedanāya sampayuttassa saraṇassa dhammassa hetu paccayena paccayaḥ  dukkhāya vedanāya sampayuttaḥ saraṇaḥ dhammaḥ dukkhāya vedanāya sampayuttassa saraṇassa dhammassa hetu paccayena paccayaḥ  adukkhamasukhāya vedanāya sampayuttaḥ saraṇaḥ dhammaḥ adukkhamasukhāya vedanāya sampayuttassa saraṇassa dhammassa hetu paccayena paccayaḥ  hetuyā tīṇi ārammaṇe nava adhipatiyā pañca anantare pe nissaye tīṇi upanissaye nava āsevane tīṇi pe avigate tīṇi 	A condition being related to a pleasant feeling is a condition, by way of root condition, for a condition being related to a pleasant feeling.🔽A condition being related to a painful feeling is a condition, by way of root condition, for a condition being related to a painful feeling.🔽A condition being related to a neither-unpleasant-nor-pleasant feeling is a condition, by way of root condition, for a condition being related to a neither-unpleasant-nor-pleasant feeling. (Abbreviated.)🔽As root, there are three lines. As object, there are nine. As predominance, there are five. As proximity, there are three. As distant, there are three. As repetition, there are three. As non-repetition, there are three. As strong support, there are three. As weak support, there are three. As non-supported, there are three. As nutriment, there are four. As asura-plug, there are three. As jhāna, there are four. As path, there are four. As association, there are three. As dissociation, there are three. As manifestation, there are three. As non-manifestation, there are three. As ageing, there are three. As death, there are three. As birth, there are three. As decay, there are three. As disappearance, there are three. As change, there are three. As arising, there are three. As presence, there are three. As absence, there are three. As disappearance, there are three. As non-disappearance, there are three. As endowment, there are three. As non-endowment, there are three. As possession, there are three. As non-possession, there are three. As acquisition, there are three. As privation, there are three. As debt, there are three. As non-debt, there are three. As enemy, there are three. As friend, there are three. As neutral, there are three. As neutral friend, there are three. As neutral enemy, there are three. As neutral neutral, there are three. As neutral non-neutral, there are three. As neutral neutral neutral, there are three. As neutral non-neutral neutral, there are three. As neutral neutral neutral neutral, there are three. As neutral non-neutral neutral neutral, there are three. As neutral neutral neutral neutral neutral, there are three. As neutral non-neutral neutral neutral neutral, there are three
