segmentnr	original	analyzed	folio	translated
['PA_bi-vb_sk75:0.1']	Theravāda Vinaya	thera vāda vinaya 	0	The Monastic Code of the Elders🔽The Nuns’ Analysis
['PA_bi-vb_sk75:0.2']	Bhikkhunivibhaṅga	bhikkhuni vibhaṅga 	0	The Chapter on Training Rules for Nuns
['PA_bi-vb_sk75:0.3', 'PA_bi-vb_sk75:0.4']	Sekhiyakaṇḍa🔽Pādukavagga	sekhiya kaṇḍa  pāduka vagga 	0	The sub-chapter on sandals
['PA_bi-vb_sk75:0.5']	75. Udakeuccārasikkhāpada	     	0	1. The training rule on urinating in water
['PA_bi-vb_sk75:1.1']	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 	1	At one time when the Buddha was staying at Sāvatthī in Anāthapiṇḍika’s Monastery,
['PA_bi-vb_sk75:1.2']	Tena kho pana samayena chabbaggiyā bhikkhuniyo udake uccārampi passāvampi kheḷampi karonti.	tena kho pana samayena chabbaggiyāḥ bhikkhuniyaḥ udake uccārampi passāvampi kheḍampi karonti 	1	the nuns from the group of six were urinating, defecating, and spitting in water.
['PA_bi-vb_sk75:1.3']	Manussā ujjhāyanti khiyyanti vipācenti—	manussāḥ ujjhāyanti khiyyanti vipācenti 	1	People complained and criticized them,
['PA_bi-vb_sk75:1.4', 'PA_bi-vb_sk75:1.5']	“kathañhi nāma bhikkhuniyo udake uccārampi passāvampi kheḷampi karissanti, seyyathāpi gihiniyo kāmabhoginiyo”ti.🔽Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	katham hi nāma bhikkhuniyaḥ udake uccārampi passāvampi kheḷampi karissanti seyyathā api gihiniyaḥ kāmabhoginiyaḥ ti  assosum kho bhikkhuniyaḥ tesam manussānam ujjhāyantānam khiyyantānam vipācentāna 	1	“How can the nuns urinate, defecate, and spit in water? They are just like householders who indulge in worldly pleasures!”🔽The nuns heard the complaints of those people.
['PA_bi-vb_sk75:1.6']	Yā tā bhikkhuniyo appicchā, tā ujjhāyanti khiyyanti vipācenti—	yāḥ tāḥ bhikkhuniyaḥ appicchāḥ tāḥ ujjhāyanti khiyyanti vipācenti 	1	Those who were modest …
['PA_bi-vb_sk75:1.7']	“kathañhi nāma chabbaggiyā bhikkhuniyo udake uccārampi passāvampi kheḷampi karissantī”ti.	katham hi nāma chabbaggiyāḥ bhikkhuniyaḥ udake uccārampi passāvampi kheḷampi karissanti iti 	1	“How can the nuns from the group of six do this?”🔽The nuns told the monks,
['PA_bi-vb_sk75:1.8']	Atha kho bhikkhuniyo bhikkhūnaṁ etamatthaṁ ārocesuṁ.	atha kho bhikkhuniyaḥ bhikkhūnam etam attham ārocesu 	1	who in turn told the Buddha.
['PA_bi-vb_sk75:1.9', 'PA_bi-vb_sk75:1.10']	Bhikkhū bhagavato etamatthaṁ ārocesuṁ.🔽Atha kho bhagavā …pe…	bhikkhū bhagavato etam attham ārocesu  atha khalu bhagavān pe 	1	The monks told the Buddha.🔽Soon afterwards he had the Sangha gathered and addressed the monks:
['PA_bi-vb_sk75:1.11']	bhikkhū paṭipucchi—	bhikkhū paṭipucchi 	1	he asked the monks:
['PA_bi-vb_sk75:1.12']	“saccaṁ kira, bhikkhave, chabbaggiyā bhikkhuniyo udake uccārampi passāvampi kheḷampi karontī”ti?	saccam kira bhikkhave chabbaggiyāḥ bhikkhuniyaḥ udake uccārampi passāvampi kheḍampi karonti iti 	1	“Is it true, monks, that the nuns from the group of six do this?”
