segmentnr	original	analyzed	translated
['PA_patthana_7.1:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise🔽The Chapter on the Opposite of States, the Text on the Threefold Repetition
['PA_patthana_7.1:0.2', 'PA_patthana_7.1:0.3']	Dhammapaccanīya (2), Tikapaṭṭhānapāḷi (1)🔽7.1. Kusalattika	dhamma paccanīya tika paṭṭhāna pāḷi  kusalattika 	.. The Triad on the Wholesome
['PA_patthana_7.1:1.0']	Hetu-ārammaṇa	hetu ārammaṇa 	With root cause as condition, an object.
['PA_patthana_7.1:1.1', 'PA_patthana_7.1:2.1_0', 'PA_patthana_7.1:2.1_1', 'PA_patthana_7.1:2.1_2', 'PA_patthana_7.1:2.1_3', 'PA_patthana_7.1:2.1_4']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.🔽Nakusalaṁ dhammaṁ paṭicca nakusalo dhammo uppajjati hetupaccayā—akusalaṁ abyākataṁ🔽ekaṁ khandhaṁ paṭicca akusalā abyākatā tayo khandhā cittasamuṭṭhānañca rūpaṁ …pe…🔽dve khandhe paṭicca dve khandhā cittasamuṭṭhānañca rūpaṁ. Nakusalaṁ dhammaṁ paṭicca🔽naakusalo dhammo uppajjati hetupaccayā. Nakusalaṁ dhammaṁ paṭicca naabyākato dhammo🔽uppajjati hetupaccayā. Nakusalaṁ dhammaṁ paṭicca nakusalo ca naabyākato ca dhammā	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa  na kusalam dhammam paṭicca na kusalaḥ dhammaḥ uppajjati hetu paccayā akusalam  ekam khandham paṭicca akusalāḥ abyākatā tayo khandhāḥ citta samuṭṭhānañca rūpam pe  dve khandhe paṭicca dve khandhā citta samuṭṭhānañca rūpa na kusalam dhammam paṭicca  na akusalaḥ dhammaḥ uppajjati hetu paccayā na kusalam dhammam paṭicca na abyākataḥ dhammaḥ  uppajjati hetu paccayā na kusalam dhammam paṭicca na kusalaḥ ca na abyākataḥ ca dhammā 	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_patthana_7.1:2.1_5', 'PA_patthana_7.1:2.1_6']	uppajjanti hetupaccayā. Nakusalaṁ dhammaṁ paṭicca nakusalo ca naakusalo ca dhammā🔽uppajjanti hetupaccayā … pañca.	uppajjanti hetu paccayā na kusalam dhammam paṭicca na kusalaḥ ca na akusalo ca dhammā 🔽uppajjanti hetu paccayā pañca 	With a wholesome object, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object arises, a wholesome object
['PA_patthana_7.1:3.1_0', 'PA_patthana_7.1:3.1_1', 'PA_patthana_7.1:3.1_2']	Naakusalaṁ dhammaṁ paṭicca naakusalo dhammo uppajjati hetupaccayā. Naakusalaṁ dhammaṁ🔽paṭicca nakusalo dhammo uppajjati hetupaccayā. Naakusalaṁ dhammaṁ paṭicca naabyākato🔽dhammo uppajjati hetupaccayā. Naakusalaṁ dhammaṁ paṭicca naakusalo ca naabyākato	na akusalam dhammam paṭicca na akusalaḥ dhammaḥ uppajjati hetu paccayā na akusalam dhamma  paṭicca na kusalaḥ dhammaḥ uppajjati hetu paccayā na akusalam dhammam paṭicca na abyākataḥ  dhammaḥ uppajjati hetu paccayā na akusalam dhammam paṭicca na akusalaḥ ca na abyākataḥ 	From a unwholesome thought as condition an unwholesome thought is produced, by way of root-condition. From a unwholesome thought as condition a wholesome thought is produced, by way of root-condition. From a unwholesome thought as condition an indeterminate thought is produced, by way of root-condition. From a unwholesome thought as condition a wholesome and an indeterminate thought are produced, by way of root-condition.
['PA_patthana_7.1:3.1_3', 'PA_patthana_7.1:3.1_4', 'PA_patthana_7.1:4.1_0', 'PA_patthana_7.1:4.1_1', 'PA_patthana_7.1:4.1_2']	ca dhammā uppajjanti hetupaccayā. Naakusalaṁ dhammaṁ paṭicca nakusalo ca naakusalo🔽ca dhammā uppajjanti hetupaccayā … pañca.🔽Naabyākataṁ dhammaṁ paṭicca naabyākato dhammo uppajjati hetupaccayā. Naabyākataṁ🔽dhammaṁ paṭicca nakusalo dhammo uppajjati hetupaccayā. Naabyākataṁ dhammaṁ paṭicca🔽naakusalo dhammo uppajjati hetupaccayā. Naabyākataṁ dhammaṁ paṭicca nakusalo ca naabyākato	ca dhammā uppajjanti hetu paccayā na akusalam dhammam paṭicca na kusalaḥ ca na akusalo 🔽ca dhammā uppajjanti hetu paccayā pañca 🔽na abyākatam dhammam paṭicca na abyākataḥ dhammaḥ uppajjati hetu paccayā na abyākata 🔽dhammam paṭicca na kusalaḥ dhammaḥ uppajjati hetu paccayā na abyākatam dhammam paṭicca 🔽na akusalaḥ dhammaḥ uppajjati hetu paccayā na abyākatam dhammam paṭicca na kusalaḥ ca na abyākataḥ 	With an unwholesome thought as condition, an unwholesome thought arises, as the result condition. With an unwholesome thought as condition, a wholesome thought arises, as the result condition. With an unwholesome thought as condition, an indeterminate thought arises, as the result condition. With an unwholesome thought as condition, an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome, unwholesome and indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome and a wholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome, wholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome, wholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome, unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome, unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome and an unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition, a wholesome, unwholesome and an indeterminate thought arise, as the result condition. With an unwholesome thought as condition,
['PA_patthana_7.1:4.1_3']	ca dhammā uppajjanti hetupaccayā. Naabyākataṁ dhammaṁ paṭicca naakusalo ca naabyākato	ca dhammā uppajjanti hetu paccayā na abyākatam dhammam paṭicca na akusalaḥ ca na abyākataḥ 	and three thoughts are produced with non-cognizance as condition. With a neutral thought and a neutral thought element as condition, a neutral sense-sphere thought is produced. With a neutral thought and a neutral thought element as condition, a neutral sense-sphere thought and a neutral thought-arising are produced. With a neutral thought and a neutral thought element as condition, a neutral sense-sphere thought, a neutral thought-arising, and a neutral thought-process are produced.
['PA_patthana_7.1:4.1_4', 'PA_patthana_7.1:4.1_5']	ca dhammā uppajjanti hetupaccayā. Naabyākataṁ dhammaṁ paṭicca nakusalo ca naakusalo🔽ca dhammā uppajjanti hetupaccayā … cha.	ca dhammā uppajjanti hetu paccayā na abyākatam dhammam paṭicca na kusalaḥ ca na akusalo  ca dhammā uppajjanti hetu paccayā cha 	Three unwholesome thoughts arise with unwholesome thoughts as root-cause. Three unwholesome thoughts arise with wholesome thoughts as root-cause. Three unwholesome thoughts arise with indeterminate thoughts as root-cause. Three wholesome thoughts arise with wholesome thoughts as root-cause. Three wholesome thoughts arise with unwholesome thoughts as root-cause. Three wholesome thoughts arise with indeterminate thoughts as root-cause. Three indeterminate thoughts arise with wholesome thoughts as root-cause. Three indeterminate thoughts arise with unwholesome thoughts as root-cause. Three indeterminate thoughts arise with indeterminate thoughts as root-cause.
['PA_patthana_7.1:5.1_0', 'PA_patthana_7.1:5.1_1']	Nakusalañca naabyākatañca dhammaṁ paṭicca nakusalo dhammo uppajjati hetupaccayā.🔽Nakusalañca naabyākatañca dhammaṁ paṭicca naakusalo dhammo uppajjati hetupaccayā.	na kusalam ca na abyākatañca dhammam paṭicca na kusalaḥ dhammaḥ uppajjati hetu paccayā  na kusalam ca na abyākatañca dhammam paṭicca na akusalaḥ dhammaḥ uppajjati hetu paccayā 	Three unwholesome thoughts arise with unwholesome thoughts as condition. Three unwholesome thoughts arise with wholesome thoughts as condition. Three unwholesome thoughts arise with indeterminate thoughts as condition. Three wholesome thoughts arise with wholesome thoughts as condition. Three wholesome thoughts arise with unwholesome thoughts as condition. Three wholesome thoughts arise with indeterminate thoughts as condition. Three indeterminate thoughts arise with wholesome thoughts as condition. Three indeterminate thoughts arise with unwholesome thoughts as condition. Three indeterminate thoughts arise with indeterminate thoughts as condition.
