segmentnr	original	analyzed	translated
['PA_patthana_4.1:0.1', 'PA_patthana_4.1:0.2']	Paṭṭhānapakaraṇa🔽Dhammānuloma (1), Tikadukapaṭṭhānapāḷi (4)	paṭṭhāna pakaraṇa  dhamma anuloma tika duka paṭṭhāna pāḷi 	The Paṭṭhāna Treatise🔽The Triad-duka Paṭṭhāna Text
['PA_patthana_4.1:0.3']	4.1. Tika Hetuduka	tika hetu duka 	... Triad, Cause Duka
['PA_patthana_4.1:1.1']	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	Homage to that Blessed One, the Worthy One, the Rightly Self-awakened One.
['PA_patthana_4.1:2.0.1']	4.1.1. Kusalattika, Hetuduka	kusalattika hetu duka 	... Triad of the Wholesome, Cause Duka
['PA_patthana_4.1:2.0.2']	Hetu-ārammaṇa	hetu ārammaṇa 	Cause-object
['PA_patthana_4.1:2.1', 'PA_patthana_4.1:3.1']	Kusalaṁ hetuṁ dhammaṁ paṭicca kusalo hetu dhammo uppajjati hetupaccayā.🔽Akusalaṁ hetuṁ dhammaṁ paṭicca akusalo hetu dhammo uppajjati hetupaccayā.	kusalam hetum dhammam paṭicca kusalaḥ hetu dhammo uppajjati hetu paccayā  akusalam hetum dhammam paṭicca akusalaḥ hetu dhammo uppajjati hetu paccayā 	With a wholesome cause as condition, a wholesome cause arises, a condition being by way of cause.🔽With an unwholesome cause as condition, an unwholesome cause arises, a condition being by way of cause.
['PA_patthana_4.1:4.1']	Abyākataṁ hetuṁ dhammaṁ paṭicca abyākato hetu dhammo uppajjati hetupaccayā.	abyākatam hetum dhammam paṭicca abyākataḥ hetu dhammo uppajjati hetu paccayā 	With an indeterminate cause as condition, an indeterminate cause arises, a condition being by way of cause.
['PA_patthana_4.1:5.1', 'PA_patthana_4.1:6.1']	Kusalaṁ hetuṁ dhammaṁ paṭicca kusalo hetu dhammo uppajjati ārammaṇapaccayā.🔽Akusalaṁ hetuṁ dhammaṁ paṭicca akusalo hetu dhammo uppajjati ārammaṇapaccayā.	kusalam hetum dhammam paṭicca kusalaḥ hetu dhammo uppajjati ārammaṇa paccayā  akusalam hetum dhammam paṭicca akusalaḥ hetu dhammo uppajjati ārammaṇa paccayā 	With a wholesome cause as condition, a wholesome cause arises, a condition being by way of object.🔽With an unwholesome cause as condition, an unwholesome cause arises, a condition being by way of object.
['PA_patthana_4.1:7.1']	Abyākataṁ hetuṁ dhammaṁ paṭicca abyākato hetu dhammo uppajjati ārammaṇapaccayā. (Saṅkhittaṁ.)	abyākatam hetum dhammam paṭicca abyākataḥ hetu dhammo uppajjati ārammaṇa paccayā 	With an indeterminate cause as condition, an indeterminate cause arises, a condition being by way of object. (Abbreviated.)
['PA_patthana_4.1:8.1_0', 'PA_patthana_4.1:8.1_1']	Hetuyā tīṇi, ārammaṇe tīṇi, adhipatiyā tīṇi, anantare tīṇi, samanantare tīṇi, sahajāte🔽tīṇi, aññamaññe tīṇi, nissaye tīṇi, upanissaye tīṇi, purejāte tīṇi, āsevane tīṇi,	hetuyā tīṇi ārammaṇe tīṇi adhipatiyā tīṇi anantare tīṇi samanantare tīṇi sahajāte  tīṇi aññamaññe tīṇi nissaye tīṇi upanissaye tīṇi purejāte tīṇi āsevane tīṇi 	With respect to cause there are three, with respect to object there are three, with respect to predominance there are three, with respect to proximity there are three, with respect to contiguity there are three, with respect to arising together there are
['PA_patthana_4.1:8.1_2']	kamme tīṇi, vipāke ekaṁ, āhāre tīṇi …pe… avigate tīṇi. (Saṅkhittaṁ.)	kamme tīṇi vipāke eka āhāre tīṇi pe avigate tīṇi 	three, with respect to singleness there are three, with respect to support there are three, with respect to dependence there are three, with respect to dissociation there are three, with respect to nondisappearance there are three. (Abbreviated.)
['PA_patthana_4.1:9.0', 'PA_patthana_4.1:9.1']	Paccanīya-naadhipati🔽Kusalaṁ hetuṁ dhammaṁ paṭicca kusalo hetu dhammo uppajjati naadhipatipaccayā.	paccanīyana adhipati  kusalam hetum dhammam paṭicca kusalaḥ hetu dhammo uppajjati na adhipati paccayā 	The reverse order of predominance condition🔽With a wholesome root condition there arises a wholesome root as a non-predominance condition.🔽With an unwholesome root condition there arises an unwholesome root as a non-predominance condition.
['PA_patthana_4.1:10.1', 'PA_patthana_4.1:11.1']	Akusalaṁ hetuṁ dhammaṁ paṭicca akusalo hetu dhammo uppajjati naadhipatipaccayā.🔽Abyākataṁ hetuṁ dhammaṁ paṭicca abyākato hetu dhammo uppajjati naadhipatipaccayā. (Saṅkhittaṁ.)	akusalam hetum dhammam paṭicca akusalaḥ hetu dhammo uppajjati na adhipati paccayā  abyākatam hetum dhammam paṭicca abyākataḥ hetu dhammo uppajjati na adhipati paccayā 	With an indeterminate root condition there arises an indeterminate root as a non-predominance condition. (Abbreviated.)
['PA_patthana_4.1:12.1']	Naadhipatiyā tīṇi, napurejāte tīṇi, napacchājāte tīṇi, naāsevane tīṇi, navipāke tīṇi, navippayutte tīṇi. (Saṅkhittaṁ.)	na adhipatiyā tīṇi na purejāte tīṇi na pacchājāte tīṇi na āsevane tīṇi na vipāke tīṇi na vippayutte tīṇi 	With respect to non-predominance there are three, with respect to non-arising before there are three, with respect to non-arising after there are three, with respect to non-support there are three, with respect to non-kamma there are three, with respect to non-result there are three, with respect to non-disappearance there are three. (Abbreviated.)
['PA_patthana_4.1:13.1']	Hetupaccayā naadhipatiyā tīṇi. (Saṅkhittaṁ.)	hetu paccayāḥ na adhipatiyā tīṇi 	With respect to cause and non-predominance there are three. (Abbreviated.)
['PA_patthana_4.1:14.1']	Naadhipatipaccayā hetuyā tīṇi. (Saṅkhittaṁ.)	na adhipati paccayā hetuyā tīṇi 	With non-dominance condition, as cause, there are three. (In brief.)
['PA_patthana_4.1:15.1']	(Sahajātavārepi paccayavārepi nissayavārepi saṁsaṭṭhavārepi sampayuttavārepi sabbattha tīṇi.)	sahajāta vāre pi paccaya vāre pi nissaya vāre pi sa saṭṭha vāre pi sampayutta vāre pi sabbattha tīṇi 	(In the section on conascence, condition, support, and combination, and in the section on association, in each case there are three.)
['PA_patthana_4.1:16.0']	Hetu-ārammaṇādi	hetu ārammaṇa ādi 	Cause, object, etc.
['PA_patthana_4.1:16.1']	Kusalo hetu dhammo kusalassa hetussa dhammassa hetupaccayena paccayo.	kusalaḥ hetu dhammaḥ kusalassa hetussa dhammassa hetu paccayena paccayaḥ 	A profitable cause condition is a condition, as cause condition, for a profitable cause condition.
['PA_patthana_4.1:17.1']	Akusalo hetu dhammo akusalassa hetussa dhammassa hetupaccayena paccayo.	akusalaḥ hetu dhammaḥ akusalassa hetussa dhammassa hetu paccayena paccayaḥ 	An unprofitable cause condition is a condition, as cause condition, for an unprofitable cause condition.
['PA_patthana_4.1:18.1']	Abyākato hetu dhammo abyākatassa hetussa dhammassa hetupaccayena paccayo.	abyākataḥ hetu dhammaḥ abyākatassa hetussa dhammassa hetu paccayena paccayaḥ 	A indeterminate cause condition is a condition, as cause condition, for an indeterminate cause condition.
['PA_patthana_4.1:19.1_0', 'PA_patthana_4.1:19.1_1']	Kusalo hetu dhammo kusalassa hetussa dhammassa ārammaṇapaccayena paccayo. Kusalo🔽hetu dhammo akusalassa hetussa dhammassa ārammaṇapaccayena paccayo. Kusalo hetu dhammo	kusalaḥ hetu dhammaḥ kusalassa hetussa dhammassa ārammaṇa paccayena paccayaḥ kusalaḥ  hetu dhammo akusalassa hetussa dhammassa ārammaṇa paccayena paccayaḥ kusalaḥ hetu dhammo 	A profitable cause condition is a condition, as object condition, for a profitable cause condition. A profitable
['PA_patthana_4.1:19.1_2']	abyākatassa hetussa dhammassa ārammaṇapaccayena paccayo.	abyākatassa hetussa dhammassa ārammaṇa paccayena paccayaḥ 	cause condition is a condition, as object condition, for an unprofitable cause condition. A profitable cause condition is a condition, as object condition, for an indeterminate cause condition.
['PA_patthana_4.1:20.1']	Akusalo hetu dhammo akusalassa hetussa dhammassa ārammaṇapaccayena paccayo … tīṇi.	akusalaḥ hetu dhammaḥ akusalassa hetussa dhammassa ārammaṇa paccayena paccayaḥ tīṇi 	An unprofitable cause condition is a condition, as object condition, for an unprofitable cause condition … three.
['PA_patthana_4.1:21.1']	Abyākato hetu dhammo abyākatassa hetussa dhammassa ārammaṇapaccayena paccayo … tīṇi.	abyākataḥ hetu dhammaḥ abyākatassa hetussa dhammassa ārammaṇa paccayena paccayaḥ tīṇi 	An inconsequential root-cause dhammā is related to an inconsequential root-cause dhammā by way of object condition … three.
['PA_patthana_4.1:22.1_0']	Kusalo hetu dhammo kusalassa hetussa dhammassa adhipatipaccayena paccayo. Kusalo	kusalaḥ hetu dhammaḥ kusalassa hetussa dhammassa adhipati paccayena paccayaḥ kusalaḥ 	A wholesome root-cause dhammā is related to a wholesome root-cause dhammā by way of predominance condition. A wholesome
['PA_patthana_4.1:22.1_1']	hetu dhammo akusalassa hetussa dhammassa adhipatipaccayena paccayo. Kusalo hetu dhammo	hetu dhammaḥ akusalassa hetussa dhammassa adhipati paccayena paccayaḥ kusalaḥ hetu dhammo 	root-cause dhammā is related to an unwholesome root-cause dhammā by way of predominance condition. A wholesome root-cause dhammā
['PA_patthana_4.1:22.1_2']	abyākatassa hetussa dhammassa adhipatipaccayena paccayo … tīṇi.	abyākatassa hetussa dhammassa adhipati paccayena paccayaḥ tīṇi 	is related to an inconsequential root-cause dhammā by way of predominance condition … three.
['PA_patthana_4.1:23.1']	Akusalo hetu dhammo akusalassa hetussa dhammassa adhipatipaccayena paccayo.	akusalaḥ hetu dhammaḥ akusalassa hetussa dhammassa adhipati paccayena paccayaḥ 	An unwholesome root-cause dhammā is related to an unwholesome root-cause dhammā by way of predominance condition.
