segmentnr	original	analyzed	translated
['PA_patthana_4.4:0.1', 'PA_patthana_4.4:0.2']	Paṭṭhānapakaraṇa🔽Dhammānuloma (1), Tikadukapaṭṭhānapāḷi (4)	paṭṭhāna pakaraṇa  dhamma anuloma tika duka paṭṭhāna pāḷi 	The Triad-duka Paṭṭhāna Text🔽… the wholesome triad, the flood, the grasping, the hindrances
['PA_patthana_4.4:0.3', 'PA_patthana_4.4:1.0.1']	4.4. Kusalattika, Āsavaparāmāsagocchaka🔽4.4.1. Kusalattika, Āsavaduka	kusalattika  kusalattika āsavaduka 	… the wholesome triad, the flood duka
['PA_patthana_4.4:1.0.2']	Hetu	hetu 	Cause
['PA_patthana_4.4:1.1', 'PA_patthana_4.4:2.1', 'PA_patthana_4.4:3.1', 'PA_patthana_4.4:4.1_0', 'PA_patthana_4.4:4.1_1']	Akusalaṁ āsavaṁ dhammaṁ paṭicca akusalo āsavo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)🔽Hetuyā ekaṁ …pe… avigate ekaṁ. (Saṅkhittaṁ.)🔽(Sahajātavārepi …pe… sampayuttavārepi pañhāvārepi sabbattha ekaṁ.)🔽Kusalaṁ noāsavaṁ dhammaṁ paṭicca kusalo noāsavo dhammo uppajjati hetupaccayā. Kusalaṁ🔽noāsavaṁ dhammaṁ paṭicca abyākato noāsavo dhammo uppajjati hetupaccayā. Kusalaṁ noāsavaṁ	akusalam āsavam dhammam paṭicca akusalaḥ āsavaḥ dhammo uppajjati hetu paccayā  hetuyāḥ ekam pe avigate eka  sahajāta vāre pi pe sampayutta vāre pi pañhā vāre pi sabbattha eka  kusalam noāsavam dhammam paṭicca kusalaḥ noāsavaḥ dhammo uppajjati hetu paccayā kusala  noāsavam dhammam paṭicca abyākataḥ noāsavaḥ dhammo uppajjati hetu paccayā kusalam noāsava 	With an unwholesome, with a fetter, phenomenon as condition, an unwholesome, with a fetter, phenomenon arises, a cause condition. (In brief.)
['PA_patthana_4.4:4.1_2', 'PA_patthana_4.4:5.1']	dhammaṁ paṭicca kusalo noāsavo ca abyākato noāsavo ca dhammā uppajjanti hetupaccayā.🔽Akusalaṁ noāsavaṁ dhammaṁ paṭicca akusalo noāsavo dhammo uppajjati hetupaccayā … tīṇi.	dhammam paṭicca kusalaḥ noāsavaḥ ca abyākataḥ noāsavaḥ ca dhammā uppajjanti hetu paccayā 🔽akusalam noāsavam dhammam paṭicca akusalaḥ noāsavaḥ dhammo uppajjati hetu paccayā tīṇi 	With a cause as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured-indeterminate as condition, one … With an unobscured
['PA_patthana_4.4:6.1', 'PA_patthana_4.4:7.1', 'PA_patthana_4.4:8.1', 'PA_patthana_4.4:9.0', 'PA_patthana_4.4:9.1']	Abyākataṁ noāsavaṁ dhammaṁ paṭicca abyākato noāsavo dhammo uppajjati hetupaccayā.🔽Kusalaṁ noāsavañca abyākataṁ noāsavañca dhammaṁ paṭicca abyākato noāsavo dhammo uppajjati hetupaccayā.🔽Akusalaṁ noāsavañca abyākataṁ noāsavañca dhammaṁ paṭicca abyākato noāsavo dhammo uppajjati hetupaccayā.🔽Ārammaṇa🔽Kusalaṁ noāsavaṁ dhammaṁ paṭicca kusalo noāsavo dhammo uppajjati ārammaṇapaccayā.	abyākatam noāsavam dhammam paṭicca abyākataḥ noāsavaḥ dhammo uppajjati hetu paccayā  kusalam noāsavañca abyākatam noāsavañca dhammam paṭicca abyākataḥ noāsavaḥ dhammo uppajjati hetu paccayā  akusalam noāsavañca abyākatam noāsavañca dhammam paṭicca abyākataḥ noāsavaḥ dhammo uppajjati hetu paccayā  ārammaṇa  kusalam noāsavam dhammam paṭicca kusalaḥ noāsavaḥ dhammo uppajjati ārammaṇa paccayā 	With an unwholesome root as condition: an unwholesome element. With an unwholesome root as condition: a wholesome element. With an unwholesome root as condition: an unwholesome element. With an unwholesome root as condition: a neutral element. With an unwholesome root as condition: an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element. With an unwholesome root as condition: a wholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and a wholesome element and a neutral element. With an unwholesome root as condition: a wholesome element and an unwholesome element and an unwholesome element and a wholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and a wholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and a wholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and an unwholesome element and a wholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and a wholesome element and an unwholesome element and a neutral element. With an unwholesome root as condition: an unwholesome element and an unwholesome element and a wholesome element and an unwholesome element and a neutral element. With an un
['PA_patthana_4.4:10.1', 'PA_patthana_4.4:11.1', 'PA_patthana_4.4:12.1']	Akusalaṁ noāsavaṁ dhammaṁ paṭicca akusalo noāsavo dhammo uppajjati ārammaṇapaccayā.🔽Abyākataṁ noāsavaṁ dhammaṁ paṭicca abyākato noāsavo dhammo uppajjati ārammaṇapaccayā. (Saṅkhittaṁ.)🔽Hetuyā nava, ārammaṇe tīṇi, adhipatiyā nava …pe… vipāke ekaṁ …pe… avigate nava. (Saṅkhittaṁ.)	akusalam noāsavam dhammam paṭicca akusalaḥ noāsavaḥ dhammo uppajjati ārammaṇa paccayā 🔽abyākatam noāsavam dhammam paṭicca abyākataḥ noāsavaḥ dhammo uppajjati ārammaṇa paccayā saṅkhitta 🔽hetuyā nava ārammaṇe tīṇi adhipatiyā nava pe vipāke ekam pe avigate nava saṅkhitta 	With an unwholesome root cause that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With a wholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a wholesome root cause that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant as condition, a resultant unwholesome state that is not a pollutant … With an unwholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that is not a pollutant and a resultant unwholesome state that is not a pollutant and a wholesome root cause that
['PA_patthana_4.4:13.1']	Nahetuyā ekaṁ, naārammaṇe pañca, naadhipatiyā nava …pe… novigate pañca.	na hetuyā eka na ārammaṇe pañca na adhipatiyā nava pe no vigate pañca 	With non-cause as condition, one … With non-object as condition, five … With non-predominance as condition, nine … With non-deprivation as condition, five.
['PA_patthana_4.4:14.0', 'PA_patthana_4.4:14.1']	Hetu-ārammaṇa🔽Kusalo noāsavo dhammo kusalassa noāsavassa dhammassa hetupaccayena paccayo … tīṇi.	hetu ārammaṇa  kusalaḥ no āsavaḥ dhammaḥ kusalassa no āsavassa dhammassa hetu paccayena paccayaḥ tīṇi 	Cause and object🔽A wholesome, not-subject-to-retrogressing dhamma is related to a wholesome, not-subject-to-retrogressing dhamma as a condition by way of cause condition … three.
['PA_patthana_4.4:15.1']	Akusalo noāsavo dhammo akusalassa noāsavassa dhammassa hetupaccayena paccayo … tīṇi.	akusalaḥ noāsavaḥ dhammaḥ akusalassa noāsavassa dhammassa hetu paccayena paccayaḥ tīṇi 	An unwholesome, not-subject-to-retrogressing dhamma is related to an unwholesome, not-subject-to-retrogressing dhamma as a condition by way of cause condition … three.
['PA_patthana_4.4:16.1']	Abyākato noāsavo dhammo abyākatassa noāsavassa dhammassa hetupaccayena paccayo.	abyākataḥ no āsavaḥ dhammaḥ abyākatassa no āsavassa dhammassa hetu paccayena paccayaḥ 	An indeterminate, not-subject-to-retrogressing dhamma is related to an indeterminate, not-subject-to-retrogressing dhamma as a condition by way of cause condition.
['PA_patthana_4.4:17.1']	Kusalo noāsavo dhammo kusalassa noāsavassa dhammassa ārammaṇapaccayena paccayo. (Saṅkhittaṁ.)	kusalaḥ no āsavaḥ dhammaḥ kusalassa no āsavassa dhammassa ārammaṇa paccayena paccayaḥ saṅkhitta 	A wholesome, not-subject-to-retrogressing dhamma is related to a wholesome, not-subject-to-retrogressing dhamma as a condition by way of object condition. (Abbreviated.)
['PA_patthana_4.4:18.1']	Hetuyā satta, ārammaṇe nava, adhipatiyā dasa …pe… avigate terasa.	hetuyā satta ārammaṇe nava adhipatiyā dasa pe avigate terasa 	With cause as condition, seven … With object as condition, nine … With predominance as condition, ten … With non-deprivation as condition, thirteen.
['PA_patthana_4.4:19.0.1', 'PA_patthana_4.4:19.0.2']	4.4.2. Kusalattika, Sāsavaduka🔽4.4.2.1. Sāsavapada	kusalattika sāsavaduka  sa āsava pada 	... Wholesome triad, with taints triad🔽... With taints section
['PA_patthana_4.4:19.0.3']	Hetu	hetu 	Cause
['PA_patthana_4.4:19.1']	Kusalaṁ sāsavaṁ dhammaṁ paṭicca kusalo sāsavo dhammo uppajjati hetupaccayā … tīṇi.	kusalam sa āsavam dhammam paṭicca kusalaḥ sa āsavaḥ dhammo uppajjati hetu paccayā tīṇi 	A wholesome, subject-to-retrogressing dhamma is related to a wholesome, subject-to-retrogressing dhamma as a condition by way of cause condition … three.
['PA_patthana_4.4:20.1']	Akusalaṁ sāsavaṁ dhammaṁ paṭicca akusalo sāsavo dhammo uppajjati hetupaccayā … tīṇi.	akusalam sa āsavam dhammam paṭicca akusalaḥ sa āsavaḥ dhammo uppajjati hetu paccayā tīṇi 	With an unwholesome, sensual-desire-related thought as condition, an unwholesome, sensual-desire-related thought arises, related by way of root cause. … Three.
['PA_patthana_4.4:21.1', 'PA_patthana_4.4:22.1']	Abyākataṁ sāsavaṁ dhammaṁ paṭicca abyākato sāsavo dhammo uppajjati hetupaccayā.🔽Kusalaṁ sāsavañca abyākataṁ sāsavañca dhammaṁ paṭicca abyākato sāsavo dhammo uppajjati hetupaccayā.	abyākatam sa āsavam dhammam paṭicca abyākataḥ sa āsavaḥ dhammo uppajjati hetu paccayā  kusalam sa āsavañca abyākatam sa āsavañca dhammam paṭicca abyākataḥ sa āsavaḥ dhammo uppajjati hetu paccayā 	With an indeterminate, sensual-desire-related thought as condition, an indeterminate, sensual-desire-related thought arises, related by way of root cause.🔽With a wholesome, sensual-desire-related thought and an indeterminate, sensual-desire-related thought as conditions, an indeterminate, sensual-desire-related thought arises, related by way of root cause.
['PA_patthana_4.4:23.1']	Akusalaṁ sāsavañca abyākataṁ sāsavañca dhammaṁ paṭicca abyākato sāsavo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	akusalam sa āsavañca abyākatam sa āsavañca dhammam paṭicca abyākataḥ sa āsavaḥ dhammo uppajjati hetu paccayā 	With an unwholesome, sensual-desire-related thought and an indeterminate, sensual-desire-related thought as conditions, an indeterminate, sensual-desire-related thought arises, related by way of root cause. (In brief.)
['PA_patthana_4.4:24.1']	Hetuyā nava, ārammaṇe tīṇi …pe… avigate nava. (Saṅkhittaṁ.)	hetuyā nava ārammaṇe tīṇi pe avigate nava 	With root cause as condition, nine. With object as condition, three. … With nonequipoise as condition, nine. (In brief.)
['PA_patthana_4.4:25.1']	Nahetuyā dve, naārammaṇe pañca, naadhipatiyā nava …pe… novigate pañca. (Saṅkhittaṁ.)	na hetuyā dve na ārammaṇe pañca na adhipatiyā nava pe no vigate pañca 	With no root cause as condition, two. With no object as condition, five. With no predominance as condition, nine. … With nonequipoise as condition, five. (In brief.)
['PA_patthana_4.4:26.1']	(Sahajātavārampi …pe… sampayuttavārampi paṭiccavārasadisaṁ.)	sahajāta vārampi pe sampayutta vārampi paṭicca vāra sadisa 	(The section on the origination of the wholesome triad should be elaborated in the same way as the section on the origination of the unwholesome triad.)
['PA_patthana_4.4:27.1']	Kusalo sāsavo dhammo kusalassa sāsavassa dhammassa hetupaccayena paccayo … tīṇi.	kusalaḥ sa āsavaḥ dhammaḥ kusalassa sa āsavassa dhammassa hetu paccayena paccayaḥ tīṇi 	A wholesome, sensual-desire-related thought is a condition, by way of root cause, for a wholesome, sensual-desire-related thought. … Three.
['PA_patthana_4.4:28.1']	Akusalo sāsavo dhammo akusalassa sāsavassa dhammassa hetupaccayena paccayo … tīṇi.	akusalaḥ sa āsavaḥ dhammaḥ akusalassa sa āsavassa dhammassa hetu paccayena paccayaḥ tīṇi 	An unwholesome, taints-accompanied state is related to an unwholesome, taints-accompanied state as a root-cause condition. … There are three.
['PA_patthana_4.4:29.1']	Abyākato sāsavo dhammo abyākatassa sāsavassa dhammassa hetupaccayena paccayo. (Saṅkhittaṁ.)	abyākataḥ sa āsavaḥ dhammaḥ abyākatassa sa āsavassa dhammassa hetu paccayena paccayaḥ 	An indeterminate, taints-accompanied state is related to an indeterminate, taints-accompanied state as a root-cause condition. (Abbreviated.)
['PA_patthana_4.4:30.1']	Hetuyā satta, ārammaṇe nava …pe… avigate terasa. (Saṅkhittaṁ.)	hetuyā satta ārammaṇe nava pe avigate terasa saṅkhitta 	As root-cause, there are seven; as object, there are nine. … As non-hindrance, there are thirteen. (Abbreviated.)
['PA_patthana_4.4:31.1']	(Yathā kusalattike pañhāvāraṁ, evaṁ vitthāretabbaṁ.)	yathā kusala attike pañhāvāraḥ evam 	(The section of questions should be expanded as for the wholesome triad.)
['PA_patthana_4.4:32.0.1']	4.4.2.2. Anāsavapada	anāsavapada 	… The section on the taintless
['PA_patthana_4.4:32.0.2']	Hetu	hetu 	Root-cause
['PA_patthana_4.4:32.1']	Kusalaṁ anāsavaṁ dhammaṁ paṭicca kusalo anāsavo dhammo uppajjati hetupaccayā.	kusalam anāsavam dhammam paṭicca kusalaḥ anāsavaḥ dhammo uppajjati hetu paccayā 	A wholesome, taintless state is related to a wholesome, taintless state as a root-cause condition.
['PA_patthana_4.4:33.1']	Abyākataṁ anāsavaṁ dhammaṁ paṭicca abyākato anāsavo dhammo uppajjati hetupaccayā. (Saṅkhittaṁ.)	abyākatam anāsavam dhammam paṭicca abyākataḥ anāsavaḥ dhammo uppajjati hetu paccayā 	An indeterminate, taintless state is related to an indeterminate, taintless state as a root-cause condition. (Abbreviated.)
['PA_patthana_4.4:34.1']	Hetuyā dve …pe… āsevane ekaṁ …pe… vipāke ekaṁ …pe… avigate dve. (Saṅkhittaṁ.)	hetuyā dve pe āsevane ekam pe vipāke ekam pe avigate dve 	As root-cause, there are two; as repetition, there is one; as ripening, there is one. … As non-hindrance, there are two. (Abbreviated.)
['PA_patthana_4.4:35.1']	(Sahajātavārampi …pe… sampayuttavārampi paṭiccavārasadisaṁ.)	sahajāta vārampi pe sampayutta vārampi paṭicca vāra sadisa 	(The section on conascence, etc., is to be expanded as in the section on condition.)
['PA_patthana_4.4:36.0']	Hetu-ārammaṇādi	hetu ārammaṇa ādi 	As root-cause, object, etc.
['PA_patthana_4.4:36.1']	Kusalo anāsavo dhammo kusalassa anāsavassa dhammassa hetupaccayena paccayo.	kusalaḥ anāsavaḥ dhammaḥ kusalassa anāsavassa dhammassa hetu paccayena paccayaḥ 	A wholesome, uncontaminated state is a condition, as a root-cause condition, for a wholesome, uncontaminated state.
['PA_patthana_4.4:37.1']	Abyākato anāsavo dhammo abyākatassa anāsavassa dhammassa hetupaccayena paccayo.	abyākataḥ anāsavaḥ dhammaḥ abyākatassa anāsavassa dhammassa hetu paccayena paccayaḥ 	An indeterminate, uncontaminated state is a condition, as a root-cause condition, for an indeterminate, uncontaminated state.
['PA_patthana_4.4:38.1']	Abyākato anāsavo dhammo abyākatassa anāsavassa dhammassa ārammaṇapaccayena paccayo. Abyākato anāsavo dhammo kusalassa anāsavassa dhammassa ārammaṇapaccayena paccayo.	abyākataḥ anāsavaḥ dhammaḥ abyākatassa anāsavassa dhammassa ārammaṇa paccayena paccayaḥ abyākataḥ anāsavaḥ dhammo kusalassa anāsavassa dhammassa ārammaṇa paccayena paccayaḥ 	An indeterminate, uncontaminated state is a condition, as a object condition, for an indeterminate, uncontaminated state. An indeterminate, uncontaminated state is a condition, as a object condition, for a wholesome, uncontaminated state.
