segmentnr	original	analyzed	translated
['PA_patthana_13.4:0.1']	Paṭṭhānapakaraṇa	paṭṭhāna pakaraṇa 	The Paṭṭhāna Treatise
['PA_patthana_13.4:0.2', 'PA_patthana_13.4:0.3']	Dhammānulomapaccanīya (3), Tikapaṭṭhānapāḷi (1)🔽13.4. Upādinnattika	dhamma anuloma paccanīya tika paṭṭhāna pāḷi  upādinnattika 	The Direction of Order and Disorder, The Triad Direction of Order, The Text🔽The Triad on the Apprehended
['PA_patthana_13.4:1.0', 'PA_patthana_13.4:1.1_0', 'PA_patthana_13.4:1.1_1']	Hetu🔽Upādinnupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo dhammo uppajjati hetupaccayā.🔽Upādinnupādāniyaṁ dhammaṁ paṭicca naanupādinnupādāniyo dhammo uppajjati hetupaccayā.	hetu  upādinnupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ dhammaḥ uppajjati hetu paccayā  upādinnupādāniyam dhammam paṭicca na anupādinnupādāniyaḥ dhammaḥ uppajjati hetu paccayā 	Cause🔽With an object that is clung to and a condition that is a cause, there is an effect that is not clung to.🔽With an object that is clung to and a condition that is a cause, there is an effect that is not an object of clinging.
['PA_patthana_13.4:1.1_2', 'PA_patthana_13.4:1.1_3']	Upādinnupādāniyaṁ dhammaṁ paṭicca naanupādinnaanupādāniyo dhammo uppajjati hetupaccayā.🔽Upādinnupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo ca naanupādinnaanupādāniyo ca	upādinnupādāniyam dhammam paṭicca na anupādinna anupādāniyaḥ dhammaḥ uppajjati hetu paccayā  upādinnupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ ca na anupādinna anupādāniyaḥ ca 	With an object that is clung to and a condition that is a cause, there is an effect that is not clung to and that is not an object of clinging.🔽With an object that is clung to and a condition that is a cause, there is an effect that is not clung to and that is not an object of clinging.
['PA_patthana_13.4:1.1_4']	dhammā uppajjanti hetupaccayā. Upādinnupādāniyaṁ dhammaṁ paṭicca naanupādinnupādāniyo	dhammāḥ uppajjanti hetu paccayā upādinnupādāniyam dhammam paṭicca na anupādinnupādāniyaḥ 	With an object that is clung to and a condition that is a cause, there is an effect that is not an object of clinging and that is not clung to.
['PA_patthana_13.4:1.1_5', 'PA_patthana_13.4:2.1_0']	ca naanupādinnaanupādāniyo ca dhammā uppajjanti hetupaccayā.🔽Anupādinnupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo dhammo uppajjati hetupaccayā.	ca na anupādinna anupādāniyaḥ ca dhammā uppajjanti hetu paccayā 🔽anupādinnupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ dhammaḥ uppajjati hetu paccayā 	With an object that is not clung to and a condition that is a cause, there is an effect that is not clung to and that is not an object of clinging.
['PA_patthana_13.4:2.1_1']	Anupādinnupādāniyaṁ dhammaṁ paṭicca naanupādinnaanupādāniyo dhammo uppajjati hetupaccayā.	anupādinnupādāniyam dhammam paṭicca na anupādinna anupādāniyaḥ dhammaḥ uppajjati hetu paccayā 	With an object that is not clung to and subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.
['PA_patthana_13.4:2.1_2', 'PA_patthana_13.4:2.1_3', 'PA_patthana_13.4:3.1_0']	Anupādinnupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo ca naanupādinnaanupādāniyo🔽ca dhammā uppajjanti hetupaccayā.🔽Anupādinnaanupādāniyaṁ dhammaṁ paṭicca naanupādinnaanupādāniyo dhammo uppajjati hetupaccayā.	an upādinnupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ ca na an upādinna an upādāniyaḥ  ca dhammā uppajjanti hetu paccayā  anupādinna anupādāniyam dhammam paṭicca na anupādinna anupādāniyaḥ dhammaḥ uppajjati hetu paccayā 	With an object that is not clung to and subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.🔽With an object that is not clung to and not subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.
['PA_patthana_13.4:3.1_1', 'PA_patthana_13.4:3.1_2', 'PA_patthana_13.4:3.1_3']	Anupādinnaanupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo dhammo uppajjati hetupaccayā.🔽Anupādinnaanupādāniyaṁ dhammaṁ paṭicca naanupādinnupādāniyo dhammo uppajjati hetupaccayā.🔽Anupādinnaanupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo ca naanupādinnaanupādāniyo	anupādinna anupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ dhammaḥ uppajjati hetu paccayā  anupādinna anupādāniyam dhammam paṭicca na anupādinnupādāniyaḥ dhammaḥ uppajjati hetu paccayā  anupādinna anupādāniyam dhammam paṭicca na aupādinna upādāniyaḥ ca na anupādinna anupādāniyaḥ 	With an object that is not clung to and not subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.🔽With an object that is not clung to and not subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.🔽With an object that is not clung to and not subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.
['PA_patthana_13.4:3.1_4']	ca dhammā uppajjanti hetupaccayā. Anupādinnaanupādāniyaṁ dhammaṁ paṭicca naupādinnupādāniyo	ca dhammā uppajjanti hetu paccayā anupādinna anupādāniyam dhammam paṭicca na aupādinnupādāniyaḥ 	With an object that is not clung to and not subject to cankers, there arises a state that is not clung to and not subject to cankers, by way of root-cause condition.
['PA_patthana_13.4:3.1_5', 'PA_patthana_13.4:4.1_0', 'PA_patthana_13.4:4.1_1', 'PA_patthana_13.4:4.1_2']	ca naanupādinnupādāniyo ca dhammā uppajjanti hetupaccayā.🔽Anupādinnupādāniyañca anupādinnaanupādāniyañca dhammaṁ paṭicca naupādinnupādāniyo🔽dhammo uppajjati hetupaccayā. Anupādinnupādāniyañca anupādinnaanupādāniyañca dhammaṁ🔽paṭicca naanupādinnaanupādāniyo dhammo uppajjati hetupaccayā. Anupādinnupādāniyañca	ca na anupādinnupādāniyaḥ ca dhammā uppajjanti hetu paccayā  anupādinnupādāniyam ca anupādinna anupādāniyam ca dhammam paṭicca na aupādinnupādāniyaḥ  dhammaḥ uppajjati hetu paccayā anupādinna upādāniyañca anupādinna anupādāniyañca dhamma  paṭicca na anupādinna anupādāniyaḥ dhammaḥ uppajjati hetu paccayā anupādinnupādāniyam ca 	and neither-sensual-desire-nor-non-sensual-desire-related thoughts arise with sensual-desire-related thoughts as their condition.🔽Sensual-desire-related and neither-sensual-desire-nor-non-sensual-desire-related thoughts arise with sensual-desire-related thoughts as their condition.
['PA_patthana_13.4:4.1_3', 'PA_patthana_13.4:4.1_4']	anupādinnaanupādāniyañca dhammaṁ paṭicca naupādinnupādāniyo ca naanupādinnaanupādāniyo🔽ca dhammā uppajjanti hetupaccayā.	anupādinna anupādāniyam ca dhammam paṭicca na upādinna upādāniyaḥ ca na anupādinna anupādāniyaḥ  ca dhammā uppajjanti hetu paccayā 	Sensual-desire-related and neither-sensual-desire-nor-non-sensual-desire-related thoughts arise with non-sensual-desire-related thoughts as their condition.
['PA_patthana_13.4:5.1_0', 'PA_patthana_13.4:5.1_1']	Upādinnupādāniyañca anupādinnupādāniyañca dhammaṁ paṭicca naupādinnupādāniyo dhammo🔽uppajjati hetupaccayā. Upādinnupādāniyañca anupādinnupādāniyañca dhammaṁ paṭicca	upādinnupādāniyam ca anupādinnupādāniyam ca dhammam paṭicca na aupādinnupādāniyaḥ dhammaḥ  uppajjati hetu paccayā upādinnupādāniyam ca anupādinnupādāniyam ca dhammam paṭicca 	Sensual-desire-related and neither-sensual-desire-nor-non-sensual-desire-related thoughts arise with neither-sensual-desire-nor-non-sensual-desire-related thoughts as their condition.🔽Sensual-desire-related and non-sensual-desire-related thoughts arise with sensual-desire-related thoughts as their condition.🔽Sensual-desire-related and non-sensual-desire-related thoughts arise with non-sensual-desire-related thoughts as their condition.
['PA_patthana_13.4:5.1_2']	naanupādinnaanupādāniyo dhammo uppajjati hetupaccayā. Upādinnupādāniyañca anupādinnupādāniyañca	na anupādinna anupādāniyaḥ dhammaḥ uppajjati hetu paccayā upādinnupādāniyañca anupādinnupādāniyañca 	Sensual-desire-related and non-sensual-desire-related thoughts arise with neither-sensual-desire-nor-non-sensual-desire-related thoughts as their condition.
['PA_patthana_13.4:5.1_3']	dhammaṁ paṭicca naupādinnupādāniyo ca naanupādinnaanupādāniyo ca dhammā uppajjanti	dhammam paṭicca na upādinnupādāniyaḥ ca na anupādinna anupādāniyaḥ ca dhammāḥ uppajjanti 	With dhamma as condition: a non-restraint and a non-restraint arise.
['PA_patthana_13.4:5.1_4']	hetupaccayā. (Saṅkhittaṁ.)	hetu paccayā 	With cause as condition: (in brief).
['PA_patthana_13.4:6.1']	Hetuyā ekūnavīsa, ārammaṇe nava, adhipatiyā ekādasa …pe… sahajāte ekūnavīsa …pe… āsevane cha …pe… vipāke terasa …pe… avigate ekūnavīsa.	hetuyā ekūnavīsa ārammaṇe nava adhipatiyā ekādasa pe sahajāte ekūnavīsa pe āsevane cha pe vipāke terasa pe avigate ekūnavīsa 	With cause as condition: nineteen. With object as condition: nine. With predominance as condition: eleven. … With arising together as condition: nineteen. … With presence as condition: six. … With kamma as condition: thirteen. … With not grasping as condition: nineteen.🔽(The section on arising together, on condition, on dependence, on combination, and on relation should be expanded in detail.)
['PA_patthana_13.4:7.1', 'PA_patthana_13.4:8.0.1']	(Sahajātavārampi paccayavārampi nissayavārampi saṁsaṭṭhavārampi sampayuttavārampi vitthāretabbaṁ.)🔽13.4.7. Pañhāvāra	sahajāta vāram pi paccaya vāram pi nissaya vāram pi sa saṭṭha vāram pi sampayutta vāram pi  pañhāvāra 	... The section on questions
['PA_patthana_13.4:8.0.2', 'PA_patthana_13.4:8.1']	Hetu-ārammaṇa🔽Upādinnupādāniyo dhammo naupādinnupādāniyassa dhammassa hetupaccayena paccayo. Upādinnupādāniyo dhammo naanupādinnupādāniyassa dhammassa hetupaccayena paccayo …pe….	hetu ārammaṇa  upādinnupādāniyaḥ dhammaḥ na upādinnupādāniyassa dhammassa hetu paccayena paccayaḥ upādinnupādāniyaḥ dhammaḥ na anupādinnupādāniyassa dhammassa hetu paccayena paccayaḥ pe	With cause and object🔽A conditioned and clung-to dhamma is a condition, as a cause condition, for a non-conditioned and not clung-to dhamma. A conditioned and clung-to dhamma is a condition, as a cause condition, for a non-conditioned and not clung-to dhamma. …
['PA_patthana_13.4:9.1_0']	Upādinnupādāniyo dhammo naupādinnupādāniyassa dhammassa ārammaṇapaccayena paccayo.	upādinnupādāniyaḥ dhammaḥ na aupādinnupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ 	A conditioned and clung-to dhamma is a condition, as an object condition, for a non-conditioned and not clung-to dhamma.
['PA_patthana_13.4:9.1_1', 'PA_patthana_13.4:9.1_2', 'PA_patthana_13.4:9.1_3']	Upādinnupādāniyo dhammo naanupādinnupādāniyassa dhammassa ārammaṇapaccayena paccayo.🔽Upādinnupādāniyo dhammo naanupādinnaanupādāniyassa dhammassa ārammaṇapaccayena paccayo.🔽Upādinnupādāniyo dhammo naupādinnupādāniyassa ca naanupādinnaanupādāniyassa ca dhammassa	upādinnupādāniyaḥ dhammaḥ na anupādinnupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ  upādinnupādāniyaḥ dhammaḥ na anupādinna anupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ  upādinnupādāniyaḥ dhammaḥ na aupādinnupādāniyassa ca na anupādinna anupādāniyassa ca dhammassa 	A conditioned and clung-to dhammā is related to a dhammā that is not clung to as a condition by way of object.🔽A conditioned and clung-to dhammā is related to a dhammā that is not clung to and not a condition for clinging as a condition by way of object.🔽A conditioned and clung-to dhammā is related to a dhammā that is not clung to and not a condition for clinging and to a dhammā that is not clung to and is not a condition for clinging as a condition by way of object.
['PA_patthana_13.4:9.1_4', 'PA_patthana_13.4:9.1_5', 'PA_patthana_13.4:10.1_0', 'PA_patthana_13.4:10.1_1']	ārammaṇapaccayena paccayo. Upādinnupādāniyo dhammo naanupādinnupādāniyassa ca naanupādinnaanupādāniyassa🔽ca dhammassa ārammaṇapaccayena paccayo.🔽Anupādinnupādāniyo dhammo naanupādinnupādāniyassa dhammassa ārammaṇapaccayena paccayo.🔽Anupādinnupādāniyo dhammo naupādinnupādāniyassa dhammassa ārammaṇapaccayena paccayo.	ārammaṇa paccayena paccayaḥ upādinnupādāniyaḥ dhammaḥ na anupādinnupādāniyassa ca na anupādinna anupādāniyassa  ca dhammassa ārammaṇa paccayena paccayaḥ  anupādinnupādāniyaḥ dhammaḥ na anupādinnupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ  anupādinnupādāniyaḥ dhammaḥ na aupādinnupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ 	A conditioned and clung-to dhammā is related to a dhammā that is not clung to and is not a condition for clinging and to a dhammā that is not clung to and is not a condition for clinging as a condition by way of object.🔽A unconditioned and clung-to dhammā is related to a dhammā that is not clung to and is not a condition for clinging as a condition by way of object.🔽A unconditioned and clung-to dhammā is related to a dhammā that is not clung to and is not a condition for clinging as a condition by way of object.
['PA_patthana_13.4:10.1_2']	Anupādinnupādāniyo dhammo naanupādinnaanupādāniyassa dhammassa ārammaṇapaccayena	anupādinnupādāniyaḥ dhammaḥ na anupādinna anupādāniyassa dhammassa ārammaṇa paccayena 	A unconditioned and clung-to dhammā is related to a dhammā that is not clung to and is not a condition for clinging as a condition by way of object.
['PA_patthana_13.4:10.1_3']	paccayo. Anupādinnupādāniyo dhammo naupādinnupādāniyassa ca naanupādinnaanupādāniyassa	paccayaḥ anupādinnupādāniyaḥ dhammaḥ na upādinnupādāniyassa ca na anupādinna anupādāniyassa 	An object condition. A causally-conditioned and causally-unrelated object is a condition, by way of object condition, for a causally-unrelated and causally-unrelated object. A causally-conditioned and causally-unrelated object is a condition, by way of object condition, for a causally-unrelated and causally-conditioned object.
['PA_patthana_13.4:10.1_4', 'PA_patthana_13.4:10.1_5', 'PA_patthana_13.4:11.1', 'PA_patthana_13.4:12.1_0', 'PA_patthana_13.4:12.1_1']	ca dhammassa ārammaṇapaccayena paccayo. Anupādinnupādāniyo dhammo naanupādinnupādāniyassa🔽ca naanupādinnaanupādāniyassa ca dhammassa ārammaṇapaccayena paccayo.🔽Anupādinnaanupādāniyo dhammo naanupādinnaanupādāniyassa dhammassa ārammaṇapaccayena paccayo …pe… pañca. (Saṅkhittaṁ.)🔽Hetuyā terasa, ārammaṇe pannarasa, adhipatiyā ekādasa, anantare soḷasa …pe… sahajāte🔽ekūnavīsa, aññamaññe nava, nissaye tevīsa, upanissaye aṭṭhārasa, purejāte soḷasa,	ca dhammassa ārammaṇa paccayena paccayaḥ anupādinnupādāniyaḥ dhammaḥ na anupādinnupādāniyassa  ca na anupādinna anupādāniyassa ca dhammassa ārammaṇa paccayena paccayaḥ  anupādinna anupādāniyaḥ dhammaḥ na anupādinna anupādāniyassa dhammassa ārammaṇa paccayena paccayaḥ pe pañca  hetuyā terasa ārammaṇe pannarasa adhipatiyā ekādasa anantare soḷasa pe sahajāte  ekūnavīsa aññamaññe nava nissaye tevīsa upanissaye aṭṭhārasa purejāte soḷasa 	A causally-unrelated and causally-unrelated object is a condition, by way of object condition, for a causally-unrelated and causally-unrelated object. (The rest are abbreviated.)
['PA_patthana_13.4:12.1_2']	pacchājāte pannarasa, āsevane pañca, kamme pannarasa, vipāke dasa, āhāre vīsa, indriye	pacchājāte pannarasa āsevane pañca kamme pannarasa vipāke dasa āhāre vīsa indriye 	As a cause there are thirteen. As an object there are fifteen. As a predominance there are eleven. As an immediately preceding there are sixteen. As a decisive support there are sixteen. As a support there are sixteen. As a non-support there are sixteen. As a possession there are sixteen. As a non-possession there are sixteen. As a faculty there are sixteen. As a result there are sixteen. As a nutriment there are twenty. As a condition there are twenty. As a pre-nascence there are sixteen. As a post-nascence there are fifteen. As a repetition there are five. As a kamma there are fifteen. As a result of kamma there are ten. As a nutriment there are twenty. As a faculty there are twenty.
['PA_patthana_13.4:12.1_3']	jhāne magge terasa, sampayutte nava, vippayutte soḷasa …pe… avigate chattiṁsa. (Pañhāvārampi vitthāretabbaṁ.)	jhāne magge terasa sampayutte nava vippayutte soḷasa pe avigate chattisa pañhā vārampi vitthāretabba 	in jhāna, in the path, in the thirteen, in association, in the nine, in dissociation, in the sixteen … in the unincluded, in the thirty-six. (The mode of reply should be expanded as in the case of the faculties.)
