segmentnr	original	analyzed	translated
['PA_atk-s05_01a:0']	Namo tassa bhagavato arahato sammāsambuddhassa	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 	Homage to that Blessed One, perfected one, fully enlightened one
['PA_atk-s05_01a:1', 'PA_atk-s05_01a:2']	Khuddakanikāye🔽Khuddakapāṭha-aṭṭhakathā	khuddaka nikāye  khuddaka pāṭha aṭṭhakathā 	In the Khuddakanikāya🔽The Khuddakapāṭha Commentary
['PA_atk-s05_01a:3']	Ganthārambhakathā	gantha ārambha kathā 	The Introduction
['PA_atk-s05_01a:4']	Buddhaṃ saraṇaṃ gacchāmi;	buddham saraṇam gacchāmi 	I go for refuge to the Buddha;
['PA_atk-s05_01a:5']	Dhammaṃ saraṇaṃ gacchāmi;	dhammam saraṇam gacchāmi 	I go for refuge to the Dhamma;
['PA_atk-s05_01a:6']	Saṅghaṃ saraṇaṃ gacchāmīti.	saṅgham saraṇam gacchāmi iti 	I go for refuge to the Saṅgha.
['PA_atk-s05_01a:7']	Ayaṃ saraṇagamananiddeso khuddakānaṃ ādi.	ayam saraṇa gamana niddeso khuddakānam ādi 	This is the description of going for refuge, the beginning of the Khuddaka.
['PA_atk-s05_01a:8']	Imassa dāni atthaṃ paramatthajotikāya khuddakaṭṭhakathāya vivarituṃ vibhajituṃ uttānīkātuṃ idaṃ vuccati –	imassa dāni attham paramattha jotikāya khuddaka ṭṭhakathāya vivaritum vibhajitum uttānīkātum idam vuccati 	Now, in order to open up, to analyse, to make plain the meaning of this, which is deep, the following is said:
['PA_atk-s05_01a:9']	Uttamaṃ vandaneyyānaṃ, vanditvā ratanattayaṃ;	uttamam vandaneyyānam vanditvā 	Having paid homage to the Triple Gem, the highest object of worship,
['PA_atk-s05_01a:10']	Khuddakānaṃ karissāmi, kesañci atthavaṇṇanaṃ.	khuddakānam karissāmi kesañci attha vaṇṇanam 	I shall give a commentary on some of the Khuddaka.
['PA_atk-s05_01a:11', 'PA_atk-s05_01a:12']	Khuddakānaṃ gambhīrattā, kiñcāpi atidukkarā;🔽Vaṇṇanā mādisenesā, abodhantena sāsanaṃ.	khuddakānam gambhīra ttā kiñca api ati dukkarā  vaṇṇanā a bodhantena sāsanam 	Though it is extremely difficult to comment on the Khuddaka because of its profundity,🔽I shall do so, not out of conceit, but in order to keep the Dispensation going.
['PA_atk-s05_01a:13']	Ajjāpi tu abbocchinno, pubbācariyanicchayo;	ajjā api tu abba ucchinnaḥ pubba ācariya nicchayo 	Even today the opinion of the ancient teachers is not interrupted;
['PA_atk-s05_01a:14']	Tatheva ca ṭhitaṃ yasmā, navaṅgaṃ satthusāsanaṃ.	tathā iva ca ṭhitam yasmai navaṅgam satthu sāsanam 	And since the Dispensation of the Master, with its nine divisions, is still extant,
['PA_atk-s05_01a:15']	Tasmāhaṃ kātumicchāmi, atthasaṃvaṇṇanaṃ imaṃ;	tasmā aham kātum icchāmi attha saṃvaṇṇanam imaṃ 	I too, therefore, wish to compose this commentary
['PA_atk-s05_01a:16']	Sāsanañceva nissāya, porāṇañca vinicchayaṃ.	sāsanam ca iva nissāya porāṇam ca vinicchayam 	Relying on the Dispensation and on the ancient decisions.
['PA_atk-s05_01a:17']	Saddhammabahumānena, nāttukkaṃsanakamyatā;	saddhamma bahu mānena na attukkaṃsana kamya tā 	Out of respect for the True Idea, not out of desire to advertise oneself,
['PA_atk-s05_01a:18']	Nāññesaṃ vambhanatthāya, taṃ suṇātha samāhitāti.	na aññesam vambhana tthāya tam suṇātha samāhitā ati 	Not for the purpose of disparaging others, listen to it with attention.
['PA_atk-s05_01a:19', 'PA_atk-s05_01a:20_0']	Khuddakavavatthānaṃ🔽Tattha “khuddakānaṃ karissāmi, kesañci atthavaṇṇana”nti vuttattā khuddakāni tāva	khuddaka vavatthānam  tattha khuddakānam karissāmi kesañci attha vaṇṇanan ti vutta ttā khuddakāni tāva 	The Minor Collection
['PA_atk-s05_01a:20_1']	vavatthapetvā pacchā atthavaṇṇanaṃ karissāmi. Khuddakāni nāma khuddakanikāyassa ekadeso,	vavatthapetvā pacchā attha vaṇṇanam karissāmi khuddakāni nāma khuddaka nikāyassa eka deso 	Herein, since it was said above ‘ I shall give the commentary on some of the Minor Collection ’ , I shall therefore first define the Minor Collection and then give the commentary. The Minor Collection is a part of the Minor Collection,
['PA_atk-s05_01a:20_2']	khuddakanikāyo nāma pañcannaṃ nikāyānaṃ ekadeso. Pañca nikāyā nāma –	khuddakanikāyaḥ nāma pañcannam nikāyānam eka deso pañca nikāyāḥ nāma 	and the Minor Collection is a part of the five Collections. The five Collections are
['PA_atk-s05_01a:21']	Dīghamajjhimasaṃyutta, aṅguttarikakhuddakā;	         	The Long, Middle-Length, and the Connected, The Numerical, and the Minor,
['PA_atk-s05_01a:22', 'PA_atk-s05_01a:23_0', 'PA_atk-s05_01a:23_1']	Nikāyā pañca gambhīrā, dhammato atthato cime.🔽Tattha brahmajālasuttādīni catuttiṃsa suttāni dīghanikāyo. Mūlapariyāyasuttādīni🔽diyaḍḍhasataṃ dve ca suttāni majjhimanikāyo. Oghataraṇasuttādīni satta suttasahassāni	nikāyā pañca gambhīrā dhammataḥ atthataḥ cime  tattha brahmajāla sutta ādīni catuttiṃsa suttāni dīgha nikāyaḥ mūla pariyāya sutta ādīni  diyaḍḍha satam dve ca suttāni majjhima nikāyaḥ oghataraṇa sutta ādīni satta sutta sahassāni 	These five Collections are deep, in terms of the True Idea and in terms of the meaning.
['PA_atk-s05_01a:23_2']	satta ca suttasatāni dvāsaṭṭhi ca suttāni saṃyuttanikāyo. Cittapariyādānasuttādīni	satta ca sutta satāni ca suttāni saṃyutta nikāyaḥ citta pariyādāna sutta ādīni 	Herein, the forty-three Suttas beginning with the Brahmajala Sutta are the Long Collection. The one hundred and fifty-two Suttas beginning with the Mūlapariyāya Sutta are the Middle-Length Collection. The seven thousand and seven hundred and sixty-two Suttas beginning with the Oghataraṇa Sutta are the Connected Collection. The Cittapariyadana Sutta and the rest are the Numerical Collection.
['PA_atk-s05_01a:23_3']	nava suttasahassāni pañca ca suttasatāni sattapaññāsañca suttāni aṅguttaranikāyo.	nava sutta sahassāni pañca ca sutta satāni sattapaññāsañca suttāni aṅguttara nikāyaḥ 	The Numerical Collection is nine thousand five hundred and seventy-seven suttas.
['PA_atk-s05_01a:23_4']	Khuddakapāṭho, dhammapadaṃ, udānaṃ, itivuttakaṃ, suttanipāto, vimānavatthu, petavatthu,	khuddaka pāṭhaḥ dhamma padam udānam itivuttakam sutta nipātaḥ vimāna vatthu peta vatthu 	The Khuddaka-Patha, the Dhammapada, the Udana, the Itivuttaka, the Sutta-Nipata, the Vimāna-Vatthu, the Peta-Vatthu,
