segmentnr	original	analyzed	folio	translated
['PA_dhp_:1.0.1']	Khuddakanikāya	khuddaka nikāya 	1	Khuddaka Nikāya
['PA_dhp_:1.0.2']	Dhammapada	dhammapada 	1	Dhammapada
['PA_dhp_:1.0.3']	Yamakavagga	yamaka vagga 	1	The Yamaka Vagga
['PA_dhp_:1.0.4', 'PA_dhp_:1.1']	Cakkhupālattheravatthu🔽Manopubbaṅgamā dhammā,	cakkhupāla thera vatthu  manaḥ pubbaṅgamāḥ dhammāḥ 	1	The Story of the Elder Cakkhupāla🔽Mind precedes thoughts,
['PA_dhp_:1.2']	manoseṭṭhā manomayā;	manaḥ seṭṭhā manaḥ mayā 	1	mind is their chief, and they are all mind-wrought.
['PA_dhp_:1.3']	Manasā ce paduṭṭhena,	manasā ced paduṭṭhena 	1	If with a corrupted mind
['PA_dhp_:1.4', 'PA_dhp_:1.5']	bhāsati vā karoti vā;🔽Tato naṁ dukkhamanveti,	bhāsati vā karoti vā  tatas nam dukkham anveti 	1	a person speaks or acts,🔽through that corrupted mind
['PA_dhp_:1.6']	cakkaṁva vahato padaṁ.	cakkava vahato pada 	1	grief follows him like a wheel the foot of the ox.
['PA_dhp_:2.0', 'PA_dhp_:2.1']	Maṭṭhakuṇḍalīvatthu🔽Manopubbaṅgamā dhammā,	maṭṭha kuṇḍalī vatthu  manaḥ pubbaṅgamāḥ dhammāḥ 	2	The Story of Mattakaṇṭaka🔽Mind precedes thoughts,
['PA_dhp_:2.2']	manoseṭṭhā manomayā;	manaḥ seṭṭhā manaḥ mayā 	2	mind is their chief, and they are all mind-wrought.
['PA_dhp_:2.3']	Manasā ce pasannena,	manasā ce pasannena 	2	If with a serene mind
['PA_dhp_:2.4', 'PA_dhp_:2.5']	bhāsati vā karoti vā;🔽Tato naṁ sukhamanveti,	bhāsati vā karoti vā  tatas nam sukham anveti 	2	a person speaks or acts,🔽through that serene mind
['PA_dhp_:2.6']	chāyāva anapāyinī.	chāyā ava anapāyinī 	2	happiness follows him like a shadow that never departs.
['PA_dhp_:3.0']	Tissattheravatthu	tissattheravatthu 	3	The Story of the Elder Tissa
['PA_dhp_:3.1']	Akkocchi maṁ avadhi maṁ,	akkocchi maṃ avadhi ma 	3	He reviles me, he strikes me,
['PA_dhp_:3.2']	ajini maṁ ahāsi me;	ajini mam ahā asi me 	3	he overcomes me, he robs me.
['PA_dhp_:3.3']	Ye ca taṁ upanayhanti,	ye ca tam upanayhanti 	3	Those who side with him
['PA_dhp_:3.4']	veraṁ tesaṁ na sammati.	veram tesam na sammati 	3	do not settle the dispute.
['PA_dhp_:4.1']	Akkocchi maṁ avadhi maṁ,	akkocchi maṃ avadhi ma 	4	He reviles me, he strikes me,
['PA_dhp_:4.2']	ajini maṁ ahāsi me;	ajini mam ahā asi me 	4	he overcomes me, he robs me.
['PA_dhp_:4.3']	Ye ca taṁ nupanayhanti,	ye ca tam na upanayhanti 	4	Those who do not side with him
['PA_dhp_:4.4']	veraṁ tesūpasammati.	veram 	4	settle the dispute.
['PA_dhp_:5.0']	Kāḷayakkhinīvatthu	kāḷa yakkhinī vatthu 	5	The Story of the Black Female Spirit
