segmentnr	original	analyzed	folio	translated
['PA_dn_7:0.1']	Dīgha Nikāya 7	dīgha nikāya 	0	The Long Discourses of the Buddha 7🔽
['PA_dn_7:0.2']	Jāliyasutta	jāliya sutta 	0	Long Discourses with Jāliya
['PA_dn_7:1.1']	Evaṁ me sutaṁ—	evam me suta 	1	Thus have I heard.
['PA_dn_7:1.2']	ekaṁ samayaṁ bhagavā kosambiyaṁ viharati ghositārāme.	ekam samayam bhagavā kosambiyam viharati ghosita ārāme 	1	On one occasion the Blessed One was dwelling at Kosambī in Ghosita’s Park.
['PA_dn_7:1.3']	Tena kho pana samayena dve pabbajitā—	tena kho pana samayena dve pabbajitā 	1	Now on that occasion two wanderers,
['PA_dn_7:1.4']	muṇḍiyo ca paribbājako jāliyo ca dārupattikantevāsī yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavatā saddhiṁ sammodiṁsu.	muṇḍiyaḥ ca paribbājakaḥ jāliyaḥ ca dārupattika antevāsī yena bhagavā tena upasaṅkamisu upasaṅkamitvā bhagavatā saddhim sammodisu 	1	Muṇḍiya and Jāliya, went to the Blessed One and exchanged greetings with him.
['PA_dn_7:1.5']	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ aṭṭhaṁsu. Ekamantaṁ ṭhitā kho te dve pabbajitā bhagavantaṁ etadavocuṁ:	sammodanīyam katham sāraṇīyam vītisāretvā ekamantam aṭṭhasu ekamantam ṭhitā kho te dve pabbajitāḥ bhagavantam etat avocuḥ 	1	When they had concluded their greetings and cordial talk, they stood to one side and said to him:
['PA_dn_7:1.6']	“kiṁ nu kho, āvuso gotama, taṁ jīvaṁ taṁ sarīraṁ, udāhu aññaṁ jīvaṁ aññaṁ sarīran”ti?	kim nu kho āvuso gotama tam jīvam tam sarīre udāhu aññam jīvam aññam sarīran ti 	1	“What does Master Gotama say about this: Is the soul the same as the body, or is the soul one thing and the body another?”
['PA_dn_7:1.7']	“Tena hāvuso, suṇātha sādhukaṁ manasi karotha, bhāsissāmī”ti.	tena ha āvuso suṇātha sādhukam manasi karotha bhāsissāmi iti 	1	“In that case, friends, listen and attend closely to what I shall say.”
['PA_dn_7:1.8']	“Evamāvuso”ti kho te dve pabbajitā bhagavato paccassosuṁ.	evam āvuso ti kho te dve pabbajitāḥ bhagavato 	1	“Yes, friend,” the two wanderers replied.
['PA_dn_7:1.9']	Bhagavā etadavoca:	bhagavān etat avoca 	1	The Blessed One said this:
['PA_dn_7:2.1']	“idhāvuso, tathāgato loke uppajjati arahaṁ, sammāsambuddho …pe…	idha āvuso tathāgataḥ loke uppajjati araha sammāsambuddhaḥ pe 	2	“Here, friends, a Tathagata appears in the world, accomplished, fully enlightened …🔽…
['PA_dn_7:2.2']	Evaṁ kho, āvuso, bhikkhu sīlasampanno hoti.	evam kho āvuso bhikkhu sīla sampannaḥ hoti 	2	That is how a bhikkhu is perfected in morality.
['PA_dn_7:2.3']	…pe…	pe 	2	…🔽…
['PA_dn_7:2.4']	Paṭhamaṁ jhānaṁ upasampajja viharati.	paṭhamam jhānam upasampajja viharati 	2	he enters and dwells in the first jhana.
['PA_dn_7:2.5']	Yo kho, āvuso, bhikkhu evaṁ jānāti evaṁ passati, kallaṁ nu kho tassetaṁ vacanāya:	yaḥ kho āvuso bhikkhu evam jānāti evam passati kallam nu kho tassa etam vacanāya 	2	If a bhikkhu knows and sees thus, would it be proper for him to say:
['PA_dn_7:2.6']	‘taṁ jīvaṁ taṁ sarīran’ti vā ‘aññaṁ jīvaṁ aññaṁ sarīran’ti vāti.	tam jīvam tam sarīran ti vā aññam jīvam aññam sarīran ti vā ati 	2	‘The soul is the same as the body’ or ‘The soul is different from the body’?”
['PA_dn_7:2.7']	Yo so, āvuso, bhikkhu evaṁ jānāti evaṁ passati, kallaṁ tassetaṁ vacanāya:	yaḥ saḥ āvuso bhikkhu evam jānāti evam passati kallam tassa itam vacanāya 	2	“If a bhikkhu knows and sees thus, it would be proper for him to say:
['PA_dn_7:2.8']	‘taṁ jīvaṁ taṁ sarīran’ti vā ‘aññaṁ jīvaṁ aññaṁ sarīran’ti vāti.	tam jīvam tam sarīran ti vā aññam jīvam aññam sarīran ti vā ati 	2	‘The soul is the same as the body’ or ‘The soul is different from the body.’
['PA_dn_7:2.9']	Ahaṁ kho panetaṁ, āvuso, evaṁ jānāmi evaṁ passāmi.	aham kho pana itas āvuso evam jānāmi evam passāmi 	2	But, friends, I know and see thus,
['PA_dn_7:2.10']	Atha ca panāhaṁ na vadāmi:	atha ca pana aham na vadāmi 	2	and yet I do not say:🔽‘The soul is the same as the body’ or ‘The soul is different from the body.’
