segmentnr	original	folio	analyzed
PA_kd_1:0.1	Theravāda Vinayapiṭaka	0	
PA_kd_1:0.2	Mahāvagga	0	
PA_kd_1:0.3	1. Mahākhandhaka	0	
PA_kd_1:1.0.1	1. Bodhikathā	1	
PA_kd_1:1.0.2	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	1	
PA_kd_1:1.1.1	Tena samayena buddho bhagavā uruvelāyaṁ viharati najjā nerañjarāya tīre bodhirukkhamūle paṭhamābhisambuddho.	1	
PA_kd_1:1.1.2	Atha kho bhagavā bodhirukkhamūle sattāhaṁ ekapallaṅkena nisīdi vimuttisukhapaṭisaṁvedī.	1	
PA_kd_1:1.2.1	Atha kho bhagavā rattiyā paṭhamaṁ yāmaṁ paṭiccasamuppādaṁ anulomapaṭilomaṁ manasākāsi—	1	
PA_kd_1:1.2.2_0	“Avijjāpaccayā saṅkhārā, saṅkhārapaccayā viññāṇaṁ, viññāṇapaccayā nāmarūpaṁ, nāmarūpapaccayā	1	
PA_kd_1:1.2.2_1	saḷāyatanaṁ, saḷāyatanapaccayā phasso, phassapaccayā vedanā, vedanāpaccayā taṇhā,	1	
PA_kd_1:1.2.2_2	taṇhāpaccayā upādānaṁ, upādānapaccayā bhavo, bhavapaccayā jāti, jātipaccayā jarāmaraṇaṁ	1	
PA_kd_1:1.2.2_3	sokaparidevadukkhadomanassupāyāsā sambhavanti.	1	
PA_kd_1:1.2.3	Evametassa kevalassa dukkhakkhandhassa samudayo hoti.	1	
PA_kd_1:1.2.4_0	Avijjāya tveva asesavirāganirodhā saṅkhāranirodho, saṅkhāranirodhā viññāṇanirodho,	1	
PA_kd_1:1.2.4_1	viññāṇanirodhā nāmarūpanirodho, nāmarūpanirodhā saḷāyatananirodho, saḷāyatananirodhā	1	
PA_kd_1:1.2.4_2	phassanirodho, phassanirodhā vedanānirodho, vedanānirodhā taṇhānirodho, taṇhānirodhā	1	
PA_kd_1:1.2.4_3	upādānanirodho, upādānanirodhā bhavanirodho, bhavanirodhā jātinirodho, jātinirodhā	1	
