segmentnr	original	folio	analyzed
PA_sn_28:1.0.1	Saṁyutta Nikāya 28.1	1	
PA_sn_28:1.0.2	1. Sāriputtavagga	1	
PA_sn_28:1.0.3	Vivekajasutta	1	
PA_sn_28:1.1.1	Ekaṁ samayaṁ āyasmā sāriputto sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_sn_28:1.1.2	Atha kho āyasmā sāriputto pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya sāvatthiṁ piṇḍāya pāvisi.	1	
PA_sn_28:1.1.3	Sāvatthiyaṁ piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena andhavanaṁ tenupasaṅkami divāvihārāya.	1	
PA_sn_28:1.1.4	Andhavanaṁ ajjhogāhetvā aññatarasmiṁ rukkhamūle divāvihāraṁ nisīdi.	1	
PA_sn_28:1.2.1	Atha kho āyasmā sāriputto sāyanhasamayaṁ paṭisallānā vuṭṭhito yena jetavanaṁ anāthapiṇḍikassa ārāmo tenupasaṅkami.	1	
PA_sn_28:1.2.2	Addasā kho āyasmā ānando āyasmantaṁ sāriputtaṁ dūratova āgacchantaṁ.	1	
PA_sn_28:1.2.3	Disvāna āyasmantaṁ sāriputtaṁ etadavoca:	1	
PA_sn_28:1.2.4	“vippasannāni kho te, āvuso sāriputta, indriyāni; parisuddho mukhavaṇṇo pariyodāto.	1	
PA_sn_28:1.2.5	Katamenāyasmā sāriputto ajja vihārena vihāsī”ti?	1	
PA_sn_28:1.3.1	“Idhāhaṁ, āvuso, vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharāmi.	1	
PA_sn_28:1.3.2	Tassa mayhaṁ, āvuso, na evaṁ hoti:	1	
PA_sn_28:1.3.3	‘ahaṁ paṭhamaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ paṭhamaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ paṭhamā jhānā vuṭṭhito’ti vā”ti.	1	
PA_sn_28:1.3.4	Tathā hi panāyasmato sāriputtassa dīgharattaṁ ahaṅkāramamaṅkāramānānusayā susamūhatā.	1	
PA_sn_28:1.3.5	Tasmā āyasmato sāriputtassa na evaṁ hoti:	1	
PA_sn_28:1.3.6	“‘ahaṁ paṭhamaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ paṭhamaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ paṭhamā jhānā vuṭṭhito’ti vā”ti.	1	
PA_sn_28:1.3.7	Paṭhamaṁ.	1	
PA_sn_28:2.0.1	Saṁyutta Nikāya 28.2	2	
PA_sn_28:2.0.2	1. Sāriputtavagga	2	
PA_sn_28:2.0.3	Avitakkasutta	2	
PA_sn_28:2.1.1	Sāvatthinidānaṁ.	2	
PA_sn_28:2.1.2	Addasā kho āyasmā ānando …pe… āyasmantaṁ sāriputtaṁ etadavoca:	2	
PA_sn_28:2.1.3	“vippasannāni kho te, āvuso sāriputta, indriyāni; parisuddho mukhavaṇṇo pariyodāto.	2	
PA_sn_28:2.1.4	Katamenāyasmā sāriputto ajja vihārena vihāsī”ti?	2	
PA_sn_28:2.2.1	“Idhāhaṁ, āvuso, vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja viharāmi.	2	
PA_sn_28:2.2.2	Tassa mayhaṁ, āvuso, na evaṁ hoti:	2	
