segmentnr	original	analyzed
PA_pli-tv-bu-vb_ss10:0.1	Theravāda Vinaya	▁ther a vād a ▁vinay a
PA_pli-tv-bu-vb_ss10:0.2	Mahāvibhaṅga	▁mahā vibhaṃg a
PA_pli-tv-bu-vb_ss10:0.3	Saṅghādisesakaṇḍa	▁saṃghādises akaṇḍ a
PA_pli-tv-bu-vb_ss10:0.4	10. Saṅghabhedasikkhāpada	▁saṃgh abhed asikkhāpad a
PA_pli-tv-bu-vb_ss10:1.1.1	Tena samayena buddho bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	▁tena ▁samayena ▁buddho ▁bhagavā ▁rājagah e ▁viharati ▁veḷu vane ▁ka la nd aka ni vā pe
PA_pli-tv-bu-vb_ss10:1.1.2_0	Atha kho devadatto yena kokāliko kaṭamodakatissako khaṇḍadeviyā putto samuddadatto	▁atha ▁kho ▁devadatt o ▁yena ▁ko kālik o ▁ kaṭ am odak ati ssa ko ▁ khaṇḍ a dev iyā ▁putt o ▁ samudd a datt o
PA_pli-tv-bu-vb_ss10:1.1.2_1	tenupasaṅkami; upasaṅkamitvā kokālikaṁ kaṭamodakatissakaṁ khaṇḍadeviyā puttaṁ samuddadattaṁ etadavoca—	▁tenupasaṃkami ▁upasaṃkamitvā ▁ko kālik aṃ ▁ kaṭ am odak ati ssa kaṃ ▁ khaṇḍ a dev iyā ▁putt aṃ ▁ samudd a datt aṃ ▁etadavoca
PA_pli-tv-bu-vb_ss10:1.1.3	“etha mayaṁ, āvuso, samaṇassa gotamassa saṅghabhedaṁ karissāma cakkabhedan”ti.	▁ etha ▁mayaṃ ▁āvuso ▁samaṇ assa ▁gotama ssa ▁saṃgh abhed aṃ ▁kar issāma ▁ cakk abhed anti
PA_pli-tv-bu-vb_ss10:1.1.4	Evaṁ vutte, kokāliko devadattaṁ etadavoca—	▁evaṃ ▁vutte ▁ko kālik o ▁devadatt aṃ ▁etadavoca
PA_pli-tv-bu-vb_ss10:1.1.5	“samaṇo kho, āvuso, gotamo mahiddhiko mahānubhāvo.	▁samaṇ o ▁kho ▁āvuso ▁gotamo ▁ mahiddhik o ▁mahānubhāv o
PA_pli-tv-bu-vb_ss10:1.1.6	Kathaṁ mayaṁ samaṇassa gotamassa saṅghabhedaṁ karissāma cakkabhedan”ti?	▁kathaṃ ▁mayaṃ ▁samaṇ assa ▁gotama ssa ▁saṃgh abhed aṃ ▁kar issāma ▁ cakk abhed anti
PA_pli-tv-bu-vb_ss10:1.1.7	“Etha mayaṁ, āvuso, samaṇaṁ gotamaṁ upasaṅkamitvā pañca vatthūni yācissāma—	▁ etha ▁mayaṃ ▁āvuso ▁samaṇ aṃ ▁gotama ṃ ▁upasaṃkamitvā ▁pañca ▁ vatthūni ▁yāc issāma
PA_pli-tv-bu-vb_ss10:1.1.8	‘bhagavā, bhante, anekapariyāyena appicchassa santuṭṭhassa sallekhassa dhutassa pāsādikassa apacayassa vīriyārambhassa vaṇṇavādī.	▁bhagavā ▁bhante ▁aneka pariyāy ena ▁appicch assa ▁ santuṭṭh assa ▁ sal lekh assa ▁d hut assa ▁pāsādik assa ▁apa ca y assa ▁vīriy ārambh assa ▁vaṇṇ avādī
PA_pli-tv-bu-vb_ss10:1.1.9	Imāni, bhante, pañca vatthūni anekapariyāyena appicchatāya santuṭṭhiyā sallekhāya dhutatāya pāsādikatāya apacayāya vīriyārambhāya saṁvattanti.	▁imāni ▁bhante ▁pañca ▁ vatthūni ▁aneka pariyāy ena ▁appicch atāya ▁ santuṭṭh iyā ▁ sal lekh āya ▁d hut atāya ▁pāsādik atāya ▁apa ca y āya ▁vīriy ārambh āya ▁saṃvatt anti
PA_pli-tv-bu-vb_ss10:1.1.10	Sādhu, bhante, bhikkhū	▁sādhu ▁bhante ▁bhikkhū
PA_pli-tv-bu-vb_ss10:1.1.11	yāvajīvaṁ āraññikā assu;	▁yāvajīvaṃ ▁ār a ññ ikā ▁a ssu
PA_pli-tv-bu-vb_ss10:1.1.12	yo gāmantaṁ osareyya, vajjaṁ naṁ phuseyya.	▁yo ▁gām antaṃ ▁ o sar eyya ▁vajj aṃ ▁naṃ ▁phus eyya
PA_pli-tv-bu-vb_ss10:1.1.13	Yāvajīvaṁ piṇḍapātikā assu;	▁yāvajīvaṃ ▁piṇḍapāt ikā ▁a ssu
PA_pli-tv-bu-vb_ss10:1.1.14	yo nimantanaṁ sādiyeyya, vajjaṁ naṁ phuseyya.	▁yo ▁nimant anaṃ ▁sādiy eyya ▁vajj aṃ ▁naṃ ▁phus eyya
PA_pli-tv-bu-vb_ss10:1.1.15	Yāvajīvaṁ paṁsukūlikā assu;	▁yāvajīvaṃ ▁paṃsukūl ikā ▁a ssu
