segmentnr	original	folio	analyzed
PA_mn_102:0.1	Majjhima Nikāya 102	0	
PA_mn_102:0.2	Pañcattayasutta	0	
PA_mn_102:1.1	Evaṁ me sutaṁ—	1	
PA_mn_102:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_102:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_102:1.4	“bhikkhavo”ti.	1	
PA_mn_102:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_102:1.6	Bhagavā etadavoca:	1	
PA_mn_102:2.1	“santi, bhikkhave, eke samaṇabrāhmaṇā aparantakappikā aparantānudiṭṭhino aparantaṁ ārabbha anekavihitāni adhivuttipadāni abhivadanti.	2	
PA_mn_102:2.2	‘Saññī attā hoti arogo paraṁ maraṇā’ti—	2	
PA_mn_102:2.3	ittheke abhivadanti;	2	
PA_mn_102:2.4	‘asaññī attā hoti arogo paraṁ maraṇā’ti—	2	
PA_mn_102:2.5	ittheke abhivadanti;	2	
PA_mn_102:2.6	‘nevasaññīnāsaññī attā hoti arogo paraṁ maraṇā’ti—	2	
PA_mn_102:2.7	ittheke abhivadanti;	2	
PA_mn_102:2.8	sato vā pana sattassa ucchedaṁ vināsaṁ vibhavaṁ paññapenti, diṭṭhadhammanibbānaṁ vā paneke abhivadanti.	2	
PA_mn_102:2.9	Iti santaṁ vā attānaṁ paññapenti arogaṁ paraṁ maraṇā, sato vā pana sattassa ucchedaṁ vināsaṁ vibhavaṁ paññapenti, diṭṭhadhammanibbānaṁ vā paneke abhivadanti.	2	
PA_mn_102:2.10	Iti imāni pañca hutvā tīṇi honti, tīṇi hutvā pañca honti—	2	
PA_mn_102:2.11	ayamuddeso pañcattayassa.	2	
PA_mn_102:3.1_0	Tatra, bhikkhave, ye te samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā,	3	
PA_mn_102:3.1_1	rūpiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā,	3	
PA_mn_102:3.1_2	arūpiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā,	3	
PA_mn_102:3.1_3	rūpiñca arūpiñca vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ	3	
PA_mn_102:3.1_4	maraṇā, nevarūpiṁ nārūpiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ	3	
PA_mn_102:3.1_5	paraṁ maraṇā, ekattasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	3	
PA_mn_102:3.1_6	arogaṁ paraṁ maraṇā, nānattasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	3	
PA_mn_102:3.1_7	arogaṁ paraṁ maraṇā, parittasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	3	
PA_mn_102:3.1_8	arogaṁ paraṁ maraṇā, appamāṇasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	3	
PA_mn_102:3.1_9	arogaṁ paraṁ maraṇā, etaṁ vā panekesaṁ upātivattataṁ viññāṇakasiṇameke abhivadanti appamāṇaṁ āneñjaṁ.	3	
PA_mn_102:4.1	Tayidaṁ, bhikkhave, tathāgato abhijānāti.	4	
PA_mn_102:4.2_0	Ye kho te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiṁ	4	
PA_mn_102:4.2_1	vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, arūpiṁ	4	
PA_mn_102:4.2_2	vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiñca	4	
PA_mn_102:4.2_3	arūpiñca vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā,	4	
PA_mn_102:4.2_4	nevarūpiṁ nārūpiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ	4	
PA_mn_102:4.2_5	maraṇā, ekattasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ	4	
PA_mn_102:4.2_6	paraṁ maraṇā, nānattasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	4	
PA_mn_102:4.2_7	arogaṁ paraṁ maraṇā, parittasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	4	
PA_mn_102:4.2_8	arogaṁ paraṁ maraṇā, appamāṇasaññiṁ vā te bhonto samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti	4	
PA_mn_102:4.2_9	arogaṁ paraṁ maraṇā, yā vā panetāsaṁ saññānaṁ parisuddhā paramā aggā anuttariyā akkhāyati—	4	
