segmentnr	original	folio	analyzed
PA_mil_8:0.1	Milindapañha	0	
PA_mil_8:0.2	Nigamana	0	
PA_mil_8:1.1_0	Iti chasu kaṇḍesu bāvīsativaggapatimaṇḍitesu dvāsaṭṭhiadhikā dvesatā imasmiṁ potthake	1	
PA_mil_8:1.1_1	āgatā milindapañhā samattā, anāgatā ca pana dvācattālīsā honti, āgatā ca anāgatā	1	
PA_mil_8:1.1_2	ca sabbā samodhānetvā catūhi adhikā tisatapañhā honti, sabbāva milindapañhāti saṅkhaṁ gacchanti.	1	
PA_mil_8:2.1_0	Rañño ca therassa ca pucchāvisajjanāvasāne caturāsītisatasahassayojanabahalā udakapariyantaṁ	2	
PA_mil_8:2.1_1	katvā ayaṁ mahāpathavī chadhā kampittha, vijjullatā nicchariṁsu, devatā dibbapupphavassaṁ	2	
PA_mil_8:2.1_2	pavassiṁsu, mahābrahmā sādhukāramadāsi, mahāsamuddakucchiyaṁ meghatthanitanigghoso	2	
PA_mil_8:2.1_3	viya mahāghoso ahosi, iti so milindo rājā ca orodhagaṇā ca sirasā añjaliṁ paṇāmetvā vandiṁsu.	2	
PA_mil_8:3.1_0	Milindo rājā ativiya pamuditahadayo sumathitamānahadayo buddhasāsane sāramatino ratanattaye	3	
PA_mil_8:3.1_1	sunikkaṅkho niggumbo nitthaddho hutvā therassa guṇesu pabbajjāsu paṭipadāiriyāpathesu	3	
PA_mil_8:3.1_2	ca ativiya pasanno vissattho nirālayo nihatamānatthambho uddhaṭadāṭho viya bhujagindo evamāha—	3	
PA_mil_8:3.2_0	“sādhu, bhante nāgasena, buddhavisayo pañho tayā visajjito, imasmiṁ buddhasāsane	3	
PA_mil_8:3.2_1	ṭhapetvā dhammasenāpatiṁ sāriputtattheraṁ añño tayā sadiso pañhavisajjane natthi,	3	
PA_mil_8:3.2_2	khamatha, bhante nāgasena, mama accayaṁ, upāsakaṁ maṁ, bhante nāgasena, dhāretha	3	
PA_mil_8:3.2_3	ajjatagge pāṇupetaṁ saraṇaṁ gatan”ti.	3	
PA_mil_8:4.1_0	Tadā rājā saha balakāyehi nāgasenattheraṁ payirupāsitvā milindaṁ nāma vihāraṁ kāretvā	4	
PA_mil_8:4.1_1	therassa niyyātetvā catūhi paccayehi nāgasenaṁ koṭisatehi bhikkhūhi saddhiṁ paricari,	4	
PA_mil_8:4.1_2	punapi therassa paññāya pasīditvā puttassa rajjaṁ niyyātetvā agārasmā anagāriyaṁ	4	
PA_mil_8:4.1_3	pabbajitvā vipassanaṁ vaḍḍhetvā arahattaṁ pāpuṇi, tena vuttaṁ—	4	
PA_mil_8:5.1	“Paññā pasatthā lokasmiṁ,	5	
PA_mil_8:5.2	katā saddhammaṭṭhitiyā;	5	
PA_mil_8:5.3	Paññāya vimatiṁ hantvā,	5	
PA_mil_8:5.4	santiṁ papponti paṇḍitā.	5	
PA_mil_8:6.1	Yasmiṁ khandhe ṭhitā paññā,	6	
PA_mil_8:6.2	sati tattha anūnakā;	6	
PA_mil_8:6.3	Pūjā visesassādhāro,	6	
PA_mil_8:6.4	aggo seṭṭho anuttaro;	6	
PA_mil_8:6.5	Tasmā hi paṇḍito poso,	6	
PA_mil_8:6.6	sampassaṁ hitamattano;	6	
PA_mil_8:6.7	Paññavantaṁbhipūjeyya,	6	
PA_mil_8:6.8	cetiyaṁ viya sādaro”ti.	6	
PA_mil_8:7.1	Laṅkāyaṁ doṇinagare,	7	
PA_mil_8:7.2	vasatā doṇināminā;	7	
PA_mil_8:7.3	Mahātherena lekhitvā,	7	
PA_mil_8:7.4	suṭṭhapitaṁ yathāsutaṁ;	7	
PA_mil_8:7.5	Milindarājapañho ca,	7	
PA_mil_8:7.6	nāgasenavisajjanaṁ;	7	
PA_mil_8:7.7	Milindo hi mahāpañño,	7	
PA_mil_8:7.8	nāgaseno supaṇḍito.	7	
PA_mil_8:8.1	Iminā puññakammena,	8	
PA_mil_8:8.2	Ito gacchāmi tussitaṁ;	8	
PA_mil_8:8.3	Metteyyaṁnāgate passe,	8	
PA_mil_8:8.4	Suṇeyyaṁ dhammamuttamanti.	8	
PA_mil_8:9.1	Milindapañho niṭṭhito.	9	
