segmentnr	original	folio	analyzed
PA_iti_68:0.1	Itivuttaka 68	0	
PA_iti_68:0.2	Tikanipāta	0	
PA_iti_68:0.3	Dutiyavagga	0	
PA_iti_68:0.4	Paṭhamarāgasutta	0	
PA_iti_68:1.1	Vuttañhetaṁ bhagavatā vuttamarahatāti me sutaṁ:	1	
PA_iti_68:2.1	“Yassa kassaci, bhikkhave, rāgo appahīno, doso appahīno, moho appahīno—	2	
PA_iti_68:2.2	ayaṁ vuccati, bhikkhave, ‘baddho mārassa paṭimukkassa mārapāso yathākāmakaraṇīyo pāpimato’.	2	
PA_iti_68:2.3	Yassa kassaci, bhikkhave, rāgo pahīno, doso pahīno, moho pahīno—	2	
PA_iti_68:2.4	ayaṁ vuccati, bhikkhave, ‘abaddho mārassa omukkassa mārapāso na yathākāmakaraṇīyo pāpimato’”ti.	2	
PA_iti_68:2.5	Etamatthaṁ bhagavā avoca.	2	
PA_iti_68:2.6	Tatthetaṁ iti vuccati:	2	
PA_iti_68:3.1	“Yassa rāgo ca doso ca,	3	
PA_iti_68:3.2	avijjā ca virājitā;	3	
PA_iti_68:3.3	Taṁ bhāvitattaññataraṁ,	3	
PA_iti_68:3.4	brahmabhūtaṁ tathāgataṁ;	3	
PA_iti_68:3.5	Buddhaṁ verabhayātītaṁ,	3	
PA_iti_68:3.6	āhu sabbappahāyinan”ti.	3	
PA_iti_68:4.1	Ayampi attho vutto bhagavatā, iti me sutanti.	4	
PA_iti_68:4.2	Navamaṁ.	4	
