segmentnr	original	folio	analyzed
PA_pv_45:0.1	Petavatthu	0	
PA_pv_45:0.2	Mahāvagga	0	
PA_pv_45:0.3	10. Gaṇapetavatthu	0	
PA_pv_45:1.1	“Naggā dubbaṇṇarūpāttha,	1	
PA_pv_45:1.2	kisā dhamanisanthatā;	1	
PA_pv_45:1.3	Upphāsulikā kisikā,	1	
PA_pv_45:1.4	ke nu tumhettha mārisā”ti.	1	
PA_pv_45:2.1	“Mayaṁ bhadante petāmhā,	2	
PA_pv_45:2.2	duggatā yamalokikā;	2	
PA_pv_45:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_45:2.4	petalokaṁ ito gatā”ti.	2	
PA_pv_45:3.1	“Kiṁ nu kāyena vācāya,	3	
PA_pv_45:3.2	manasā dukkaṭaṁ kataṁ;	3	
PA_pv_45:3.3	Kissa kammavipākena,	3	
PA_pv_45:3.4	petalokaṁ ito gatā”ti.	3	
PA_pv_45:4.1	“Anāvaṭesu titthesu,	4	
PA_pv_45:4.2	vicinimhaddhamāsakaṁ;	4	
PA_pv_45:4.3	Santesu deyyadhammesu,	4	
PA_pv_45:4.4	dīpaṁ nākamha attano.	4	
PA_pv_45:5.1	Nadiṁ upema tasitā,	5	
PA_pv_45:5.2	rittakā parivattati;	5	
PA_pv_45:5.3	Chāyaṁ upema uṇhesu,	5	
PA_pv_45:5.4	ātapo parivattati.	5	
PA_pv_45:6.1	Aggivaṇṇo ca no vāto,	6	
PA_pv_45:6.2	ḍahanto upavāyati;	6	
PA_pv_45:6.3	Etañca bhante arahāma,	6	
PA_pv_45:6.4	aññañca pāpakaṁ tato.	6	
PA_pv_45:7.1	Api yojanāni gacchāma,	7	
PA_pv_45:7.2	chātā āhāragedhino;	7	
PA_pv_45:7.3	Aladdhāva nivattāma,	7	
PA_pv_45:7.4	aho no appapuññatā.	7	
PA_pv_45:8.1	Chātā pamucchitā bhantā,	8	
PA_pv_45:8.2	bhūmiyaṁ paṭisumbhitā;	8	
PA_pv_45:8.3	Uttānā paṭikirāma,	8	
PA_pv_45:8.4	avakujjā patāmase.	8	
PA_pv_45:9.1	Te ca tattheva patitā,	9	
PA_pv_45:9.2	bhūmiyaṁ paṭisumbhitā;	9	
PA_pv_45:9.3	Uraṁ sīsañca ghaṭṭema,	9	
PA_pv_45:9.4	aho no appapuññatā.	9	
PA_pv_45:10.1	Etañca bhante arahāma,	10	
PA_pv_45:10.2	aññañca pāpakaṁ tato;	10	
PA_pv_45:10.3	Santesu deyyadhammesu,	10	
PA_pv_45:10.4	dīpaṁ nākamha attano.	10	
PA_pv_45:11.1	Te hi nūna ito gantvā,	11	
PA_pv_45:11.2	yoniṁ laddhāna mānusiṁ;	11	
PA_pv_45:11.3	Vadaññū sīlasampannā,	11	
PA_pv_45:11.4	kāhāma kusalaṁ bahun”ti.	11	
PA_pv_45:12.1	Gaṇapetavatthu dasamaṁ.	12	
