segmentnr	original	folio	analyzed
PA_mn_49:0.1	Majjhima Nikāya 49	0	
PA_mn_49:0.2	Brahmanimantanikasutta	0	
PA_mn_49:1.1	Evaṁ me sutaṁ—	1	
PA_mn_49:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_49:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_49:1.4	“bhikkhavo”ti.	1	
PA_mn_49:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_49:1.6	Bhagavā etadavoca:	1	
PA_mn_49:2.1	“Ekamidāhaṁ, bhikkhave, samayaṁ ukkaṭṭhāyaṁ viharāmi subhagavane sālarājamūle.	2	
PA_mn_49:2.2	Tena kho pana, bhikkhave, samayena bakassa brahmuno evarūpaṁ pāpakaṁ diṭṭhigataṁ uppannaṁ hoti:	2	
PA_mn_49:2.3_0	‘idaṁ niccaṁ, idaṁ dhuvaṁ, idaṁ sassataṁ, idaṁ kevalaṁ, idaṁ acavanadhammaṁ, idañhi	2	
PA_mn_49:2.3_1	na jāyati na jīyati na mīyati na cavati na upapajjati, ito ca panaññaṁ uttari nissaraṇaṁ natthī’ti.	2	
PA_mn_49:3.1	Atha khvāhaṁ, bhikkhave, bakassa brahmuno cetasā cetoparivitakkamaññāya—	3	
PA_mn_49:3.2	seyyathāpi nāma balavā puriso samiñjitaṁ vā bāhaṁ pasāreyya, pasāritaṁ vā bāhaṁ samiñjeyya; evameva—ukkaṭṭhāyaṁ subhagavane sālarājamūle antarahito tasmiṁ brahmaloke pāturahosiṁ.	3	
PA_mn_49:3.3	Addasā kho maṁ, bhikkhave, bako brahmā dūratova āgacchantaṁ;	3	
PA_mn_49:3.4	disvāna maṁ etadavoca:	3	
PA_mn_49:3.5	‘ehi kho, mārisa, svāgataṁ, mārisa.	3	
PA_mn_49:3.6	Cirassaṁ kho, mārisa, imaṁ pariyāyamakāsi yadidaṁ idhāgamanāya.	3	
PA_mn_49:3.7_0	Idañhi, mārisa, niccaṁ, idaṁ dhuvaṁ, idaṁ sassataṁ, idaṁ kevalaṁ, idaṁ acavanadhammaṁ,	3	
PA_mn_49:3.7_1	idañhi na jāyati na jīyati na mīyati na cavati na upapajjati. Ito ca panaññaṁ uttari	3	
PA_mn_49:3.7_2	nissaraṇaṁ natthī’ti.	3	
PA_mn_49:4.1	Evaṁ vutte, ahaṁ, bhikkhave, bakaṁ brahmānaṁ etadavocaṁ:	4	
PA_mn_49:4.2	‘avijjāgato vata bho bako brahmā, avijjāgato vata bho bako brahmā;	4	
PA_mn_49:4.3_0	yatra hi nāma aniccaṁyeva samānaṁ niccanti vakkhati, addhuvaṁyeva samānaṁ dhuvanti	4	
PA_mn_49:4.3_1	vakkhati, asassataṁyeva samānaṁ sassatanti vakkhati, akevalaṁyeva samānaṁ kevalanti	4	
PA_mn_49:4.3_2	vakkhati, cavanadhammaṁyeva samānaṁ acavanadhammanti vakkhati;	4	
PA_mn_49:4.4	yattha ca pana jāyati jīyati mīyati cavati upapajjati tañca vakkhati:	4	
PA_mn_49:4.5	“idañhi na jāyati na jīyati na mīyati na cavati na upapajjatī”ti;	4	
PA_mn_49:4.6	santañca panaññaṁ uttari nissaraṇaṁ “natthaññaṁ uttari nissaraṇan”ti vakkhatī’ti.	4	
PA_mn_49:5.1	Atha kho, bhikkhave, māro pāpimā aññataraṁ brahmapārisajjaṁ anvāvisitvā maṁ etadavoca:	5	
PA_mn_49:5.2_0	‘bhikkhu bhikkhu, metamāsado metamāsado, eso hi, bhikkhu, brahmā mahābrahmā abhibhū	5	
PA_mn_49:5.2_1	anabhibhūto aññadatthudaso vasavattī issaro kattā nimmātā seṭṭho sajitā vasī pitā bhūtabhabyānaṁ.	5	
PA_mn_49:5.3_0	Ahesuṁ kho ye, bhikkhu, tayā pubbe samaṇabrāhmaṇā lokasmiṁ pathavīgarahakā pathavījigucchakā,	5	
PA_mn_49:5.3_1	āpagarahakā āpajigucchakā, tejagarahakā tejajigucchakā, vāyagarahakā vāyajigucchakā,	5	
PA_mn_49:5.3_2	bhūtagarahakā bhūtajigucchakā, devagarahakā devajigucchakā, pajāpatigarahakā pajāpatijigucchakā,	5	
PA_mn_49:5.3_3	brahmagarahakā brahmajigucchakā—	5	
PA_mn_49:5.4	te kāyassa bhedā pāṇupacchedā hīne kāye patiṭṭhitā ahesuṁ.	5	
PA_mn_49:5.5_0	Ye pana, bhikkhu, tayā pubbe samaṇabrāhmaṇā lokasmiṁ pathavīpasaṁsakā pathavābhinandino,	5	
PA_mn_49:5.5_1	āpapasaṁsakā āpābhinandino, tejapasaṁsakā tejābhinandino, vāyapasaṁsakā vāyābhinandino,	5	
PA_mn_49:5.5_2	bhūtapasaṁsakā bhūtābhinandino, devapasaṁsakā devābhinandino, pajāpatipasaṁsakā pajāpatābhinandino,	5	
PA_mn_49:5.5_3	brahmapasaṁsakā brahmābhinandino—	5	
PA_mn_49:5.6	te kāyassa bhedā pāṇupacchedā paṇīte kāye patiṭṭhitā.	5	
PA_mn_49:5.7	Taṁ tāhaṁ, bhikkhu, evaṁ vadāmi:	5	
PA_mn_49:5.8	“iṅgha tvaṁ, mārisa, yadeva te brahmā āha tadeva tvaṁ karohi, mā tvaṁ brahmuno vacanaṁ upātivattittho”.	5	
PA_mn_49:5.9_0	Sace kho tvaṁ, bhikkhu, brahmuno vacanaṁ upātivattissasi, seyyathāpi nāma puriso	5	
PA_mn_49:5.9_1	siriṁ āgacchantiṁ daṇḍena paṭippaṇāmeyya, seyyathāpi vā pana, bhikkhu, puriso narakappapāte	5	
PA_mn_49:5.9_2	papatanto hatthehi ca pādehi ca pathaviṁ virādheyya, evaṁ sampadamidaṁ, bhikkhu, tuyhaṁ bhavissati.	5	
PA_mn_49:5.10	Iṅgha tvaṁ, mārisa, yadeva te brahmā āha tadeva tvaṁ karohi, mā tvaṁ brahmuno vacanaṁ upātivattittho.	5	
