segmentnr	original	analyzed
PA_pli-tv-kd_16:0.1	Theravāda Vinayapiṭaka	▁ther a vād a ▁vinay a pi ṭak a
PA_pli-tv-kd_16:0.2	Cūḷavagga	▁cūḷa vagga
PA_pli-tv-kd_16:0.3	16. Senāsanakkhandhaka	▁senāsan akkhandh aka
PA_pli-tv-kd_16:0.4	1. Vihārānujānana	▁vihār ānu jānan a
PA_pli-tv-kd_16:1.1.1	Tena samayena buddho bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	▁tena ▁samayena ▁buddho ▁bhagavā ▁rājagah e ▁viharati ▁veḷu vane ▁ka la nd aka ni vā pe
PA_pli-tv-kd_16:1.1.2	Tena kho pana samayena bhagavatā bhikkhūnaṁ senāsanaṁ apaññattaṁ hoti.	▁tena ▁kho ▁pana ▁samayena ▁bhagavatā ▁bhikkhūnaṃ ▁senāsan aṃ ▁a paññatt aṃ ▁hoti
PA_pli-tv-kd_16:1.1.3	Te ca bhikkhū tahaṁ tahaṁ viharanti—	▁te ▁ca ▁bhikkhū ▁ta haṃ ▁ta haṃ ▁viharanti
PA_pli-tv-kd_16:1.1.4	araññe, rukkhamūle, pabbate, kandarāyaṁ, giriguhāyaṁ, susāne, vanapatthe, ajjhokāse, palālapuñje.	▁araññ e ▁rukkhamūl e ▁pabbat e ▁ka nd a rā yaṃ ▁ giri gu hā yaṃ ▁su sā n e ▁van ap atthe ▁ajjh o kās e ▁pal ā la puñj e
PA_pli-tv-kd_16:1.1.5	Te kālasseva tato tato upanikkhamanti—	▁te ▁kāl asseva ▁tato ▁tato ▁upa ni kkha m anti
PA_pli-tv-kd_16:1.1.6_0	araññā rukkhamūlā pabbatā kandarā giriguhā susānā vanapatthā ajjhokāsā palālapuñjā,	▁araññ ā ▁rukkhamūl ā ▁pabbat ā ▁ka nd a rā ▁ giri gu hā ▁su sā nā ▁van apatt hā ▁ajjh o kās ā ▁pal ā la puñj ā
PA_pli-tv-kd_16:1.1.6_1	pāsādikena abhikkantena paṭikkantena, ālokitena vilokitena, samiñjitena pasāritena,	▁pāsādik ena ▁abhikkant ena ▁paṭi kk antena ▁ālok it ena ▁vi lok it ena ▁sam iñj it ena ▁pa sār it ena
PA_pli-tv-kd_16:1.1.6_2	okkhittacakkhū, iriyāpathasampannā.	▁ o kkhitta cakk hū ▁ iriyāpath asampann ā
PA_pli-tv-kd_16:1.2.1	Tena kho pana samayena rājagahako seṭṭhī kālasseva uyyānaṁ agamāsi.	▁tena ▁kho ▁pana ▁samayena ▁rājagah ako ▁seṭṭh ī ▁kāl asseva ▁uyyān aṃ ▁agamāsi
PA_pli-tv-kd_16:1.2.2	Addasā kho rājagahako seṭṭhī te bhikkhū kālasseva tato tato upanikkhamante—	▁ad das ā ▁kho ▁rājagah ako ▁seṭṭh ī ▁te ▁bhikkhū ▁kāl asseva ▁tato ▁tato ▁upa ni kkha mant e
PA_pli-tv-kd_16:1.2.3_0	araññā rukkhamūlā pabbatā kandarā giriguhā susānā vanapatthā ajjhokāsā palālapuñjā,	▁araññ ā ▁rukkhamūl ā ▁pabbat ā ▁ka nd a rā ▁ giri gu hā ▁su sā nā ▁van apatt hā ▁ajjh o kās ā ▁pal ā la puñj ā
PA_pli-tv-kd_16:1.2.3_1	pāsādikena abhikkantena paṭikkantena, ālokitena vilokitena, samiñjitena pasāritena,	▁pāsādik ena ▁abhikkant ena ▁paṭi kk antena ▁ālok it ena ▁vi lok it ena ▁sam iñj it ena ▁pa sār it ena
