segmentnr	original	folio	analyzed
PA_mn_152:0.1	Majjhima Nikāya 152	0	
PA_mn_152:0.2	Indriyabhāvanāsutta	0	
PA_mn_152:1.1	Evaṁ me sutaṁ—	1	
PA_mn_152:1.2	ekaṁ samayaṁ bhagavā gajaṅgalāyaṁ viharati suveḷuvane.	1	
PA_mn_152:2.1	Atha kho uttaro māṇavo pārāsiviyantevāsī yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavatā saddhiṁ sammodi.	2	
PA_mn_152:2.2	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho uttaraṁ māṇavaṁ pārāsiviyantevāsiṁ bhagavā etadavoca:	2	
PA_mn_152:2.3	“deseti, uttara, pārāsiviyo brāhmaṇo sāvakānaṁ indriyabhāvanan”ti?	2	
PA_mn_152:2.4	“Deseti, bho gotama, pārāsiviyo brāhmaṇo sāvakānaṁ indriyabhāvanan”ti.	2	
PA_mn_152:2.5	“Yathā kathaṁ pana, uttara, deseti pārāsiviyo brāhmaṇo sāvakānaṁ indriyabhāvanan”ti?	2	
PA_mn_152:2.6	“Idha, bho gotama, cakkhunā rūpaṁ na passati, sotena saddaṁ na suṇāti—	2	
PA_mn_152:2.7	evaṁ kho, bho gotama, deseti pārāsiviyo brāhmaṇo sāvakānaṁ indriyabhāvanan”ti.	2	
PA_mn_152:2.8	“Evaṁ sante kho, uttara, andho bhāvitindriyo bhavissati, badhiro bhāvitindriyo bhavissati;	2	
PA_mn_152:2.9	yathā pārāsiviyassa brāhmaṇassa vacanaṁ.	2	
PA_mn_152:2.10	Andho hi, uttara, cakkhunā rūpaṁ na passati, badhiro sotena saddaṁ na suṇātī”ti.	2	
PA_mn_152:2.11	Evaṁ vutte, uttaro māṇavo pārāsiviyantevāsī tuṇhībhūto maṅkubhūto pattakkhandho adhomukho pajjhāyanto appaṭibhāno nisīdi.	2	
PA_mn_152:3.1	Atha kho bhagavā uttaraṁ māṇavaṁ pārāsiviyantevāsiṁ tuṇhībhūtaṁ maṅkubhūtaṁ pattakkhandhaṁ adhomukhaṁ pajjhāyantaṁ appaṭibhānaṁ viditvā āyasmantaṁ ānandaṁ āmantesi:	3	
PA_mn_152:3.2	“aññathā kho, ānanda, deseti pārāsiviyo brāhmaṇo sāvakānaṁ indriyabhāvanaṁ, aññathā ca panānanda, ariyassa vinaye anuttarā indriyabhāvanā hotī”ti.	3	
PA_mn_152:3.3	“Etassa, bhagavā, kālo; etassa, sugata, kālo	3	
PA_mn_152:3.4	yaṁ bhagavā ariyassa vinaye anuttaraṁ indriyabhāvanaṁ deseyya. Bhagavato sutvā bhikkhū dhāressantī”ti.	3	
PA_mn_152:3.5	“Tenahānanda, suṇāhi, sādhukaṁ manasi karohi; bhāsissāmī”ti.	3	
PA_mn_152:3.6	“Evaṁ, bhante”ti kho āyasmā ānando bhagavato paccassosi.	3	
PA_mn_152:3.7	Bhagavā etadavoca:	3	
PA_mn_152:4.1	“Kathañcānanda, ariyassa vinaye anuttarā indriyabhāvanā hoti?	4	
PA_mn_152:4.2	Idhānanda, bhikkhuno cakkhunā rūpaṁ disvā uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	4	
PA_mn_152:4.3	So evaṁ pajānāti:	4	
PA_mn_152:4.4	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	4	
PA_mn_152:4.5	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	4	
PA_mn_152:4.6	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	4	
PA_mn_152:4.7	upekkhā’ti.	4	
PA_mn_152:4.8	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	4	
PA_mn_152:4.9	upekkhā saṇṭhāti.	4	
PA_mn_152:4.10	Seyyathāpi, ānanda, cakkhumā puriso ummīletvā vā nimīleyya, nimīletvā vā ummīleyya;	4	
PA_mn_152:4.11	evameva kho, ānanda, yassa kassaci evaṁsīghaṁ evaṁtuvaṭaṁ evaṁappakasirena uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati, upekkhā saṇṭhāti—	4	
PA_mn_152:4.12	ayaṁ vuccatānanda, ariyassa vinaye anuttarā indriyabhāvanā cakkhuviññeyyesu rūpesu.	4	
PA_mn_152:5.1	Puna caparaṁ, ānanda, bhikkhuno sotena saddaṁ sutvā uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	5	
PA_mn_152:5.2	So evaṁ pajānāti:	5	
PA_mn_152:5.3	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	5	
PA_mn_152:5.4	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	5	
PA_mn_152:5.5	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	5	
PA_mn_152:5.6	upekkhā’ti.	5	
PA_mn_152:5.7	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	5	
PA_mn_152:5.8	upekkhā saṇṭhāti.	5	
PA_mn_152:5.9	Seyyathāpi, ānanda, balavā puriso appakasireneva accharaṁ pahareyya;	5	
PA_mn_152:5.10	evameva kho, ānanda, yassa kassaci evaṁsīghaṁ evaṁtuvaṭaṁ evaṁappakasirena uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati, upekkhā saṇṭhāti—	5	
PA_mn_152:5.11	ayaṁ vuccatānanda, ariyassa vinaye anuttarā indriyabhāvanā sotaviññeyyesu saddesu.	5	
PA_mn_152:6.1	Puna caparaṁ, ānanda, bhikkhuno ghānena gandhaṁ ghāyitvā uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	6	
PA_mn_152:6.2	So evaṁ pajānāti:	6	
PA_mn_152:6.3	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	6	
PA_mn_152:6.4	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	6	
PA_mn_152:6.5	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	6	
PA_mn_152:6.6	upekkhā’ti.	6	
PA_mn_152:6.7	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	6	
PA_mn_152:6.8	upekkhā saṇṭhāti.	6	
PA_mn_152:6.9	Seyyathāpi, ānanda, īsakampoṇe padumapalāse udakaphusitāni pavattanti, na saṇṭhanti;	6	
PA_mn_152:6.10	evameva kho, ānanda, yassa kassaci evaṁsīghaṁ evaṁtuvaṭaṁ evaṁappakasirena uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati, upekkhā saṇṭhāti—	6	
PA_mn_152:6.11	ayaṁ vuccatānanda, ariyassa vinaye anuttarā indriyabhāvanā ghānaviññeyyesu gandhesu.	6	
PA_mn_152:7.1	Puna caparaṁ, ānanda, bhikkhuno jivhāya rasaṁ sāyitvā uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	7	
PA_mn_152:7.2	So evaṁ pajānāti:	7	
PA_mn_152:7.3	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	7	
PA_mn_152:7.4	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	7	
PA_mn_152:7.5	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	7	
PA_mn_152:7.6	upekkhā’ti.	7	
PA_mn_152:7.7	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	7	
PA_mn_152:7.8	upekkhā saṇṭhāti.	7	
PA_mn_152:7.9	Seyyathāpi, ānanda, balavā puriso jivhagge kheḷapiṇḍaṁ saṁyūhitvā appakasirena vameyya;	7	
PA_mn_152:7.10	evameva kho, ānanda, yassa kassaci evaṁsīghaṁ evaṁtuvaṭaṁ evaṁappakasirena uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati, upekkhā saṇṭhāti—	7	
PA_mn_152:7.11	ayaṁ vuccatānanda, ariyassa vinaye anuttarā indriyabhāvanā jivhāviññeyyesu rasesu.	7	
PA_mn_152:8.1	Puna caparaṁ, ānanda, bhikkhuno kāyena phoṭṭhabbaṁ phusitvā uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	8	
PA_mn_152:8.2	So evaṁ pajānāti:	8	
PA_mn_152:8.3	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	8	
PA_mn_152:8.4	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	8	
PA_mn_152:8.5	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	8	
PA_mn_152:8.6	upekkhā’ti.	8	
PA_mn_152:8.7	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	8	
PA_mn_152:8.8	upekkhā saṇṭhāti.	8	
PA_mn_152:8.9	Seyyathāpi, ānanda, balavā puriso samiñjitaṁ vā bāhaṁ pasāreyya, pasāritaṁ vā bāhaṁ samiñjeyya;	8	
PA_mn_152:8.10	evameva kho, ānanda, yassa kassaci evaṁsīghaṁ evaṁtuvaṭaṁ evaṁappakasirena uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati, upekkhā saṇṭhāti—	8	
PA_mn_152:8.11	ayaṁ vuccatānanda, ariyassa vinaye anuttarā indriyabhāvanā kāyaviññeyyesu phoṭṭhabbesu.	8	
PA_mn_152:9.1	Puna caparaṁ, ānanda, bhikkhuno manasā dhammaṁ viññāya uppajjati manāpaṁ, uppajjati amanāpaṁ, uppajjati manāpāmanāpaṁ.	9	
PA_mn_152:9.2	So evaṁ pajānāti:	9	
PA_mn_152:9.3	‘uppannaṁ kho me idaṁ manāpaṁ, uppannaṁ amanāpaṁ, uppannaṁ manāpāmanāpaṁ.	9	
PA_mn_152:9.4	Tañca kho saṅkhataṁ oḷārikaṁ paṭiccasamuppannaṁ.	9	
PA_mn_152:9.5	Etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ—	9	
PA_mn_152:9.6	upekkhā’ti.	9	
PA_mn_152:9.7	Tassa taṁ uppannaṁ manāpaṁ uppannaṁ amanāpaṁ uppannaṁ manāpāmanāpaṁ nirujjhati;	9	
PA_mn_152:9.8	upekkhā saṇṭhāti.	9	
PA_mn_152:9.9	Seyyathāpi, ānanda, balavā puriso divasaṁsantatte ayokaṭāhe dve vā tīṇi vā udakaphusitāni nipāteyya.	9	
PA_mn_152:9.10	Dandho, ānanda, udakaphusitānaṁ nipāto, atha kho naṁ khippameva parikkhayaṁ pariyādānaṁ gaccheyya;	9	
