segmentnr	original	folio	analyzed
PA_bu-vb_np25:0.1	Theravāda Vinaya	0	
PA_bu-vb_np25:0.2	Mahāvibhaṅga	0	
PA_bu-vb_np25:0.3	Nissaggiyakaṇḍa	0	
PA_bu-vb_np25:0.4	Pattavagga	0	
PA_bu-vb_np25:0.5	25. Cīvaraacchindanasikkhāpada	0	
PA_bu-vb_np25:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bu-vb_np25:1.2	Tena kho pana samayena āyasmā upanando sakyaputto bhātuno saddhivihārikaṁ bhikkhuṁ etadavoca—	1	
PA_bu-vb_np25:1.3	“ehāvuso, janapadacārikaṁ pakkamissāmā”ti.	1	
PA_bu-vb_np25:1.4	“Nāhaṁ, bhante, gamissāmi;	1	
PA_bu-vb_np25:1.5	dubbalacīvaromhī”ti.	1	
PA_bu-vb_np25:1.6	“Ehāvuso, ahaṁ te cīvaraṁ dassāmī”ti	1	
PA_bu-vb_np25:1.7	tassa cīvaraṁ adāsi.	1	
PA_bu-vb_np25:1.8	Assosi kho so bhikkhu—	1	
PA_bu-vb_np25:1.9	“bhagavā kira janapadacārikaṁ pakkamissatī”ti.	1	
PA_bu-vb_np25:1.10	Atha kho tassa bhikkhuno etadahosi—	1	
PA_bu-vb_np25:1.11	“na dānāhaṁ āyasmatā upanandena sakyaputtena saddhiṁ janapadacārikaṁ pakkamissāmi, bhagavatā saddhiṁ janapadacārikaṁ pakkamissāmī”ti.	1	
PA_bu-vb_np25:1.12	Atha kho āyasmā upanando sakyaputto taṁ bhikkhuṁ etadavoca—	1	
PA_bu-vb_np25:1.13	“ehi dāni, āvuso, janapadacārikaṁ pakkamissāmā”ti.	1	
PA_bu-vb_np25:1.14	“Nāhaṁ, bhante, tayā saddhiṁ janapadacārikaṁ pakkamissāmi, bhagavatā saddhiṁ janapadacārikaṁ pakkamissāmī”ti.	1	
PA_bu-vb_np25:1.15	“Yampi tyāhaṁ, āvuso, cīvaraṁ adāsiṁ, mayā saddhiṁ janapadacārikaṁ pakkamissatī”ti,	1	
PA_bu-vb_np25:1.16	kupito anattamano acchindi.	1	
PA_bu-vb_np25:1.17	Atha kho so bhikkhu bhikkhūnaṁ etamatthaṁ ārocesi.	1	
PA_bu-vb_np25:1.18	Ye te bhikkhū appicchā …pe… te ujjhāyanti khiyyanti vipācenti—	1	
PA_bu-vb_np25:1.19	“kathañhi nāma āyasmā upanando sakyaputto bhikkhussa sāmaṁ cīvaraṁ datvā kupito anattamano acchindissatī”ti.	1	
PA_bu-vb_np25:1.20	Atha kho te bhikkhū āyasmantaṁ upanandaṁ sakyaputtaṁ anekapariyāyena vigarahitvā bhagavato etamatthaṁ ārocesuṁ …pe…	1	
PA_bu-vb_np25:1.21	“saccaṁ kira tvaṁ, upananda, bhikkhussa sāmaṁ cīvaraṁ datvā kupito anattamano acchindī”ti?	1	
PA_bu-vb_np25:1.22	“Saccaṁ, bhagavā”ti.	1	
PA_bu-vb_np25:1.23	Vigarahi buddho bhagavā …pe…	1	
PA_bu-vb_np25:1.24	kathañhi nāma tvaṁ, moghapurisa, bhikkhussa sāmaṁ cīvaraṁ datvā kupito anattamano acchindissasi.	1	
PA_bu-vb_np25:1.25	Netaṁ, moghapurisa, appasannānaṁ vā pasādāya …pe…	1	
PA_bu-vb_np25:1.26	evañca pana, bhikkhave, imaṁ sikkhāpadaṁ uddiseyyātha—	1	
PA_bu-vb_np25:1.27.1	“Yo pana bhikkhu bhikkhussa sāmaṁ cīvaraṁ datvā kupito anattamano acchindeyya vā acchindāpeyya vā, nissaggiyaṁ pācittiyan”ti.	1	
PA_bu-vb_np25:2.1	Yo panāti	2	
PA_bu-vb_np25:2.2	yo yādiso …pe…	2	
PA_bu-vb_np25:2.3	bhikkhūti	2	
PA_bu-vb_np25:2.4	…pe… ayaṁ imasmiṁ atthe adhippeto bhikkhūti.	2	
PA_bu-vb_np25:2.5	Bhikkhussāti	2	
PA_bu-vb_np25:2.6	aññassa bhikkhussa.	2	
