segmentnr	original	folio	analyzed
PA_dt_2.12:0.1	Dhātukathā	0	
PA_dt_2.12:0.2	2 Niddesa	0	
PA_dt_2.12:0.3	2.12. Dvādasamanaya Sampayuttenasaṅgahitāsaṅgahitapadaniddesa	0	
PA_dt_2.12:1.1	Vedanākkhandhena ye dhammā …	1	
PA_dt_2.12:1.2	saññākkhandhena ye dhammā …	1	
PA_dt_2.12:1.3	saṅkhārakkhandhena ye dhammā sampayuttā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi saṅgahitā?	1	
PA_dt_2.12:1.4	Te dhammā tīhi khandhehi dvīhāyatanehi aṭṭhahi dhātūhi saṅgahitā.	1	
PA_dt_2.12:1.5	Katihi asaṅgahitā?	1	
PA_dt_2.12:1.6	Dvīhi khandhehi dasahāyatanehi dasahi dhātūhi asaṅgahitā.	1	
PA_dt_2.12:2.1	Viññāṇakkhandhena ye dhammā …	2	
PA_dt_2.12:2.2	manāyatanena ye dhammā …	2	
PA_dt_2.12:2.3	cakkhuviññāṇadhātuyā ye dhammā …pe…	2	
PA_dt_2.12:2.4	manodhātuyā ye dhammā …	2	
PA_dt_2.12:2.5	manoviññāṇadhātuyā ye dhammā sampayuttā …pe…	2	
PA_dt_2.12:2.6	te dhammā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	2	
PA_dt_2.12:2.7	Katihi asaṅgahitā?	2	
PA_dt_2.12:2.8	Dvīhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahitā.	2	
PA_dt_2.12:3.1	Samudayasaccena ye dhammā …	3	
PA_dt_2.12:3.2	maggasaccena ye dhammā sampayuttā …	3	
PA_dt_2.12:3.3	te dhammā catūhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	3	
PA_dt_2.12:3.4	Katihi asaṅgahitā?	3	
PA_dt_2.12:3.5	Ekena khandhena dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	3	
PA_dt_2.12:4.1	Manindriyena ye dhammā sampayuttā …	4	
PA_dt_2.12:4.2	te dhammā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	4	
PA_dt_2.12:4.3	Katihi asaṅgahitā?	4	
PA_dt_2.12:4.4	Dvīhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahitā.	4	
PA_dt_2.12:5.1	Sukhindriyena ye dhammā …	5	
PA_dt_2.12:5.2	dukkhindriyena ye dhammā …	5	
PA_dt_2.12:5.3	somanassindriyena ye dhammā …	5	
PA_dt_2.12:5.4	domanassindriyena ye dhammā sampayuttā …	5	
PA_dt_2.12:5.5	te dhammā tīhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	5	
PA_dt_2.12:5.6	Katihi asaṅgahitā?	5	
PA_dt_2.12:5.7	Dvīhi khandhehi dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	5	
PA_dt_2.12:6.1	Upekkhindriyena ye dhammā sampayuttā …	6	
PA_dt_2.12:6.2	te dhammā tīhi khandhehi dvīhāyatanehi sattahi dhātūhi saṅgahitā.	6	
PA_dt_2.12:6.3	Katihi asaṅgahitā?	6	
PA_dt_2.12:6.4	Dvīhi khandhehi dasahāyatanehi ekādasahi dhātūhi asaṅgahitā.	6	
PA_dt_2.12:7.1	Saddhindriyena ye dhammā …	7	
PA_dt_2.12:7.2	vīriyindriyena ye dhammā …	7	
PA_dt_2.12:7.3	satindriyena ye dhammā …	7	
PA_dt_2.12:7.4	samādhindriyena ye dhammā …	7	
PA_dt_2.12:7.5	paññindriyena ye dhammā …	7	
PA_dt_2.12:7.6	anaññātaññassāmītindriyena ye dhammā …	7	
PA_dt_2.12:7.7	aññindriyena ye dhammā …	7	
PA_dt_2.12:7.8	aññātāvindriyena ye dhammā …	7	
PA_dt_2.12:7.9	avijjāya ye dhammā …	7	
PA_dt_2.12:7.10	avijjāpaccayā saṅkhārehi ye dhammā sampayuttā …	7	
PA_dt_2.12:7.11	te dhammā catūhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	7	
PA_dt_2.12:7.12	Katihi asaṅgahitā?	7	
PA_dt_2.12:7.13	Ekena khandhena dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	7	
PA_dt_2.12:8.1	Saṅkhārapaccayā viññāṇena ye dhammā sampayuttā …	8	
PA_dt_2.12:8.2	te dhammā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	8	
PA_dt_2.12:8.3	Katihi asaṅgahitā?	8	
PA_dt_2.12:8.4	Dvīhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahitā.	8	
PA_dt_2.12:9.1	Saḷāyatanapaccayā phassena ye dhammā sampayuttā …	9	
PA_dt_2.12:9.2	te dhammā catūhi khandhehi dvīhāyatanehi aṭṭhahi dhātūhi saṅgahitā.	9	
PA_dt_2.12:9.3	Katihi asaṅgahitā?	9	
PA_dt_2.12:9.4	Ekena khandhena dasahāyatanehi dasahi dhātūhi asaṅgahitā.	9	
PA_dt_2.12:10.1	Phassapaccayā vedanāya ye dhammā sampayuttā …	10	
PA_dt_2.12:10.2	te dhammā tīhi khandhehi dvīhāyatanehi aṭṭhahi dhātūhi saṅgahitā.	10	
PA_dt_2.12:10.3	Katihi asaṅgahitā?	10	
PA_dt_2.12:10.4	Dvīhi khandhehi dasahāyatanehi dasahi dhātūhi asaṅgahitā.	10	
PA_dt_2.12:11.1	Vedanāpaccayā taṇhāya ye dhammā …	11	
PA_dt_2.12:11.2	taṇhāpaccayā upādānena ye dhammā …	11	
PA_dt_2.12:11.3	kammabhavena ye dhammā sampayuttā …	11	
PA_dt_2.12:11.4	te dhammā catūhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	11	
PA_dt_2.12:11.5	Katihi asaṅgahitā?	11	
PA_dt_2.12:11.6	Ekena khandhena dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	11	
PA_dt_2.12:12.1	Sokena ye dhammā …	12	
PA_dt_2.12:12.2	dukkhena ye dhammā …	12	
PA_dt_2.12:12.3	domanassena ye dhammā sampayuttā …	12	
PA_dt_2.12:12.4	te dhammā tīhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	12	
PA_dt_2.12:12.5	Katihi asaṅgahitā?	12	
PA_dt_2.12:12.6	Dvīhi khandhehi dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	12	
PA_dt_2.12:13.1	Upāyāsena ye dhammā …	13	
PA_dt_2.12:13.2	satipaṭṭhānena ye dhammā …	13	
PA_dt_2.12:13.3	sammappadhānena ye dhammā sampayuttā …	13	
PA_dt_2.12:13.4	te dhammā catūhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	13	
PA_dt_2.12:13.5	Katihi asaṅgahitā?	13	
PA_dt_2.12:13.6	Ekena khandhena dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	13	
PA_dt_2.12:14.1	Iddhipādena ye dhammā sampayuttā …	14	
PA_dt_2.12:14.2	te dhammā tīhi khandhehi ekenāyatanena ekāya dhātuyā saṅgahitā.	14	
PA_dt_2.12:14.3	Katihi asaṅgahitā?	14	
PA_dt_2.12:14.4	Dvīhi khandhehi ekādasahāyatanehi sattarasahi dhātūhi asaṅgahitā.	14	
PA_dt_2.12:15.1	Jhānena ye dhammā sampayuttā …	15	
PA_dt_2.12:15.2	te dhammā tīhi khandhehi dvīhāyatanehi dvīhi dhātūhi saṅgahitā.	15	
PA_dt_2.12:15.3	Katihi asaṅgahitā?	15	
PA_dt_2.12:15.4	Dvīhi khandhehi dasahāyatanehi soḷasahi dhātūhi asaṅgahitā.	15	
PA_dt_2.12:16.1	Appamaññāya ye dhammā …	16	
PA_dt_2.12:16.2	pañcahi indriyehi ye dhammā …	16	
