segmentnr	original	folio	analyzed
PA_bu-vb_pd4:0.1	Theravāda Vinaya	0	
PA_bu-vb_pd4:0.2	Mahāvibhaṅga	0	
PA_bu-vb_pd4:0.3	Pāṭidesanīyakaṇḍa	0	
PA_bu-vb_pd4:0.4	4. Catutthapāṭidesanīyasikkhāpada	0	
PA_bu-vb_pd4:1.1	Tena samayena buddho bhagavā sakkesu viharati kapilavatthusmiṁ nigrodhārāme.	1	
PA_bu-vb_pd4:1.2	Tena kho pana samayena sākiyadāsakā avaruddhā honti.	1	
PA_bu-vb_pd4:1.3	Sākiyāniyo icchanti āraññakesu senāsanesu bhattaṁ kātuṁ.	1	
PA_bu-vb_pd4:1.4	Assosuṁ kho sākiyadāsakā—	1	
PA_bu-vb_pd4:1.5	“sākiyāniyo kira āraññakesu senāsanesu bhattaṁ kattukāmā”ti.	1	
PA_bu-vb_pd4:1.6	Te magge pariyuṭṭhiṁsu.	1	
PA_bu-vb_pd4:1.7	Sākiyāniyo paṇītaṁ khādanīyaṁ bhojanīyaṁ ādāya āraññakaṁ senāsanaṁ agamaṁsu.	1	
PA_bu-vb_pd4:1.8	Sākiyadāsakā nikkhamitvā sākiyāniyo acchindiṁsu ca dūsesuñca.	1	
PA_bu-vb_pd4:1.9	Sākiyā nikkhamitvā te core sabhaṇḍe gahetvā ujjhāyanti khiyyanti vipācenti—	1	
PA_bu-vb_pd4:1.10	“kathañhi nāma bhadantā ārāme core paṭivasante nārocessantī”ti.	1	
PA_bu-vb_pd4:1.11	Assosuṁ kho bhikkhū sākiyānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	1	
PA_bu-vb_pd4:1.12	Atha kho te bhikkhū bhagavato etamatthaṁ ārocesuṁ.	1	
PA_bu-vb_pd4:1.13	Atha kho bhagavā etasmiṁ nidāne etasmiṁ pakaraṇe dhammiṁ kathaṁ katvā bhikkhū āmantesi—	1	
PA_bu-vb_pd4:1.14	“tena hi, bhikkhave, bhikkhūnaṁ sikkhāpadaṁ paññapessāmi dasa atthavase paṭicca saṅghasuṭṭhutāya …pe…	1	
PA_bu-vb_pd4:1.15	evañca pana, bhikkhave, imaṁ sikkhāpadaṁ uddiseyyātha—	1	
PA_bu-vb_pd4:1.16.1_0	“Yāni kho pana tāni āraññakāni senāsanāni sāsaṅkasammatāni sappaṭibhayāni, yo pana	1	
PA_bu-vb_pd4:1.16.1_1	bhikkhu tathārūpesu senāsanesu pubbe appaṭisaṁviditaṁ khādanīyaṁ vā bhojanīyaṁ vā	1	
PA_bu-vb_pd4:1.16.1_2	ajjhārāme sahatthā paṭiggahetvā khādeyya vā bhuñjeyya vā, paṭidesetabbaṁ tena bhikkhunā—	1	
PA_bu-vb_pd4:1.17	‘gārayhaṁ, āvuso, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ taṁ paṭidesemī’”ti.	1	
PA_bu-vb_pd4:1.18	Evañcidaṁ bhagavatā bhikkhūnaṁ sikkhāpadaṁ paññattaṁ hoti.	1	
PA_bu-vb_pd4:2.1	Tena kho pana samayena aññataro bhikkhu āraññakesu senāsanesu gilāno hoti.	2	
PA_bu-vb_pd4:2.2	Manussā khādanīyaṁ vā bhojanīyaṁ vā ādāya āraññakaṁ senāsanaṁ agamaṁsu.	2	
PA_bu-vb_pd4:2.3	Atha kho te manussā taṁ bhikkhuṁ etadavocuṁ—	2	
PA_bu-vb_pd4:2.4	“bhuñjatha, bhante”ti.	2	
PA_bu-vb_pd4:2.5	Atha kho so bhikkhu—	2	
PA_bu-vb_pd4:2.6_0	“bhagavatā paṭikkhittaṁ āraññakesu senāsanesu khādanīyaṁ vā bhojanīyaṁ vā sahatthā	2	
PA_bu-vb_pd4:2.6_1	paṭiggahetvā khādituṁ bhuñjitun”ti kukkuccāyanto na paṭiggahesi, nāsakkhi piṇḍāya	2	
PA_bu-vb_pd4:2.6_2	carituṁ, chinnabhatto ahosi.	2	
PA_bu-vb_pd4:2.7	Atha kho so bhikkhu bhikkhūnaṁ etamatthaṁ ārocesi.	2	
PA_bu-vb_pd4:2.8	Bhikkhū bhagavato etamatthaṁ ārocesuṁ.	2	
