segmentnr	original	folio	analyzed
PA_mn_111:0.1	Majjhima Nikāya 111	0	
PA_mn_111:0.2	Anupadasutta	0	
PA_mn_111:1.1	Evaṁ me sutaṁ—	1	
PA_mn_111:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_111:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_111:1.4	“bhikkhavo”ti.	1	
PA_mn_111:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_111:1.6	Bhagavā etadavoca:	1	
PA_mn_111:2.1	“Paṇḍito, bhikkhave, sāriputto;	2	
PA_mn_111:2.2	mahāpañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.3	puthupañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.4	hāsapañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.5	javanapañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.6	tikkhapañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.7	nibbedhikapañño, bhikkhave, sāriputto;	2	
PA_mn_111:2.8	sāriputto, bhikkhave, aḍḍhamāsaṁ anupadadhammavipassanaṁ vipassati.	2	
PA_mn_111:2.9	Tatridaṁ, bhikkhave, sāriputtassa anupadadhammavipassanāya hoti.	2	
PA_mn_111:3.1	Idha, bhikkhave, sāriputto vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharati.	3	
PA_mn_111:4.1_0	Ye ca paṭhame jhāne dhammā vitakko ca vicāro ca pīti ca sukhañca cittekaggatā ca,	4	
PA_mn_111:4.1_1	phasso vedanā saññā cetanā cittaṁ chando adhimokkho vīriyaṁ sati upekkhā manasikāro—tyāssa	4	
PA_mn_111:4.1_2	dhammā anupadavavatthitā honti.	4	
PA_mn_111:4.2	Tyāssa dhammā viditā uppajjanti, viditā upaṭṭhahanti, viditā abbhatthaṁ gacchanti.	4	
PA_mn_111:4.3	So evaṁ pajānāti:	4	
PA_mn_111:4.4	‘evaṁ kirame dhammā ahutvā sambhonti, hutvā paṭiventī’ti.	4	
PA_mn_111:4.5	So tesu dhammesu anupāyo anapāyo anissito appaṭibaddho vippamutto visaṁyutto vimariyādīkatena cetasā viharati.	4	
PA_mn_111:4.6	So ‘atthi uttari nissaraṇan’ti pajānāti.	4	
PA_mn_111:4.7	Tabbahulīkārā atthitvevassa hoti.	4	
PA_mn_111:5.1	Puna caparaṁ, bhikkhave, sāriputto vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja viharati.	5	
PA_mn_111:6.1_0	Ye ca dutiye jhāne dhammā—ajjhattaṁ sampasādo ca pīti ca sukhañca cittekaggatā ca,	6	
PA_mn_111:6.1_1	phasso vedanā saññā cetanā cittaṁ chando adhimokkho vīriyaṁ sati upekkhā manasikāro—tyāssa	6	
