segmentnr	original	folio	analyzed
PA_atk-vin01_a:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_atk-vin01_a:1	Vinayapiṭake	0	
PA_atk-vin01_a:2	Pārājikakaṇḍa-aṭṭhakathā (paṭhamo bhāgo)	0	
PA_atk-vin01_a:3	Ganthārambhakathā	0	
PA_atk-vin01_a:4	Yo kappakoṭīhipi appameyyaṃ;	0	
PA_atk-vin01_a:5	Kālaṃ karonto atidukkarāni;	0	
PA_atk-vin01_a:6	Khedaṃ gato lokahitāya nātho;	0	
PA_atk-vin01_a:7	Namo mahākāruṇikassa tassa.	0	
PA_atk-vin01_a:8	Asambudhaṃ buddhanisevitaṃ yaṃ;	0	
PA_atk-vin01_a:9	Bhavābhavaṃ gacchati jīvaloko;	0	
PA_atk-vin01_a:10	Namo avijjādikilesajāla-	1	
PA_atk-vin01_a:11	Viddhaṃsino dhammavarassa tassa.	1	
PA_atk-vin01_a:12	Guṇehi yo sīlasamādhipaññā-	1	
PA_atk-vin01_a:13	Vimuttiñāṇappabhutīhi yutto;	1	
PA_atk-vin01_a:14	Khettaṃ janānaṃ kusalatthikānaṃ;	1	
PA_atk-vin01_a:15	Tamariyasaṅghaṃ sirasā namāmi.	1	
PA_atk-vin01_a:16	Iccevamaccantanamassaneyyaṃ;	1	
PA_atk-vin01_a:17	Namassamāno ratanattayaṃ yaṃ;	1	
PA_atk-vin01_a:18	Puññābhisandaṃ vipulaṃ alatthaṃ;	1	
PA_atk-vin01_a:19	Tassānubhāvena hatantarāyo.	1	
PA_atk-vin01_a:20	Yasmiṃ ṭhite sāsanamaṭṭhitassa;	2	
PA_atk-vin01_a:21	Patiṭṭhitaṃ hoti susaṇṭhitassa;	2	
PA_atk-vin01_a:22	Taṃ vaṇṇayissaṃ vinayaṃ amissaṃ;	2	
PA_atk-vin01_a:23	Nissāya pubbācariyānubhāvaṃ.	2	
PA_atk-vin01_a:24	Kāmañca pubbācariyāsabhehi;	2	
PA_atk-vin01_a:25	Ñāṇambuniddhotamalāsavehi;	2	
PA_atk-vin01_a:26	Visuddhavijjāpaṭisambhidehi;	2	
PA_atk-vin01_a:27	Saddhammasaṃvaṇṇanakovidehi.	2	
PA_atk-vin01_a:28	Sallekhiye nosulabhūpamehi;	2	
PA_atk-vin01_a:29	Mahāvihārassa dhajūpamehi;	2	
PA_atk-vin01_a:30	Saṃvaṇṇitoyaṃ vinayo nayehi;	3	
