segmentnr	original	folio	analyzed
PA_ud_4.1:0.1	Udāna 4.1	0	
PA_ud_4.1:0.2	Meghiyasutta	0	
PA_ud_4.1:1.1	Evaṁ me sutaṁ—	1	
PA_ud_4.1:1.2	ekaṁ samayaṁ bhagavā cālikāyaṁ viharati cālike pabbate.	1	
PA_ud_4.1:1.3	Tena kho pana samayena āyasmā meghiyo bhagavato upaṭṭhāko hoti.	1	
PA_ud_4.1:1.4	Atha kho āyasmā meghiyo yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ aṭṭhāsi. Ekamantaṁ ṭhito kho āyasmā meghiyo bhagavantaṁ etadavoca:	1	
PA_ud_4.1:1.5	“icchāmahaṁ, bhante, jantugāmaṁ piṇḍāya pavisitun”ti.	1	
PA_ud_4.1:1.6	“Yassadāni tvaṁ, meghiya, kālaṁ maññasī”ti.	1	
PA_ud_4.1:2.1	Atha kho āyasmā meghiyo pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya jantugāmaṁ piṇḍāya pāvisi.	2	
PA_ud_4.1:2.2	Jantugāme piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena kimikāḷāya nadiyā tīraṁ tenupasaṅkami.	2	
PA_ud_4.1:2.3	Addasā kho āyasmā meghiyo kimikāḷāya nadiyā tīre jaṅghāvihāraṁ anucaṅkamamāno anuvicaramāno ambavanaṁ pāsādikaṁ manuññaṁ ramaṇīyaṁ.	2	
PA_ud_4.1:2.4	Disvānassa etadahosi:	2	
PA_ud_4.1:2.5	“pāsādikaṁ vatidaṁ ambavanaṁ manuññaṁ ramaṇīyaṁ. Alaṁ vatidaṁ kulaputtassa padhānatthikassa padhānāya.	2	
PA_ud_4.1:2.6	Sace maṁ bhagavā anujāneyya, āgaccheyyāhaṁ imaṁ ambavanaṁ padhānāyā”ti.	2	
PA_ud_4.1:3.1	Atha kho āyasmā meghiyo yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi.	3	
PA_ud_4.1:3.2	Ekamantaṁ nisinno kho āyasmā meghiyo bhagavantaṁ etadavoca:	3	
PA_ud_4.1:4.1	“Idhāhaṁ, bhante, pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya jantugāmaṁ piṇḍāya pāvisiṁ.	4	
PA_ud_4.1:4.2	Jantugāme piṇḍāya caritvā pacchābhattaṁ piṇḍapātapaṭikkanto yena kimikāḷāya nadiyā tīraṁ tenupasaṅkamiṁ.	4	
PA_ud_4.1:4.3	Addasaṁ kho ahaṁ, bhante, kimikāḷāya nadiyā tīre jaṅghāvihāraṁ anucaṅkamamāno anuvicaramāno ambavanaṁ pāsādikaṁ manuññaṁ ramaṇīyaṁ.	4	
PA_ud_4.1:4.4	Disvāna me etadahosi:	4	
PA_ud_4.1:4.5	‘pāsādikaṁ vatidaṁ ambavanaṁ manuññaṁ ramaṇīyaṁ.	4	
