segmentnr	original	folio	analyzed
PA_tika-abh05_t:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_tika-abh05_t:1	Abhidhammapiṭake	0	
PA_tika-abh05_t:2	Pañcapakaraṇa-anuṭīkā	0	
PA_tika-abh05_t:3	Dhātukathāpakaraṇa-anuṭīkā	0	
PA_tika-abh05_t:4	Ganthārambhavaṇṇanā	0	
PA_tika-abh05_t:5_0	Dhātukathāpakaraṇadesanāya desadesakaparisāpadesā vuttappakārā evāti kālāpadesaṃ	5	
PA_tika-abh05_t:5_1	dassento “dhātukathāpakaraṇaṃ desento”tiādimāha. “Tasseva anantaraṃ adesayī”ti hi	5	
PA_tika-abh05_t:5_2	iminā vibhaṅgānantaraṃ dhātukathā desitāti tassā desanākālo apadiṭṭho hoti. Ye pana	5	
PA_tika-abh05_t:5_3	“vibhaṅgānantaraṃ kathāvatthupakaraṇaṃ desita”nti vadanti, tesaṃ vādaṃ paṭikkhipanto	5	
PA_tika-abh05_t:5_4	“vibhaṅgānantaraṃ…pe… dassetu”nti āha.	5	
PA_tika-abh05_t:6_0	“Kāmā te paṭhamā senā”tiādivacanato kilesaviddhaṃsanampi devaputtamārassa balavidhamananti	6	
PA_tika-abh05_t:6_1	sakkā vattuṃ, “appavattikaraṇavasena kilesābhisaṅkhāramārāna”nti pana vuccamānattā	6	
PA_tika-abh05_t:6_2	khantibalasaddhābalādiānubhāvena ussāhaparisābalabhañjanameva devaputtamārassa balaviddhaṃsanaṃ	6	
PA_tika-abh05_t:6_3	daṭṭhabbaṃ. Visayātikkamanaṃ kāmadhātusamatikkamo. Samudayappahānapariññāvasenāti	6	
PA_tika-abh05_t:6_4	pahānābhisamayapariññābhisamayānaṃ vasena. Nanu cetaṃ pañcannaṃ mārānaṃ bhañjanaṃ	6	
PA_tika-abh05_t:6_5	sāvakesupi labbhatevāti codanaṃ manasi katvā āha “parūpanissayarahita”ntiādi. Vīrassa	6	
PA_tika-abh05_t:6_6	bhāvo vīriyanti katvā vuttaṃ “mahāvīriyoti mahāvīro”ti. Mahāvīriyatā ca paripuṇṇavīriyapāramitāya	6	
PA_tika-abh05_t:6_7	caturaṅgasamannāgatavīriyādhiṭṭhānena anaññasādhāraṇacatubbidhasammappadhānasampattiyā	6	
PA_tika-abh05_t:6_8	ca veditabbā. Tato eva hissa vīriyāhānisiddhipīti.	6	
PA_tika-abh05_t:7_0	Khandhādike dhamme adhiṭṭhāya nissāya visayaṃ katvā abhidhammakathā pavattāti āha	7	
PA_tika-abh05_t:7_1	“abhidhammakathādhiṭṭhānaṭṭhena vā”ti. Tesaṃ kathanatoti tesaṃ khandhādīnaṃ kathābhāvato.	7	
PA_tika-abh05_t:7_2	Etena atthavisesasannissayo byañjanasamudāyo pakaraṇanti vuttaṃ hoti. Atha vā dhātuyo	7	
PA_tika-abh05_t:7_3	kathīyanti ettha, etena vāti dhātukathā, tathāpavatto byañjanatthasamudāyo. Yadi	7	
PA_tika-abh05_t:7_4	evaṃ sattannampi pakaraṇānaṃ dhātukathābhāvo āpajjatīti codanaṃ sandhāyāha “yadipī”tiādi.	7	
PA_tika-abh05_t:7_5	Tattha sātisayanti savisesaṃ vicittātirekavasena anavasesato ca desanāya pavattattā.	7	
PA_tika-abh05_t:7_6	Tathā hi vuttaṃ “sabbāpi dhammasaṅgaṇī dhātukathāya mātikā”ti. Tenevāha “ekadesakathanameva	7	
PA_tika-abh05_t:7_7	hi aññattha kata”nti.	7	
PA_tika-abh05_t:8_0	Idāni sāsane yesu dhātu-saddo niruḷho, tesaṃ vasena aññehipi asādhāraṇaṃ imassa pakaraṇassa	8	
PA_tika-abh05_t:8_1	dhātukathābhāvaṃ dassento “khandhāyatanadhātūhi vā”tiādimāha. Tattha tatthāti khandhāyatanadhātūsu.	8	
PA_tika-abh05_t:8_2	Mahanto pabhedānugato visayo etāsanti mahāvisayā, dhātuyo, na khandhāyatanāni appatarapadattā.	8	
PA_tika-abh05_t:8_3	Yena vā sabhāvena dhammā saṅgahāsaṅgahasampayogavippayogehi uddesaniddese labhanti,	8	
PA_tika-abh05_t:8_4	so sabhāvo dhātu. Sā dhātu idha sātisayaṃ desitāti savisesaṃ dhātuyā kathanato idaṃ	8	
PA_tika-abh05_t:8_5	pakaraṇaṃ “dhātukathā”ti vuttaṃ. Sabhāvattho hi ayaṃ dhātu-saddo “dhātuso, bhikkhave,	8	
PA_tika-abh05_t:8_6	sattā saṃsandantī”tiādīsu viya. Dhātubhedanti dhātuvibhāgaṃ. Pakaraṇanti vacanaseso.	8	
PA_tika-abh05_t:8_7	Kuto pakaraṇa-saddo labbhatīti āha “sattannaṃ pakaraṇānaṃ kamena vaṇṇanāya pavattattā”ti.	8	
PA_tika-abh05_t:8_8	Tena yojanaṃ katvāti tena pakaraṇa-saddena “dhātukathāva pakaraṇaṃ dhātukathāpakaraṇa”nti	8	
PA_tika-abh05_t:8_9	yojanaṃ katvā. Taṃ dīpananti taṃ dhātukathāpakaraṇassa atthadīpanaṃ, atthadīpanākārena	8	
PA_tika-abh05_t:8_10	pavattaṃ vaṇṇanaṃ. “Atthaṃ dīpayissāmī”ti vatvā “taṃ suṇāthā”ti vadanto sotadvārānusārena	81	
PA_tika-abh05_t:8_11	tattha upadhāraṇe niyojetīti āha “taṃdīpanavacanasavanena upadhārethāti attho”ti.	81	
PA_tika-abh05_t:9	Ganthārambhavaṇṇanā niṭṭhitā.	0	
PA_tika-abh05_t:10	1. Mātikāvaṇṇanā	1	
PA_tika-abh05_t:11	1. Nayamātikāvaṇṇanā	1	
PA_tika-abh05_t:12_0	1. Cuddasavidhenāti cuddasappakārena, cuddasahi padehīti attho. Tattha “saṅgaho asaṅgaho”ti	12	
PA_tika-abh05_t:12_1	idamekaṃ padaṃ, tathā “sampayogo vippayogo”ti. “Saṅgahitena sampayuttaṃ vippayutta”ntiādīni	12	
PA_tika-abh05_t:12_2	pana tīṇi tīṇi padāni ekekaṃ padaṃ. Itaresu padavibhāgo suviññeyyova. Etehīti saṅgahādippakārehi.	12	
PA_tika-abh05_t:12_3	Nayanaṃ pāpanaṃ, taṃ pana pavattanaṃ ñāpanañca hotīti “pavattīyati ñāyantī”ti ca	12	
PA_tika-abh05_t:12_4	dvidhāpi attho vutto. Nayā eva uddisiyamānā mātikā. Atthadvayepi pavattanañāṇakiriyānaṃ	12	
PA_tika-abh05_t:12_5	karaṇabhāvena saṅgahādippakārā nayāti vuttā. Tenāha aṭṭhakathāyaṃ “iminā saṅgahādikena	12	
PA_tika-abh05_t:12_6	nayenā”ti. Padānanti atthadīpakānaṃ vacanānaṃ. Pajjati etena atthoti hi padaṃ. Padānanti	12	
PA_tika-abh05_t:12_7	ca saṃsāmisambandhe sāmivacanaṃ, pakaraṇassāti pana avayavāvayavīsambandhe.	12	
PA_tika-abh05_t:13	2. Abbhantaramātikāvaṇṇanā	1	
PA_tika-abh05_t:14_0	2. Tadatthānīti paṭiccasamuppādatthāni. Paṭicca samuppajjati saṅkhārādikaṃ etasmāti	14	
PA_tika-abh05_t:14_1	hi paṭiccasamuppādo, paccekaṃ avijjādiko paccayadhammo. Tathā hi vuttaṃ saṅkhārapiṭake	14	
PA_tika-abh05_t:14_2	“dvādasa paccayā, dvādasa paṭiccasamuppādā”ti. Tesanti khandhādīnaṃ. Tathādassitānanti	14	
PA_tika-abh05_t:14_3	gaṇanuddesavibhāgamattena dassitānaṃ. Kasmā panettha paṭiccasamuppādo dvādasabhāveneva	14	
PA_tika-abh05_t:14_4	gahito, nanu tattha bhavo kammabhavādibhedena, sokādayo ca sarūpatoyeva idha pāḷiyaṃ	14	
PA_tika-abh05_t:14_5	gahitāti codanaṃ sandhāyāha “tatthā”tiādi. Tattha tatthāti tasmiṃ “pañcavīsādhikena	14	
PA_tika-abh05_t:14_6	padasatenā”ti evaṃ vutte aṭṭhakathāvacane. Kammabhavassa bhāvanabhāvena, upapattibhavassa	14	
PA_tika-abh05_t:14_7	bhavanabhāvena. Padatthato pana kammabhavo bhavati etasmāti bhavo, itaro bhavati,	14	
PA_tika-abh05_t:14_8	bhavanaṃ vāti. Tannidānadukkhabhāvenāti jarāmaraṇanidānadukkhabhāvena.	14	
PA_tika-abh05_t:15_0	“Sabbāpi dhammasaṅgaṇī dhātukathāya mātikā”ti idampi dhātukathāya mātikākittanamevāti	15	
PA_tika-abh05_t:15_1	“sabbāpi…pe… mātikāti ayaṃ dhātukathāmātikāto bahiddhā vuttā”ti vacanaṃ asambhāvento	15	
PA_tika-abh05_t:15_2	“atha vā”tiādimāha. Pakaraṇantaragatā vuttā dhātukathāya mātikābhāvenāti attho. Kāmañcettha	15	
PA_tika-abh05_t:15_3	mātikābhāvena vuttā, pakaraṇantaragatattā pana aññato gahetabbarūpā ito bahibhūtā	15	
PA_tika-abh05_t:15_4	nāma honti, sarūpato gahitāva pañcakkhandhātiādikā abbhantarā. Tenāha “sarūpato dassetvā	15	
PA_tika-abh05_t:15_5	ṭhapitattā”ti. Mātikāya asaṅgahitattāti mātikāya sarūpena asaṅgahitattā, na aññathā.	15	
PA_tika-abh05_t:15_6	Na hi mātikāya asaṅgahito koci padattho atthi. Vikiṇṇabhāvenāti khandhavibhaṅgādīsu	15	
PA_tika-abh05_t:15_7	visuṃ visuṃ kiṇṇabhāvena visaṭabhāvena.	15	
PA_tika-abh05_t:16	3. Nayamukhamātikāvaṇṇanā	1	
