segmentnr	original	folio	analyzed
PA_pv_13:0.1	Petavatthu	0	
PA_pv_13:0.2	Ubbarivagga	0	
PA_pv_13:0.3	1. Saṁsāramocakapetivatthu	0	
PA_pv_13:1.1	“Naggā dubbaṇṇarūpāsi,	1	
PA_pv_13:1.2	kisā dhamanisanthatā;	1	
PA_pv_13:1.3	Upphāsulike kisike,	1	
PA_pv_13:1.4	kā nu tvaṁ idha tiṭṭhasī”ti.	1	
PA_pv_13:2.1	“Ahaṁ bhadante petīmhi,	2	
PA_pv_13:2.2	duggatā yamalokikā;	2	
PA_pv_13:2.3	Pāpakammaṁ karitvāna,	2	
PA_pv_13:2.4	petalokaṁ ito gatā”ti.	2	
PA_pv_13:3.1	“Kiṁ nu kāyena vācāya,	3	
PA_pv_13:3.2	manasā dukkaṭaṁ kataṁ;	3	
PA_pv_13:3.3	Kissa kammavipākena,	3	
PA_pv_13:3.4	petalokaṁ ito gatā”ti.	3	
PA_pv_13:4.1	“Anukampakā mayhaṁ nāhesuṁ bhante,	4	
PA_pv_13:4.2	Pitā ca mātā athavāpi ñātakā;	4	
PA_pv_13:4.3	Ye maṁ niyojeyyuṁ dadāhi dānaṁ,	4	
PA_pv_13:4.4	Pasannacittā samaṇabrāhmaṇānaṁ.	4	
PA_pv_13:5.1	Ito ahaṁ vassasatāni pañca,	5	
PA_pv_13:5.2	Yaṁ evarūpā vicarāmi naggā;	5	
PA_pv_13:5.3	Khudāya taṇhāya ca khajjamānā,	5	
PA_pv_13:5.4	Pāpassa kammassa phalaṁ mamedaṁ.	5	
PA_pv_13:6.1	Vandāmi taṁ ayya pasannacittā,	6	
PA_pv_13:6.2	Anukampa maṁ vīra mahānubhāva;	6	
PA_pv_13:6.3	Datvā ca me ādisa yaṁ hi kiñci,	6	
PA_pv_13:6.4	Mocehi maṁ duggatiyā bhadante”ti.	6	
PA_pv_13:7.1	Sādhūti so paṭissutvā,	7	
PA_pv_13:7.2	sāriputtonukampako;	7	
PA_pv_13:7.3	Bhikkhūnaṁ ālopaṁ datvā,	7	
PA_pv_13:7.4	pāṇimattañca coḷakaṁ;	7	
PA_pv_13:7.5	Thālakassa ca pānīyaṁ,	7	
PA_pv_13:7.6	tassā dakkhiṇamādisi.	7	
PA_pv_13:8.1	Samanantarānuddiṭṭhe,	8	
PA_pv_13:8.2	vipāko udapajjatha;	8	
PA_pv_13:8.3	Bhojanacchādanapānīyaṁ,	8	
PA_pv_13:8.4	dakkhiṇāya idaṁ phalaṁ.	8	
PA_pv_13:9.1	Tato suddhā sucivasanā,	9	
PA_pv_13:9.2	kāsikuttamadhārinī;	9	
PA_pv_13:9.3	Vicittavatthābharaṇā,	9	
PA_pv_13:9.4	sāriputtaṁ upasaṅkami.	9	
PA_pv_13:10.1	“Abhikkantena vaṇṇena,	10	
PA_pv_13:10.2	yā tvaṁ tiṭṭhasi devate;	10	
PA_pv_13:10.3	Obhāsentī disā sabbā,	10	
PA_pv_13:10.4	osadhī viya tārakā.	10	
PA_pv_13:11.1	Kena te tādiso vaṇṇo,	11	
PA_pv_13:11.2	kena te idha mijjhati;	11	
PA_pv_13:11.3	Uppajjanti ca te bhogā,	11	
