segmentnr	original	analyzed
PA_mil_3.7.14:0.1	Milindapañha	milindapañha 
PA_mil_3.7.14:0.2	Arūpadhammavavatthānavagga	arūpa dhamma vavatthāna vagga 
PA_mil_3.7.14:0.3	14. Sukhumapañha	sukhuma pañha 
PA_mil_3.7.14:1.1	Rājā āha—	rājā āha 
PA_mil_3.7.14:1.2	“bhante nāgasena, sakkā sabbaṁ sukhumaṁ chinditun”ti?	bhante nāgasena sakkā sabbam sukhumam chinditun ti 
PA_mil_3.7.14:1.3	“Āma, mahārāja, sakkā sabbaṁ sukhumaṁ chinditun”ti.	āma mahā rāja sakkā sabbam sukhumam chinditun ti 
PA_mil_3.7.14:1.4	“Kiṁ pana, bhante, sabbaṁ sukhuman”ti?	kim pana bhante sabbam sukhumanti 
PA_mil_3.7.14:1.5	“Dhammo kho, mahārāja, sabbasukhumo, na kho, mahārāja, dhammā sabbe sukhumā, ‘sukhuman’ti vā ‘thūlan’ti vā dhammānametamadhivacanaṁ.	dhammaḥ kho mahā rāja sabba sukhumaḥ na kho mahā rāja dhammā sabbe sukhumā sukhumanti vā thūlanti vā dhammānam etam adhivacana 
PA_mil_3.7.14:1.6	Yaṁ kiñci chinditabbaṁ, sabbaṁ taṁ paññāya chindati, natthi dutiyaṁ paññāya chedanan”ti.	yam kiñci sabbam tam paññāya chindati na atthi dutiyam paññāya chedanan ti 
PA_mil_3.7.14:2.1	“Kallosi, bhante nāgasenā”ti.	kallosi bhante nāgasena ati 
PA_mil_3.7.14:3.1	Sukhumapañho cuddasamo.	sukhuma pañhaḥ cuddasamaḥ 
