segmentnr	original	folio	analyzed
PA_kp_1:0.1	Khuddakapāṭha 1	0	
PA_kp_1:0.2	Saraṇattaya	0	
PA_kp_1:1.1	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	1	
PA_kp_1:2.1	Buddhaṁ saraṇaṁ gacchāmi,	2	
PA_kp_1:2.2	Dhammaṁ saraṇaṁ gacchāmi,	2	
PA_kp_1:2.3	Saṅghaṁ saraṇaṁ gacchāmi.	2	
PA_kp_1:3.1	Dutiyampi buddhaṁ saraṇaṁ gacchāmi,	3	
PA_kp_1:3.2	Dutiyampi dhammaṁ saraṇaṁ gacchāmi,	3	
PA_kp_1:3.3	Dutiyampi saṅghaṁ saraṇaṁ gacchāmi.	3	
PA_kp_1:4.1	Tatiyampi buddhaṁ saraṇaṁ gacchāmi,	4	
PA_kp_1:4.2	Tatiyampi dhammaṁ saraṇaṁ gacchāmi,	4	
PA_kp_1:4.3	Tatiyampi saṅghaṁ saraṇaṁ gacchāmi.	4	
PA_kp_1:5.1	Saraṇattayaṁ.	5	
