segmentnr	original	folio	analyzed
PA_cp_22:0.1	Cariyāpiṭaka	0	
PA_cp_22:0.2	Yudhañjayavagga	0	
PA_cp_22:0.3	Nekkhammapāramī 2	0	
PA_cp_22:0.4	Somanassacariya	0	
PA_cp_22:1.1	“Punāparaṁ yadā homi,	1	
PA_cp_22:1.2	indapatthe puruttame;	1	
PA_cp_22:1.3	Kāmito dayito putto,	1	
PA_cp_22:1.4	somanassoti vissuto.	1	
PA_cp_22:2.1	Sīlavā guṇasampanno,	2	
PA_cp_22:2.2	kalyāṇapaṭibhānavā;	2	
PA_cp_22:2.3	Vuḍḍhāpacāyī hirīmā,	2	
PA_cp_22:2.4	saṅgahesu ca kovido.	2	
PA_cp_22:3.1	Tassa rañño patikaro,	3	
PA_cp_22:3.2	ahosi kuhakatāpaso;	3	
PA_cp_22:3.3	Ārāmaṁ mālāvacchañca,	3	
PA_cp_22:3.4	ropayitvāna jīvati.	3	
PA_cp_22:4.1	Tamahaṁ disvāna kuhakaṁ,	4	
PA_cp_22:4.2	thusarāsiṁva ataṇḍulaṁ;	4	
PA_cp_22:4.3	Dumaṁva anto susiraṁ,	4	
PA_cp_22:4.4	kadaliṁva asārakaṁ.	4	
PA_cp_22:5.1	Natthimassa sataṁ dhammo,	5	
PA_cp_22:5.2	sāmaññāpagato ayaṁ;	5	
PA_cp_22:5.3	Hirīsukkadhammajahito,	5	
PA_cp_22:5.4	jīvitavuttikāraṇā.	5	
PA_cp_22:6.1	Kupito ahu paccanto,	6	
PA_cp_22:6.2	aṭavīhi parantihi;	6	
PA_cp_22:6.3	Taṁ nisedhetuṁ gacchanto,	6	
PA_cp_22:6.4	anusāsi pitā mamaṁ.	6	
PA_cp_22:7.1	‘Mā pamajji tuvaṁ tāta,	7	
PA_cp_22:7.2	jaṭilaṁ uggatāpanaṁ;	7	
PA_cp_22:7.3	Yadicchakaṁ pavattehi,	7	
PA_cp_22:7.4	sabbakāmadado hi so’.	7	
PA_cp_22:8.1	Tamahaṁ gantvānupaṭṭhānaṁ,	8	
PA_cp_22:8.2	Idaṁ vacanamabraviṁ;	8	
PA_cp_22:8.3	‘Kacci te gahapati kusalaṁ,	8	
PA_cp_22:8.4	Kiṁ vā te āharīyatu’.	8	
PA_cp_22:9.1	Tena so kupito āsi,	9	
PA_cp_22:9.2	kuhako mānanissito;	9	
PA_cp_22:9.3	‘Ghātāpemi tuvaṁ ajja,	9	
PA_cp_22:9.4	raṭṭhā pabbājayāmi vā’.	9	
PA_cp_22:10.1	Nisedhayitvā paccantaṁ,	10	
PA_cp_22:10.2	rājā kuhakamabravi;	10	
PA_cp_22:10.3	‘Kacci te bhante khamanīyaṁ,	10	
PA_cp_22:10.4	sammāno te pavattito’.	10	
PA_cp_22:11.1	Tassa ācikkhatī pāpo,	11	
PA_cp_22:11.2	kumāro yathā nāsiyo;	11	
PA_cp_22:11.3	Tassa taṁ vacanaṁ sutvā,	11	
PA_cp_22:11.4	āṇāpesi mahīpati.	11	
PA_cp_22:12.1	‘Sīsaṁ tattheva chinditvā,	12	
PA_cp_22:12.2	katvāna catukhaṇḍikaṁ;	12	
PA_cp_22:12.3	Rathiyā rathiyaṁ dassetha,	12	
PA_cp_22:12.4	sā gati jaṭilahīḷitā’.	12	
PA_cp_22:13.1	Tattha kāraṇikā gantvā,	13	
PA_cp_22:13.2	caṇḍā luddā akāruṇā;	13	
PA_cp_22:13.3	Mātu aṅke nisinnassa,	13	
PA_cp_22:13.4	ākaḍḍhitvā nayanti maṁ.	13	
PA_cp_22:14.1	Tesāhaṁ evamavacaṁ,	14	
PA_cp_22:14.2	bandhataṁ gāḷhabandhanaṁ;	14	
PA_cp_22:14.3	‘Rañño dassetha maṁ khippaṁ,	14	
PA_cp_22:14.4	rājakiriyāni atthi me’.	14	
PA_cp_22:15.1	Te maṁ rañño dassayiṁsu,	15	
PA_cp_22:15.2	pāpassa pāpasevino;	15	
PA_cp_22:15.3	Disvāna taṁ saññāpesiṁ,	15	
PA_cp_22:15.4	mamañca vasamānayiṁ.	15	
PA_cp_22:16.1	So maṁ tattha khamāpesi,	16	
PA_cp_22:16.2	mahārajjamadāsi me;	16	
PA_cp_22:16.3	Sohaṁ tamaṁ dālayitvā,	16	
PA_cp_22:16.4	pabbajiṁ anagāriyaṁ.	16	
PA_cp_22:17.1	Na me dessaṁ mahārajjaṁ,	17	
PA_cp_22:17.2	kāmabhogo na dessiyo;	17	
PA_cp_22:17.3	Sabbaññutaṁ piyaṁ mayhaṁ,	17	
PA_cp_22:17.4	tasmā rajjaṁ pariccajin”ti.	17	
PA_cp_22:18.1	Somanassacariyaṁ dutiyaṁ.	18	
