segmentnr	original	folio	analyzed
PA_mn_9:0.1	Majjhima Nikāya 9	0	
PA_mn_9:0.2	Sammādiṭṭhisutta	0	
PA_mn_9:1.1	Evaṁ me sutaṁ—	1	
PA_mn_9:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_9:1.3	Tatra kho āyasmā sāriputto bhikkhū āmantesi:	1	
PA_mn_9:1.4	“āvuso bhikkhave”ti.	1	
PA_mn_9:1.5	“Āvuso”ti kho te bhikkhū āyasmato sāriputtassa paccassosuṁ.	1	
PA_mn_9:1.6	Āyasmā sāriputto etadavoca:	1	
PA_mn_9:2.1	“‘Sammādiṭṭhi sammādiṭṭhī’ti, āvuso, vuccati.	2	
PA_mn_9:2.2	Kittāvatā nu kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti?	2	
PA_mn_9:2.3	“Dūratopi kho mayaṁ, āvuso, āgaccheyyāma āyasmato sāriputtassa santike etassa bhāsitassa atthamaññātuṁ.	2	
PA_mn_9:2.4	Sādhu vatāyasmantaṁyeva sāriputtaṁ paṭibhātu etassa bhāsitassa attho.	2	
PA_mn_9:2.5	Āyasmato sāriputtassa sutvā bhikkhū dhāressantī”ti.	2	
PA_mn_9:2.6	“Tena hi, āvuso, suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti.	2	
PA_mn_9:2.7	“Evamāvuso”ti kho te bhikkhū āyasmato sāriputtassa paccassosuṁ.	2	
PA_mn_9:2.8	Āyasmā sāriputto etadavoca:	2	
PA_mn_9:3.1	“Yato kho, āvuso, ariyasāvako akusalañca pajānāti, akusalamūlañca pajānāti, kusalañca pajānāti, kusalamūlañca pajānāti—	3	
PA_mn_9:3.2	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhammaṁ.	3	
PA_mn_9:4.1	Katamaṁ panāvuso, akusalaṁ, katamaṁ akusalamūlaṁ, katamaṁ kusalaṁ, katamaṁ kusalamūlaṁ?	4	
PA_mn_9:4.2_0	Pāṇātipāto kho, āvuso, akusalaṁ, adinnādānaṁ akusalaṁ, kāmesumicchācāro akusalaṁ,	4	
PA_mn_9:4.2_1	musāvādo akusalaṁ, pisuṇā vācā akusalaṁ, pharusā vācā akusalaṁ, samphappalāpo akusalaṁ,	4	
PA_mn_9:4.2_2	abhijjhā akusalaṁ, byāpādo akusalaṁ, micchādiṭṭhi akusalaṁ—	4	
PA_mn_9:4.3	idaṁ vuccatāvuso akusalaṁ.	4	
PA_mn_9:5.1	Katamañcāvuso, akusalamūlaṁ?	5	
PA_mn_9:5.2	Lobho akusalamūlaṁ, doso akusalamūlaṁ, moho akusalamūlaṁ—	5	
PA_mn_9:5.3	idaṁ vuccatāvuso, akusalamūlaṁ.	5	
PA_mn_9:6.1	Katamañcāvuso, kusalaṁ?	6	
PA_mn_9:6.2_0	Pāṇātipātā veramaṇī kusalaṁ, adinnādānā veramaṇī kusalaṁ, kāmesumicchācārā veramaṇī	6	
PA_mn_9:6.2_1	kusalaṁ, musāvādā veramaṇī kusalaṁ, pisuṇāya vācāya veramaṇī kusalaṁ, pharusāya vācāya	6	
PA_mn_9:6.2_2	veramaṇī kusalaṁ, samphappalāpā veramaṇī kusalaṁ, anabhijjhā kusalaṁ, abyāpādo kusalaṁ,	6	
PA_mn_9:6.2_3	sammādiṭṭhi kusalaṁ—	6	
PA_mn_9:6.3	idaṁ vuccatāvuso, kusalaṁ.	6	
PA_mn_9:7.1	Katamañcāvuso, kusalamūlaṁ?	7	
PA_mn_9:7.2	Alobho kusalamūlaṁ, adoso kusalamūlaṁ, amoho kusalamūlaṁ—	7	
PA_mn_9:7.3	idaṁ vuccatāvuso, kusalamūlaṁ.	7	
PA_mn_9:8.1_0	Yato kho, āvuso, ariyasāvako evaṁ akusalaṁ pajānāti, evaṁ akusalamūlaṁ pajānāti,	8	
PA_mn_9:8.1_1	evaṁ kusalaṁ pajānāti, evaṁ kusalamūlaṁ pajānāti, so sabbaso rāgānusayaṁ pahāya,	8	
PA_mn_9:8.1_2	paṭighānusayaṁ paṭivinodetvā, ‘asmī’ti diṭṭhimānānusayaṁ samūhanitvā, avijjaṁ pahāya	8	
PA_mn_9:8.1_3	vijjaṁ uppādetvā, diṭṭheva dhamme dukkhassantakaro hoti—	8	
PA_mn_9:8.2	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti.	8	
PA_mn_9:9.1	“Sādhāvuso”ti kho te bhikkhū āyasmato sāriputtassa bhāsitaṁ abhinanditvā anumoditvā āyasmantaṁ sāriputtaṁ uttari pañhaṁ apucchuṁ:	9	
PA_mn_9:9.2	“siyā panāvuso, aññopi pariyāyo yathā ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti?	9	
PA_mn_9:10.1	“Siyā, āvuso.	10	
PA_mn_9:10.2	Yato kho, āvuso, ariyasāvako āhārañca pajānāti, āhārasamudayañca pajānāti, āhāranirodhañca pajānāti, āhāranirodhagāminiṁ paṭipadañca pajānāti—	10	
PA_mn_9:10.3	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhammaṁ.	10	
PA_mn_9:11.1	Katamo panāvuso, āhāro, katamo āhārasamudayo, katamo āhāranirodho, katamā āhāranirodhagāminī paṭipadā?	11	
PA_mn_9:11.2	Cattārome, āvuso, āhārā bhūtānaṁ vā sattānaṁ ṭhitiyā, sambhavesīnaṁ vā anuggahāya.	11	
PA_mn_9:11.3	Katame cattāro?	11	
PA_mn_9:11.4	Kabaḷīkāro āhāro oḷāriko vā sukhumo vā, phasso dutiyo, manosañcetanā tatiyā, viññāṇaṁ catutthaṁ.	11	
PA_mn_9:11.5	Taṇhāsamudayā āhārasamudayo, taṇhānirodhā āhāranirodho, ayameva ariyo aṭṭhaṅgiko maggo āhāranirodhagāminī paṭipadā, seyyathidaṁ—	11	
PA_mn_9:11.6	sammādiṭṭhi sammāsaṅkappo sammāvācā sammākammanto, sammāājīvo sammāvāyāmo sammāsati sammāsamādhi.	11	
PA_mn_9:12.1_0	Yato kho, āvuso, ariyasāvako evaṁ āhāraṁ pajānāti, evaṁ āhārasamudayaṁ pajānāti,	12	
PA_mn_9:12.1_1	evaṁ āhāranirodhaṁ pajānāti, evaṁ āhāranirodhagāminiṁ paṭipadaṁ pajānāti, so sabbaso	12	
PA_mn_9:12.1_2	rāgānusayaṁ pahāya, paṭighānusayaṁ paṭivinodetvā, ‘asmī’ti diṭṭhimānānusayaṁ samūhanitvā,	12	
PA_mn_9:12.1_3	avijjaṁ pahāya vijjaṁ uppādetvā, diṭṭheva dhamme dukkhassantakaro hoti—	12	
PA_mn_9:12.2	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti.	12	
PA_mn_9:13.1	“Sādhāvuso”ti kho te bhikkhū āyasmato sāriputtassa bhāsitaṁ abhinanditvā anumoditvā āyasmantaṁ sāriputtaṁ uttari pañhaṁ apucchuṁ:	13	
PA_mn_9:13.2	“siyā panāvuso, aññopi pariyāyo yathā ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti?	13	
PA_mn_9:14-18.1	“Siyā, āvuso.	14-18	
PA_mn_9:14-18.2	Yato kho, āvuso, ariyasāvako dukkhañca pajānāti, dukkhasamudayañca pajānāti, dukkhanirodhañca pajānāti, dukkhanirodhagāminiṁ paṭipadañca pajānāti—	14-18	
PA_mn_9:14-18.3	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhammaṁ.	14-18	
PA_mn_9:14-18.4	Katamaṁ panāvuso, dukkhaṁ, katamo dukkhasamudayo, katamo dukkhanirodho, katamā dukkhanirodhagāminī paṭipadā?	14-18	
PA_mn_9:14-18.5_0	Jātipi dukkhā, jarāpi dukkhā, maraṇampi dukkhaṁ, sokaparidevadukkhadomanassupāyāsāpi	14-18	
PA_mn_9:14-18.5_1	dukkhā, appiyehi sampayogopi dukkho, piyehi vippayogopi dukkho, yampicchaṁ na labhati	14-18	
PA_mn_9:14-18.5_2	tampi dukkhaṁ, saṅkhittena pañcupādānakkhandhā dukkhā—	14-18	
PA_mn_9:14-18.6	idaṁ vuccatāvuso, dukkhaṁ.	14-18	
PA_mn_9:14-18.7	Katamo cāvuso, dukkhasamudayo?	14-18	
PA_mn_9:14-18.8	Yāyaṁ taṇhā ponobbhavikā nandīrāgasahagatā tatratatrābhinandinī, seyyathidaṁ—	14-18	
PA_mn_9:14-18.9	kāmataṇhā bhavataṇhā vibhavataṇhā—	14-18	
PA_mn_9:14-18.10	ayaṁ vuccatāvuso, dukkhasamudayo.	14-18	
PA_mn_9:14-18.11	Katamo cāvuso, dukkhanirodho?	14-18	
PA_mn_9:14-18.12	Yo tassāyeva taṇhāya asesavirāganirodho cāgo paṭinissaggo mutti anālayo—	14-18	
PA_mn_9:14-18.13	ayaṁ vuccatāvuso, dukkhanirodho.	14-18	
PA_mn_9:14-18.14	Katamā cāvuso, dukkhanirodhagāminī paṭipadā?	14-18	
PA_mn_9:14-18.15	Ayameva ariyo aṭṭhaṅgiko maggo, seyyathidaṁ—	14-18	
PA_mn_9:14-18.16	sammādiṭṭhi …pe… sammāsamādhi—	14-18	
PA_mn_9:14-18.17	ayaṁ vuccatāvuso, dukkhanirodhagāminī paṭipadā.	14-18	
PA_mn_9:19.1_0	Yato kho, āvuso, ariyasāvako evaṁ dukkhaṁ pajānāti, evaṁ dukkhasamudayaṁ pajānāti,	19	
PA_mn_9:19.1_1	evaṁ dukkhanirodhaṁ pajānāti, evaṁ dukkhanirodhagāminiṁ paṭipadaṁ pajānāti, so sabbaso	19	
PA_mn_9:19.1_2	rāgānusayaṁ pahāya, paṭighānusayaṁ paṭivinodetvā, ‘asmī’ti diṭṭhimānānusayaṁ samūhanitvā,	19	
PA_mn_9:19.1_3	avijjaṁ pahāya vijjaṁ uppādetvā, diṭṭheva dhamme dukkhassantakaro hoti—	19	
PA_mn_9:19.2	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti.	19	
PA_mn_9:20.1	“Sādhāvuso”ti kho te bhikkhū āyasmato sāriputtassa bhāsitaṁ abhinanditvā anumoditvā āyasmantaṁ sāriputtaṁ uttari pañhaṁ apucchuṁ:	20	
PA_mn_9:20.2	“siyā panāvuso, aññopi pariyāyo yathā ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti?	20	
PA_mn_9:21-22.1	“Siyā, āvuso.	21-22	
PA_mn_9:21-22.2	Yato kho, āvuso, ariyasāvako jarāmaraṇañca pajānāti, jarāmaraṇasamudayañca pajānāti, jarāmaraṇanirodhañca pajānāti, jarāmaraṇanirodhagāminiṁ paṭipadañca pajānāti—	21-22	
PA_mn_9:21-22.3	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhammaṁ.	21-22	
PA_mn_9:21-22.4	Katamaṁ panāvuso, jarāmaraṇaṁ, katamo jarāmaraṇasamudayo, katamo jarāmaraṇanirodho, katamā jarāmaraṇanirodhagāminī paṭipadā?	21-22	
PA_mn_9:21-22.5	Yā tesaṁ tesaṁ sattānaṁ tamhi tamhi sattanikāye jarā jīraṇatā khaṇḍiccaṁ pāliccaṁ valittacatā āyuno saṁhāni indriyānaṁ paripāko—	21-22	
PA_mn_9:21-22.6	ayaṁ vuccatāvuso, jarā.	21-22	
PA_mn_9:21-22.7	Katamañcāvuso, maraṇaṁ?	21-22	
PA_mn_9:21-22.8	Yā tesaṁ tesaṁ sattānaṁ tamhā tamhā sattanikāyā cuti cavanatā bhedo antaradhānaṁ maccu maraṇaṁ kālaṅkiriyā khandhānaṁ bhedo, kaḷevarassa nikkhepo, jīvitindriyassupacchedo—	21-22	
PA_mn_9:21-22.9	idaṁ vuccatāvuso, maraṇaṁ.	21-22	
PA_mn_9:21-22.10	Iti ayañca jarā idañca maraṇaṁ—	21-22	
PA_mn_9:21-22.11	idaṁ vuccatāvuso, jarāmaraṇaṁ.	21-22	
PA_mn_9:21-22.12	Jātisamudayā jarāmaraṇasamudayo, jātinirodhā jarāmaraṇanirodho, ayameva ariyo aṭṭhaṅgiko maggo jarāmaraṇanirodhagāminī paṭipadā, seyyathidaṁ—	21-22	
PA_mn_9:21-22.13	sammādiṭṭhi …pe… sammāsamādhi.	21-22	
PA_mn_9:23.1_0	Yato kho, āvuso, ariyasāvako evaṁ jarāmaraṇaṁ pajānāti, evaṁ jarāmaraṇasamudayaṁ	23	
PA_mn_9:23.1_1	pajānāti, evaṁ jarāmaraṇanirodhaṁ pajānāti, evaṁ jarāmaraṇanirodhagāminiṁ paṭipadaṁ	23	
PA_mn_9:23.1_2	pajānāti, so sabbaso rāgānusayaṁ pahāya …pe… dukkhassantakaro hoti—	23	
PA_mn_9:23.2	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhamman”ti.	23	
PA_mn_9:24-26.1	“Sādhāvuso”ti kho …pe… apucchuṁ—	24-26	
PA_mn_9:24-26.2	siyā panāvuso …pe…	24-26	
PA_mn_9:24-26.3	“siyā, āvuso.	24-26	
PA_mn_9:24-26.4	Yato kho, āvuso, ariyasāvako jātiñca pajānāti, jātisamudayañca pajānāti, jātinirodhañca pajānāti, jātinirodhagāminiṁ paṭipadañca pajānāti—	24-26	
PA_mn_9:24-26.5	ettāvatāpi kho, āvuso, ariyasāvako sammādiṭṭhi hoti, ujugatāssa diṭṭhi, dhamme aveccappasādena samannāgato, āgato imaṁ saddhammaṁ.	24-26	
PA_mn_9:24-26.6	Katamā panāvuso, jāti, katamo jātisamudayo, katamo jātinirodho, katamā jātinirodhagāminī paṭipadā?	24-26	
PA_mn_9:24-26.7	Yā tesaṁ tesaṁ sattānaṁ tamhi tamhi sattanikāye jāti sañjāti okkanti abhinibbatti khandhānaṁ pātubhāvo, āyatanānaṁ paṭilābho—	24-26	
PA_mn_9:24-26.8	ayaṁ vuccatāvuso, jāti.	24-26	
