segmentnr	original	folio	analyzed
PA_thag_4.10:0.1	Theragāthā 4.10	0	
PA_thag_4.10:0.2	Catukkanipāta	0	
PA_thag_4.10:0.3	Paṭhamavagga	0	
PA_thag_4.10:0.4	Dhammikattheragāthā	0	
PA_thag_4.10:1.1	“Dhammo have rakkhati dhammacāriṁ,	1	
PA_thag_4.10:1.2	Dhammo suciṇṇo sukhamāvahati;	1	
PA_thag_4.10:1.3	Esānisaṁso dhamme suciṇṇe,	1	
PA_thag_4.10:1.4	Na duggatiṁ gacchati dhammacārī.	1	
PA_thag_4.10:2.1	Na hi dhammo adhammo ca,	2	
PA_thag_4.10:2.2	ubho samavipākino;	2	
PA_thag_4.10:2.3	Adhammo nirayaṁ neti,	2	
PA_thag_4.10:2.4	dhammo pāpeti suggatiṁ.	2	
PA_thag_4.10:3.1	Tasmā hi dhammesu kareyya chandaṁ,	3	
PA_thag_4.10:3.2	Iti modamāno sugatena tādinā;	3	
PA_thag_4.10:3.3	Dhamme ṭhitā sugatavarassa sāvakā,	3	
PA_thag_4.10:3.4	Nīyanti dhīrā saraṇavaraggagāmino”.	3	
PA_thag_4.10:4.1	“Vipphoṭito gaṇḍamūlo,	4	
PA_thag_4.10:4.2	Taṇhājālo samūhato;	4	
PA_thag_4.10:4.3	So khīṇasaṁsāro na catthi kiñcanaṁ,	4	
PA_thag_4.10:4.4	Cando yathā dosinā puṇṇamāsiyan”ti.	4	
PA_thag_4.10:4.5	… Dhammiko thero ….	4	
