segmentnr	original	folio	analyzed
PA_mn_39:0.1	Majjhima Nikāya 39	0	
PA_mn_39:0.2	Mahāassapurasutta	0	
PA_mn_39:1.1	Evaṁ me sutaṁ—	1	
PA_mn_39:1.2	ekaṁ samayaṁ bhagavā aṅgesu viharati assapuraṁ nāma aṅgānaṁ nigamo.	1	
PA_mn_39:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_39:1.4	“bhikkhavo”ti.	1	
PA_mn_39:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_39:1.6	Bhagavā etadavoca:	1	
PA_mn_39:2.1	“Samaṇā samaṇāti vo, bhikkhave, jano sañjānāti.	2	
PA_mn_39:2.2	Tumhe ca pana ‘ke tumhe’ti puṭṭhā samānā ‘samaṇāmhā’ti paṭijānātha;	2	
PA_mn_39:2.3_0	tesaṁ vo, bhikkhave, evaṁsamaññānaṁ sataṁ evaṁpaṭiññānaṁ sataṁ ‘ye dhammā samaṇakaraṇā	2	
PA_mn_39:2.3_1	ca brāhmaṇakaraṇā ca te dhamme samādāya vattissāma, evaṁ no ayaṁ amhākaṁ samaññā	2	
PA_mn_39:2.3_2	ca saccā bhavissati paṭiññā ca bhūtā.	2	
PA_mn_39:2.4_0	Yesañca mayaṁ cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhāraṁ paribhuñjāma,	2	
PA_mn_39:2.4_1	tesaṁ te kārā amhesu mahapphalā bhavissanti mahānisaṁsā, amhākañcevāyaṁ pabbajjā	2	
PA_mn_39:2.4_2	avañjhā bhavissati saphalā saudrayā’ti.	2	
PA_mn_39:2.5	Evañhi vo, bhikkhave, sikkhitabbaṁ.	2	
PA_mn_39:3.1	Katame ca, bhikkhave, dhammā samaṇakaraṇā ca brāhmaṇakaraṇā ca?	3	
PA_mn_39:3.2	‘Hirottappena samannāgatā bhavissāmā’ti evañhi vo, bhikkhave, sikkhitabbaṁ.	3	
PA_mn_39:3.3	Siyā kho pana, bhikkhave, tumhākaṁ evamassa:	3	
