segmentnr	original	folio	analyzed
PA_pv_36:0.1	Petavatthu	0	
PA_pv_36:0.2	Mahāvagga	0	
PA_pv_36:0.3	1. Ambasakkarapetavatthu	0	
PA_pv_36:1.1	Vesālī nāma nagaratthi vajjīnaṁ,	1	
PA_pv_36:1.2	Tattha ahu licchavi ambasakkaro;	1	
PA_pv_36:1.3	Disvāna petaṁ nagarassa bāhiraṁ,	1	
PA_pv_36:1.4	Tattheva pucchittha taṁ kāraṇatthiko.	1	
PA_pv_36:2.1	“Seyyā nisajjā nayimassa atthi,	2	
PA_pv_36:2.2	Abhikkamo natthi paṭikkamo ca;	2	
PA_pv_36:2.3	Asitapītakhāyitavatthabhogā,	2	
PA_pv_36:2.4	Paricārikā sāpi imassa natthi.	2	
PA_pv_36:3.1	Ye ñātakā diṭṭhasutā suhajjā,	3	
PA_pv_36:3.2	Anukampakā yassa ahesuṁ pubbe;	3	
PA_pv_36:3.3	Daṭṭhumpi te dāni na taṁ labhanti,	3	
PA_pv_36:3.4	Virājitatto hi janena tena.	3	
PA_pv_36:4.1	Na oggatattassa bhavanti mittā,	4	
PA_pv_36:4.2	Jahanti mittā vikalaṁ viditvā;	4	
PA_pv_36:4.3	Atthañca disvā parivārayanti,	4	
PA_pv_36:4.4	Bahū mittā uggatattassa honti.	4	
PA_pv_36:5.1	Nihīnatto sabbabhogehi kiccho,	5	
PA_pv_36:5.2	Sammakkhito samparibhinnagatto;	5	
PA_pv_36:5.3	Ussāvabindūva palimpamāno,	5	
PA_pv_36:5.4	Ajja suve jīvitassūparodho.	5	
PA_pv_36:6.1	Etādisaṁ uttamakicchappattaṁ,	6	
PA_pv_36:6.2	Uttāsitaṁ pucimandassa sūle;	6	
PA_pv_36:6.3	‘Atha tvaṁ kena vaṇṇena vadesi yakkha,	6	
PA_pv_36:6.4	Jīva bho jīvitameva seyyo’”ti.	6	
PA_pv_36:7.1	“Sālohito esa ahosi mayhaṁ,	7	
PA_pv_36:7.2	Ahaṁ sarāmi purimāya jātiyā;	7	
PA_pv_36:7.3	Disvā ca me kāruññamahosi rāja,	7	
PA_pv_36:7.4	Mā pāpadhammo nirayaṁ patāyaṁ.	7	
PA_pv_36:8.1	Ito cuto licchavi esa poso,	8	
PA_pv_36:8.2	Sattussadaṁ nirayaṁ ghorarūpaṁ;	8	
PA_pv_36:8.3	Upapajjati dukkaṭakammakārī,	8	
PA_pv_36:8.4	Mahābhitāpaṁ kaṭukaṁ bhayānakaṁ.	8	
PA_pv_36:9.1	Anekabhāgena guṇena seyyo,	9	
PA_pv_36:9.2	Ayameva sūlo nirayena tena;	9	
PA_pv_36:9.3	Ekantadukkhaṁ kaṭukaṁ bhayānakaṁ,	9	
PA_pv_36:9.4	Ekantatibbaṁ nirayaṁ patāyaṁ.	9	
PA_pv_36:10.1	Idañca sutvā vacanaṁ mameso,	10	
PA_pv_36:10.2	Dukkhūpanīto vijaheyya pāṇaṁ;	10	
