segmentnr	original	folio	analyzed
PA_vb_1:0.1	Vibhaṅga	0	
PA_vb_1:0.2	Khandhavibhaṅga	0	
PA_vb_1:1.0	1. Suttantabhājanīya	1	
PA_vb_1:1.1	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	1	
PA_vb_1:2.1	Pañcakkhandhā—	2	
PA_vb_1:2.2	rūpakkhandho, vedanākkhandho, saññākkhandho, saṅkhārakkhandho, viññāṇakkhandho.	2	
PA_vb_1:3.0	1.1. Rūpakkhandha	3	
PA_vb_1:3.1	Tattha katamo rūpakkhandho?	3	
PA_vb_1:3.2	Yaṁ kiñci rūpaṁ atītānāgatapaccuppannaṁ ajjhattaṁ vā bahiddhā vā oḷārikaṁ vā sukhumaṁ vā hīnaṁ vā paṇītaṁ vā yaṁ dūre santike vā, tadekajjhaṁ abhisaññūhitvā abhisaṅkhipitvā—	3	
PA_vb_1:3.3	ayaṁ vuccati rūpakkhandho.	3	
PA_vb_1:4.1	Tattha katamaṁ rūpaṁ atītaṁ?	4	
PA_vb_1:4.2_0	Yaṁ rūpaṁ atītaṁ niruddhaṁ vigataṁ vipariṇataṁ atthaṅgataṁ abbhatthaṅgataṁ uppajjitvā	4	
PA_vb_1:4.2_1	vigataṁ atītaṁ atītaṁsena saṅgahitaṁ, cattāro ca mahābhūtā catunnañca mahābhūtānaṁ upādāyarūpaṁ—	4	
PA_vb_1:4.3	idaṁ vuccati rūpaṁ atītaṁ.	4	
PA_vb_1:5.1	Tattha katamaṁ rūpaṁ anāgataṁ?	5	
PA_vb_1:5.2_0	Yaṁ rūpaṁ ajātaṁ abhūtaṁ asañjātaṁ anibbattaṁ anabhinibbattaṁ apātubhūtaṁ anuppannaṁ	5	
PA_vb_1:5.2_1	asamuppannaṁ anuṭṭhitaṁ asamuṭṭhitaṁ anāgataṁ anāgataṁsena saṅgahitaṁ, cattāro ca	5	
PA_vb_1:5.2_2	mahābhūtā catunnañca mahābhūtānaṁ upādāyarūpaṁ—	5	
PA_vb_1:5.3	idaṁ vuccati rūpaṁ anāgataṁ.	5	
PA_vb_1:6.1	Tattha katamaṁ rūpaṁ paccuppannaṁ?	6	
