segmentnr	original	folio	analyzed
PA_bi-vb_ss12:0.1	Theravāda Vinaya	0	
PA_bi-vb_ss12:0.2	Bhikkhunivibhaṅga	0	
PA_bi-vb_ss12:0.3	Saṅghādisesakaṇḍa	0	
PA_bi-vb_ss12:0.4	12. Pāpasamācārasikkhāpada	0	
PA_bi-vb_ss12:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bi-vb_ss12:1.2_0	Tena kho pana samayena thullanandāya bhikkhuniyā antevāsikā bhikkhuniyo saṁsaṭṭhā	1	
PA_bi-vb_ss12:1.2_1	viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	1	
PA_bi-vb_ss12:1.3	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_ss12:1.4	“kathañhi nāma bhikkhuniyo saṁsaṭṭhā viharissanti pāpācārā pāpasaddā pāpasilokā bhikkhunisaṅghassa vihesikā aññamaññissā vajjappaṭicchādikā”ti …pe…	1	
PA_bi-vb_ss12:1.5	“saccaṁ kira, bhikkhave, bhikkhuniyo saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā bhikkhunisaṅghassa vihesikā aññamaññissā vajjappaṭicchādikā”ti?	1	
PA_bi-vb_ss12:1.6	“Saccaṁ, bhagavā”ti.	1	
PA_bi-vb_ss12:1.7	Vigarahi buddho bhagavā …pe…	1	
PA_bi-vb_ss12:1.8	kathañhi nāma, bhikkhave, bhikkhuniyo saṁsaṭṭhā viharissanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	1	
PA_bi-vb_ss12:1.9	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	1	
PA_bi-vb_ss12:1.10	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	1	
PA_bi-vb_ss12:1.11.1	“Bhikkhuniyo paneva saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	1	
PA_bi-vb_ss12:1.12	Tā bhikkhuniyo bhikkhunīhi evamassu vacanīyā—	1	
PA_bi-vb_ss12:1.13	‘bhaginiyo kho saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā aññamaññissā vajjappaṭicchādikā.	1	
PA_bi-vb_ss12:1.14	Viviccathāyye. Vivekaññeva bhaginīnaṁ saṅgho vaṇṇetī’ti.	1	
PA_bi-vb_ss12:1.15	Evañca tā bhikkhuniyo bhikkhunīhi vuccamānā tatheva paggaṇheyyuṁ, tā bhikkhuniyo bhikkhunīhi yāvatatiyaṁ samanubhāsitabbā tassa paṭinissaggāya.	1	
PA_bi-vb_ss12:1.16	Yāvatatiyañce samanubhāsīyamānā taṁ paṭinissajjeyyuṁ, iccetaṁ kusalaṁ;	1	
PA_bi-vb_ss12:1.17	no ce paṭinissajjeyyuṁ, imāpi bhikkhuniyo yāvatatiyakaṁ dhammaṁ āpannā nissāraṇīyaṁ saṅghādisesan”ti.	1	
PA_bi-vb_ss12:2.1.1	Bhikkhuniyo panevāti	2	
PA_bi-vb_ss12:2.1.2	upasampannāyo vuccanti.	2	
PA_bi-vb_ss12:2.1.3	Saṁsaṭṭhā viharantīti	2	
PA_bi-vb_ss12:2.1.4	saṁsaṭṭhā nāma ananulomikena kāyikavācasikena saṁsaṭṭhā viharanti.	2	
PA_bi-vb_ss12:2.1.5	Pāpācārāti	2	
PA_bi-vb_ss12:2.1.6	pāpakena ācārena samannāgatā.	2	
PA_bi-vb_ss12:2.1.7	Pāpasaddāti	2	
PA_bi-vb_ss12:2.1.8	pāpakena kittisaddena abbhuggatā.	2	
PA_bi-vb_ss12:2.1.9	Pāpasilokāti	2	
PA_bi-vb_ss12:2.1.10	pāpakena micchājīvena jīvitaṁ kappenti.	2	
PA_bi-vb_ss12:2.1.11	Bhikkhunisaṅghassa vihesikāti	2	
PA_bi-vb_ss12:2.1.12	aññamaññissā kamme karīyamāne paṭikkosanti.	2	
PA_bi-vb_ss12:2.1.13	Aññamaññissā vajjappaṭicchādikāti	2	
PA_bi-vb_ss12:2.1.14	aññamaññaṁ vajjaṁ paṭicchādenti.	2	
PA_bi-vb_ss12:2.1.15	Tā bhikkhuniyoti	2	
PA_bi-vb_ss12:2.1.16	yā tā saṁsaṭṭhā bhikkhuniyo.	2	
PA_bi-vb_ss12:2.1.17	Bhikkhunīhīti	2	
PA_bi-vb_ss12:2.1.18	aññāhi bhikkhunīhi. Yā passanti yā suṇanti tāhi vattabbā—	2	
PA_bi-vb_ss12:2.1.19	“bhaginiyo kho saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	2	
PA_bi-vb_ss12:2.1.20	Viviccathāyye. Vivekaññeva bhaginīnaṁ saṅgho vaṇṇetī”ti.	2	
PA_bi-vb_ss12:2.1.21	Dutiyampi vattabbā.	2	
PA_bi-vb_ss12:2.1.22	Tatiyampi vattabbā.	2	
PA_bi-vb_ss12:2.1.23	Sace paṭinissajjanti, iccetaṁ kusalaṁ;	2	
PA_bi-vb_ss12:2.1.24	no ce paṭinissajjanti, āpatti dukkaṭassa.	2	
PA_bi-vb_ss12:2.1.25	Sutvā na vadanti, āpatti dukkaṭassa.	2	
PA_bi-vb_ss12:2.1.26	Tā bhikkhuniyo saṅghamajjhampi ākaḍḍhitvā vattabbā—	2	
PA_bi-vb_ss12:2.1.27	“bhaginiyo kho saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	2	
PA_bi-vb_ss12:2.1.28	Viviccathāyye. Vivekaññeva bhaginīnaṁ saṅgho vaṇṇetī”ti.	2	
PA_bi-vb_ss12:2.1.29	Dutiyampi vattabbā.	2	
PA_bi-vb_ss12:2.1.30	Tatiyampi vattabbā.	2	
PA_bi-vb_ss12:2.1.31	Sace paṭinissajjanti, iccetaṁ kusalaṁ;	2	
PA_bi-vb_ss12:2.1.32	no ce paṭinissajjanti, āpatti dukkaṭassa.	2	
PA_bi-vb_ss12:2.1.33	Tā bhikkhuniyo samanubhāsitabbā.	2	
PA_bi-vb_ss12:2.1.34	Evañca pana, bhikkhave, samanubhāsitabbā.	2	
PA_bi-vb_ss12:2.1.35	Byattāya bhikkhuniyā paṭibalāya saṅgho ñāpetabbo—	2	
PA_bi-vb_ss12:2.1.36	“Suṇātu me, ayye, saṅgho.	2	
PA_bi-vb_ss12:2.1.37	Itthannāmā ca itthannāmā ca bhikkhuniyo saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	2	
PA_bi-vb_ss12:2.1.38	Tā taṁ vatthuṁ na paṭinissajjanti.	2	
PA_bi-vb_ss12:2.1.39	Yadi saṅghassa pattakallaṁ, saṅgho itthannāmañca itthannāmañca bhikkhuniyo samanubhāseyya tassa vatthussa paṭinissaggāya.	2	
PA_bi-vb_ss12:2.1.40	Esā ñatti.	2	
PA_bi-vb_ss12:2.1.41	Suṇātu me, ayye, saṅgho.	2	
PA_bi-vb_ss12:2.1.42	Itthannāmā ca itthannāmā ca bhikkhuniyo saṁsaṭṭhā viharanti pāpācārā pāpasaddā pāpasilokā, bhikkhunisaṅghassa vihesikā, aññamaññissā vajjappaṭicchādikā.	2	
PA_bi-vb_ss12:2.1.43	Tā taṁ vatthuṁ na paṭinissajjanti.	2	
PA_bi-vb_ss12:2.1.44	Saṅgho itthannāmañca itthannāmañca bhikkhuniyo samanubhāsati tassa vatthussa paṭinissaggāya.	2	
PA_bi-vb_ss12:2.1.45	Yassā ayyāya khamati itthannāmāya ca itthannāmāya ca bhikkhunīnaṁ samanubhāsanā tassa vatthussa paṭinissaggāya, sā tuṇhassa;	2	
PA_bi-vb_ss12:2.1.46	yassā nakkhamati, sā bhāseyya.	2	
PA_bi-vb_ss12:2.1.47	Dutiyampi etamatthaṁ vadāmi …pe…	2	
PA_bi-vb_ss12:2.1.48	tatiyampi etamatthaṁ vadāmi …pe….	2	
PA_bi-vb_ss12:2.1.49	Samanubhaṭṭhā saṅghena, itthannāmā ca itthannāmā ca bhikkhuniyo tassa vatthussa paṭinissaggāya.	2	
PA_bi-vb_ss12:2.1.50	Khamati saṅghassa, tasmā tuṇhī, evametaṁ dhārayāmī”ti.	2	
PA_bi-vb_ss12:2.1.51	Ñattiyā dukkaṭaṁ,	2	
PA_bi-vb_ss12:2.1.52	dvīhi kammavācāhi thullaccayā,	2	
PA_bi-vb_ss12:2.1.53	kammavācāpariyosāne āpatti saṅghādisesassa.	2	
PA_bi-vb_ss12:2.1.54	Saṅghādisesaṁ ajjhāpajjantīnaṁ ñattiyā dukkaṭaṁ dvīhi kammavācāhi thullaccayā paṭippassambhanti.	2	
PA_bi-vb_ss12:2.1.55	Dve tisso ekato samanubhāsitabbā. Tatuttari na samanubhāsitabbā.	2	
PA_bi-vb_ss12:2.1.56	Imāpi bhikkhuniyoti	2	
PA_bi-vb_ss12:2.1.57	purimāyo upādāya vuccanti.	2	
PA_bi-vb_ss12:2.1.58	Yāvatatiyakanti	2	
