segmentnr	original	folio	analyzed
PA_mn_43:0.1	Majjhima Nikāya 43	0	
PA_mn_43:0.2	Mahāvedallasutta	0	
PA_mn_43:1.1	Evaṁ me sutaṁ—	1	
PA_mn_43:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_43:1.3	Atha kho āyasmā mahākoṭṭhiko sāyanhasamayaṁ paṭisallānā vuṭṭhito yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā āyasmatā sāriputtena saddhiṁ sammodi.	1	
PA_mn_43:1.4	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho āyasmā mahākoṭṭhiko āyasmantaṁ sāriputtaṁ etadavoca:	1	
PA_mn_43:2.1	“‘Duppañño duppañño’ti, āvuso, vuccati.	2	
PA_mn_43:2.2	Kittāvatā nu kho, āvuso, duppaññoti vuccatī”ti?	2	
PA_mn_43:2.3	“‘Nappajānāti nappajānātī’ti kho, āvuso, tasmā duppaññoti vuccati.	2	
PA_mn_43:2.4	Kiñca nappajānāti?	2	
PA_mn_43:2.5	‘Idaṁ dukkhan’ti nappajānāti, ‘ayaṁ dukkhasamudayo’ti nappajānāti, ‘ayaṁ dukkhanirodho’ti nappajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti nappajānāti.	2	
PA_mn_43:2.6	‘Nappajānāti nappajānātī’ti kho, āvuso, tasmā duppaññoti vuccatī”ti.	2	
PA_mn_43:2.7	“Sādhāvuso”ti kho āyasmā mahākoṭṭhiko āyasmato sāriputtassa bhāsitaṁ abhinanditvā anumoditvā āyasmantaṁ sāriputtaṁ uttariṁ pañhaṁ apucchi:	2	
PA_mn_43:3.1	“‘Paññavā paññavā’ti, āvuso, vuccati.	3	
PA_mn_43:3.2	Kittāvatā nu kho, āvuso, paññavāti vuccatī”ti?	3	
PA_mn_43:3.3	“‘Pajānāti pajānātī’ti kho, āvuso, tasmā paññavāti vuccati.	3	
PA_mn_43:3.4	Kiñca pajānāti?	3	
PA_mn_43:3.5	‘Idaṁ dukkhan’ti pajānāti, ‘ayaṁ dukkhasamudayo’ti pajānāti, ‘ayaṁ dukkhanirodho’ti pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti pajānāti.	3	
PA_mn_43:3.6	‘Pajānāti pajānātī’ti kho, āvuso, tasmā paññavāti vuccatī”ti.	3	
PA_mn_43:4.1	“‘Viññāṇaṁ viññāṇan’ti, āvuso, vuccati.	4	
PA_mn_43:4.2	Kittāvatā nu kho, āvuso, viññāṇanti vuccatī”ti?	4	
PA_mn_43:4.3	“‘Vijānāti vijānātī’ti kho, āvuso, tasmā viññāṇanti vuccati.	4	
PA_mn_43:4.4	Kiñca vijānāti?	4	
PA_mn_43:4.5	Sukhantipi vijānāti, dukkhantipi vijānāti, adukkhamasukhantipi vijānāti.	4	
PA_mn_43:4.6	‘Vijānāti vijānātī’ti kho, āvuso, tasmā viññāṇanti vuccatī”ti.	4	
PA_mn_43:5.1	“Yā cāvuso, paññā yañca viññāṇaṁ—	5	
PA_mn_43:5.2	ime dhammā saṁsaṭṭhā udāhu visaṁsaṭṭhā?	5	
PA_mn_43:5.3	Labbhā ca panimesaṁ dhammānaṁ vinibbhujitvā vinibbhujitvā nānākaraṇaṁ paññāpetun”ti?	5	
PA_mn_43:5.4	“Yā cāvuso, paññā yañca viññāṇaṁ—	5	
PA_mn_43:5.5	ime dhammā saṁsaṭṭhā, no visaṁsaṭṭhā.	5	
PA_mn_43:5.6	Na ca labbhā imesaṁ dhammānaṁ vinibbhujitvā vinibbhujitvā nānākaraṇaṁ paññāpetuṁ.	5	
PA_mn_43:5.7	Yaṁ hāvuso, pajānāti taṁ vijānāti, yaṁ vijānāti taṁ pajānāti.	5	
PA_mn_43:5.8	Tasmā ime dhammā saṁsaṭṭhā, no visaṁsaṭṭhā.	5	
PA_mn_43:5.9	Na ca labbhā imesaṁ dhammānaṁ vinibbhujitvā vinibbhujitvā nānākaraṇaṁ paññāpetun”ti.	5	
PA_mn_43:6.1	“Yā cāvuso, paññā yañca viññāṇaṁ—	6	
PA_mn_43:6.2	imesaṁ dhammānaṁ saṁsaṭṭhānaṁ no visaṁsaṭṭhānaṁ kiṁ nānākaraṇan”ti?	6	
PA_mn_43:6.3	“Yā cāvuso, paññā yañca viññāṇaṁ—	6	
PA_mn_43:6.4	imesaṁ dhammānaṁ saṁsaṭṭhānaṁ no visaṁsaṭṭhānaṁ paññā bhāvetabbā, viññāṇaṁ pariññeyyaṁ.	6	
PA_mn_43:6.5	Idaṁ nesaṁ nānākaraṇan”ti.	6	
PA_mn_43:7.1	“‘Vedanā vedanā’ti, āvuso, vuccati.	7	
PA_mn_43:7.2	Kittāvatā nu kho, āvuso, vedanāti vuccatī”ti?	7	
PA_mn_43:7.3	“‘Vedeti vedetī’ti kho, āvuso, tasmā vedanāti vuccati.	7	
PA_mn_43:7.4	Kiñca vedeti?	7	
PA_mn_43:7.5	Sukhampi vedeti, dukkhampi vedeti, adukkhamasukhampi vedeti.	7	
