segmentnr	original	folio	analyzed
PA_dt_2.13:0.1	Dhātukathā	0	
PA_dt_2.13:0.2	2 Niddesa	0	
PA_dt_2.13:0.3	2.13. Terasamanaya Asaṅgahitenasampayuttavippayuttapadaniddesa	0	
PA_dt_2.13:1.1	Rūpakkhandhena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena asaṅgahitā dhātusaṅgahena asaṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi sampayuttā?	1	
PA_dt_2.13:1.2	Te dhammā tīhi khandhehi sampayuttā;	1	
PA_dt_2.13:1.3	ekenāyatanena ekāya dhātuyā kehici sampayuttā.	1	
PA_dt_2.13:1.4	Katihi vippayuttā?	1	
PA_dt_2.13:1.5	Ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	1	
PA_dt_2.13:1.6	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	1	
PA_dt_2.13:2.1	Dhammāyatanena ye dhammā …	2	
PA_dt_2.13:2.2	dhammadhātuyā ye dhammā …	2	
PA_dt_2.13:2.3	itthindriyena ye dhammā …	2	
PA_dt_2.13:2.4	purisindriyena ye dhammā …	2	
PA_dt_2.13:2.5	jīvitindriyena ye dhammā …	2	
PA_dt_2.13:2.6	viññāṇapaccayā nāmarūpena ye dhammā …	2	
PA_dt_2.13:2.7	asaññābhavena ye dhammā …	2	
PA_dt_2.13:2.8	ekavokārabhavena ye dhammā …	2	
PA_dt_2.13:2.9	jātiyā ye dhammā …	2	
PA_dt_2.13:2.10	jarāya ye dhammā …	2	
PA_dt_2.13:2.11	maraṇena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena asaṅgahitā dhātusaṅgahena asaṅgahitā …pe…	2	
PA_dt_2.13:2.12	te dhammā tīhi khandhehi sampayuttā;	2	
PA_dt_2.13:2.13	ekenāyatanena ekāya dhātuyā kehici sampayuttā.	2	
PA_dt_2.13:2.14	Katihi vippayuttā?	2	
PA_dt_2.13:2.15	Ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	2	
PA_dt_2.13:2.16	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	2	
PA_dt_2.13:3.1	Arūpabhavena ye dhammā …	3	
PA_dt_2.13:3.2	nevasaññānāsaññābhavena ye dhammā …	3	
PA_dt_2.13:3.3	catuvokārabhavena ye dhammā …	3	
PA_dt_2.13:3.4	iddhipādena ye dhammā khandhasaṅgahena asaṅgahitā āyatanasaṅgahena asaṅgahitā dhātusaṅgahena asaṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi sampayuttāti?	3	
PA_dt_2.13:3.5	Natthi?	3	
PA_dt_2.13:3.6	Katihi vippayuttā?	3	
PA_dt_2.13:3.7	Catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	3	
PA_dt_2.13:3.8	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	3	
PA_dt_2.13:4.0	13.1. Tika	4	
PA_dt_2.13:4.1	Kusalehi dhammehi ye dhammā …	4	
PA_dt_2.13:4.2	akusalehi dhammehi ye dhammā ….	4	
PA_dt_2.13:5.1	Sukhāya vedanāya sampayuttehi dhammehi ye dhammā …	5	
PA_dt_2.13:5.2	dukkhāya vedanāya sampayuttehi dhammehi ye dhammā …	5	
PA_dt_2.13:5.3	adukkhamasukhāya vedanāya sampayuttehi dhammehi ye dhammā ….	5	
PA_dt_2.13:6.1	Vipākehi dhammehi ye dhammā …	6	
PA_dt_2.13:6.2	vipākadhammadhammehi ye dhammā ….	6	
PA_dt_2.13:7.1	Anupādinnaanupādāniyehi dhammehi ye dhammā ….	7	
PA_dt_2.13:8.1	Saṅkiliṭṭhasaṅkilesikehi dhammehi ye dhammā …	8	
PA_dt_2.13:8.2	asaṅkiliṭṭhaasaṅkilesikehi dhammehi ye dhammā ….	8	
PA_dt_2.13:9.1	Savitakkasavicārehi dhammehi ye dhammā …	9	
PA_dt_2.13:9.2	avitakkavicāramattehi dhammehi ye dhammā ….	9	
PA_dt_2.13:10.1	Pītisahagatehi dhammehi ye dhammā …	10	
PA_dt_2.13:10.2	sukhasahagatehi dhammehi ye dhammā …	10	
PA_dt_2.13:10.3	upekkhāsahagatehi dhammehi ye dhammā ….	10	
PA_dt_2.13:11.1	Dassanena pahātabbehi dhammehi ye dhammā …	11	
PA_dt_2.13:11.2	bhāvanāya pahātabbehi dhammehi ye dhammā ….	11	
PA_dt_2.13:12.1	Dassanena pahātabbahetukehi dhammehi ye dhammā …	12	
PA_dt_2.13:12.2	bhāvanāya pahātabbahetukehi dhammehi ye dhammā ….	12	
PA_dt_2.13:13.1	Ācayagāmīhi dhammehi ye dhammā …	13	
PA_dt_2.13:13.2	apacayagāmīhi dhammehi ye dhammā ….	13	
PA_dt_2.13:14.1	Sekkhehi dhammehi ye dhammā …	14	
PA_dt_2.13:14.2	asekkhehi dhammehi ye dhammā ….	14	
PA_dt_2.13:15.1	Mahaggatehi dhammehi ye dhammā …	15	
PA_dt_2.13:15.2	appamāṇehi dhammehi ye dhammā ….	15	
PA_dt_2.13:16.1	Parittārammaṇehi dhammehi ye dhammā …	16	
PA_dt_2.13:16.2	mahaggatārammaṇehi dhammehi ye dhammā …	16	
PA_dt_2.13:16.3	appamāṇārammaṇehi dhammehi ye dhammā ….	16	
PA_dt_2.13:17.1	Hīnehi dhammehi ye dhammā …	17	
PA_dt_2.13:17.2	paṇītehi dhammehi ye dhammā ….	17	
PA_dt_2.13:18.1	Micchattaniyatehi dhammehi ye dhammā …	18	
PA_dt_2.13:18.2	sammattaniyatehi dhammehi ye dhammā ….	18	
PA_dt_2.13:19.1	Maggārammaṇehi dhammehi ye dhammā …	19	
PA_dt_2.13:19.2	maggahetukehi dhammehi ye dhammā …	19	
PA_dt_2.13:19.3	maggādhipatīhi dhammehi ye dhammā ….	19	
PA_dt_2.13:20.1	Atītārammaṇehi dhammehi ye dhammā …	20	
PA_dt_2.13:20.2	anāgatārammaṇehi dhammehi ye dhammā …	20	
PA_dt_2.13:20.3	paccuppannārammaṇehi dhammehi ye dhammā ….	20	
PA_dt_2.13:21.1	Ajjhattārammaṇehi dhammehi ye dhammā …	21	
