segmentnr	original	folio	analyzed
PA_atk-s05_19a:0	Namo tassa bhagavato arahato sammāsambuddhassa	0	
PA_atk-s05_19a:1	Khuddakanikāye	0	
PA_atk-s05_19a:2	Nettippakaraṇa-aṭṭhakathā	0	
PA_atk-s05_19a:3	Ganthārambhakathā	0	
PA_atk-s05_19a:4	Mahākāruṇikaṃ nāthaṃ, ñeyyasāgarapāraguṃ;	0	
PA_atk-s05_19a:5	Vande nipuṇagambhīra-vicitranayadesanaṃ.	0	
PA_atk-s05_19a:6	Vijjācaraṇasampannā, yena niyyanti lokato;	0	
PA_atk-s05_19a:7	Vande tamuttamaṃ dhammaṃ, sammāsambuddhapūjitaṃ.	0	
PA_atk-s05_19a:8	Sīlādiguṇasampanno, ṭhito maggaphalesu yo;	0	
PA_atk-s05_19a:9	Vande ariyasaṅghaṃ taṃ, puññakkhettaṃ anuttaraṃ.	0	
PA_atk-s05_19a:10	Vandanājanitaṃ puññaṃ, iti yaṃ ratanattaye;	1	
PA_atk-s05_19a:11	Hatantarāyo sabbattha, hutvāhaṃ tassa tejasā.	1	
PA_atk-s05_19a:12	Ṭhitiṃ ākaṅkhamānena, ciraṃ saddhammanettiyā;	1	
PA_atk-s05_19a:13	Dhammarakkhitanāmena, therena abhiyācito.	1	
PA_atk-s05_19a:14	Padumuttaranāthassa, pādamūle pavattitaṃ;	1	
PA_atk-s05_19a:15	Passatā abhinīhāraṃ, sampattaṃ yassa matthakaṃ.	1	
PA_atk-s05_19a:16	Saṃkhittaṃ vibhajantānaṃ, eso aggoti tādinā;	1	
PA_atk-s05_19a:17	Ṭhapito etadaggasmiṃ, yo mahāsāvakuttamo.	1	
PA_atk-s05_19a:18	Chaḷabhiñño vasippatto, pabhinnapaṭisambhido;	1	
PA_atk-s05_19a:19	Mahākaccāyano thero, sambuddhena pasaṃsito.	1	
PA_atk-s05_19a:20	Tena yā bhāsitā netti, satthārā anumoditā;	2	
PA_atk-s05_19a:21	Sāsanassa sadāyattā, navaṅgassatthavaṇṇanā.	2	
PA_atk-s05_19a:22	Tassā gambhīrañāṇehi, ogāhetabbabhāvato;	2	
PA_atk-s05_19a:23	Kiñcāpi dukkarā kātuṃ, atthasaṃvaṇṇanā mayā.	2	
PA_atk-s05_19a:24	Saha saṃvaṇṇanaṃ yasmā, dharate satthusāsanaṃ;	2	
PA_atk-s05_19a:25	Pubbācariyasīhānaṃ, tiṭṭhateva vinicchayo.	2	
PA_atk-s05_19a:26	Tasmā tamupanissāya, ogāhetvāna pañcapi;	2	
PA_atk-s05_19a:27	Nikāye peṭakenāpi, saṃsanditvā yathābalaṃ.	2	
PA_atk-s05_19a:28	Suvisuddhamasaṃkiṇṇaṃ, nipuṇatthavinicchayaṃ;	2	
PA_atk-s05_19a:29	Mahāvihāravāsīnaṃ, samayaṃ avilomayaṃ.	2	
PA_atk-s05_19a:30	Pamādalekhaṃ vajjetvā, pāḷiṃ sammā niyojayaṃ;	3	
PA_atk-s05_19a:31	Upadesaṃ vibhāvento, karissāmatthavaṇṇanaṃ.	3	
PA_atk-s05_19a:32	Iti atthaṃ asaṅkiṇṇaṃ, nettippakaraṇassa me;	3	
PA_atk-s05_19a:33	Vibhajantassa sakkaccaṃ, nisāmayatha sādhavoti.	3	
PA_atk-s05_19a:34_0	Tattha kenaṭṭhena netti? Saddhammanayanaṭṭhena netti. Yathā hi taṇhā satte kāmādibhavaṃ	34	
PA_atk-s05_19a:34_1	nayatīti “bhavanettī”ti vuccati, evamayampi veneyyasatte ariyadhammaṃ nayatīti saddhammanayanaṭṭhena	34	
PA_atk-s05_19a:34_2	“nettī”ti vuccati. Atha vā nayanti tāyāti netti. Nettippakaraṇena hi karaṇabhūtena	34	
PA_atk-s05_19a:34_3	dhammakathikā veneyyasatte dassanamaggaṃ nayanti sampāpentīti, nīyanti vā ettha etasmiṃ	34	
PA_atk-s05_19a:34_4	pakaraṇe adhiṭṭhānabhūte patiṭṭhāpetvā veneyyā nibbānaṃ sampāpiyantīti netti. Na	34	
PA_atk-s05_19a:34_5	hi nettiupadesasannissayena vinā aviparītasuttatthāvabodho sambhavati. Tathā hi vuttaṃ	34	
PA_atk-s05_19a:34_6	– “tasmā nibbāyitukāmenā”tiādi. Sabbāpi hi suttassa atthasaṃvaṇṇanā nettiupadesāyattā,	34	
PA_atk-s05_19a:34_7	netti ca suttappabhavā, suttaṃ sammāsambuddhappabhavanti.	34	
PA_atk-s05_19a:35_0	Sā panāyaṃ netti pakaraṇaparicchedato tippabhedā hāranayapaṭṭhānānaṃ vasena. Paṭhamañhi	35	
PA_atk-s05_19a:35_1	hāravicāro, tato nayavicāro, pacchā paṭṭhānavicāroti. Pāḷivavatthānato pana saṅgahavāravibhāgavāravasena	35	
PA_atk-s05_19a:35_2	duvidhā. Sabbāpi hi netti saṅgahavāro vibhāgavāroti vāradvayameva hoti.	35	
PA_atk-s05_19a:36_0	Tattha saṅgahavāro ādito pañcahi gāthāhi paricchinno. Sabbo hi pakaraṇattho “yaṃ	36	
PA_atk-s05_19a:36_1	loko pūjayate”tiādīhi pañcahi gāthāhi apariggahito nāma natthi. Nanu cettha paṭṭhānaṃ	36	
