segmentnr	original	folio	analyzed
PA_dt_2.11:0.1	Dhātukathā	0	
PA_dt_2.11:0.2	2 Niddesa	0	
PA_dt_2.11:0.3	2.11. Ekādasamanaya Saṅgahitenasampayuttavippayuttapadaniddesa	0	
PA_dt_2.11:1.1	Samudayasaccena ye dhammā …	1	
PA_dt_2.11:1.2	maggasaccena ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi sampayuttā?	1	
PA_dt_2.11:1.3	Te dhammā tīhi khandhehi ekenāyatanena sattahi dhātūhi sampayuttā;	1	
PA_dt_2.11:1.4	ekena khandhena ekenāyatanena ekāya dhātuyā kehici sampayuttā.	1	
PA_dt_2.11:1.5	Katihi vippayuttā?	1	
PA_dt_2.11:1.6	Ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	1	
PA_dt_2.11:1.7	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	1	
PA_dt_2.11:2.1	Itthindriyena ye dhammā …	2	
PA_dt_2.11:2.2	purisindriyena ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi sampayuttāti?	2	
PA_dt_2.11:2.3	Natthi.	2	
PA_dt_2.11:2.4	Katihi vippayuttā?	2	
PA_dt_2.11:2.5	Catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	2	
PA_dt_2.11:2.6	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	2	
PA_dt_2.11:3.1	Sukhindriyena ye dhammā …	3	
PA_dt_2.11:3.2	dukkhindriyena ye dhammā …	3	
PA_dt_2.11:3.3	somanassindriyena ye dhammā …	3	
PA_dt_2.11:3.4	domanassindriyena ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā …pe…	3	
PA_dt_2.11:3.5	te dhammā tīhi khandhehi ekenāyatanena sattahi dhātūhi sampayuttā;	3	
PA_dt_2.11:3.6	ekenāyatanena ekāya dhātuyā kehici sampayuttā.	3	
PA_dt_2.11:3.7	Katihi vippayuttā?	3	
PA_dt_2.11:3.8	Ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	3	
PA_dt_2.11:3.9	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	3	
PA_dt_2.11:4.1	Upekkhindriyena ye dhammā khandhasaṅgahena saṅgahitā āyatanasaṅgahena saṅgahitā dhātusaṅgahena saṅgahitā …	4	
PA_dt_2.11:4.2	te dhammā tīhi khandhehi ekenāyatanena dvīhi dhātūhi sampayuttā;	4	
PA_dt_2.11:4.3	ekenāyatanena ekāya dhātuyā kehici sampayuttā.	4	
PA_dt_2.11:4.4	Katihi vippayuttā?	4	
PA_dt_2.11:4.5	Ekena khandhena dasahāyatanehi pannarasahi dhātūhi vippayuttā;	4	
