segmentnr	original	folio	analyzed
PA_pv_25:0.1	Petavatthu	0	
PA_pv_25:0.2	Ubbarivagga	0	
PA_pv_25:0.3	13. Ubbaripetavatthu	0	
PA_pv_25:1.1	Ahu rājā brahmadatto,	1	
PA_pv_25:1.2	pañcālānaṁ rathesabho;	1	
PA_pv_25:1.3	Ahorattānamaccayā,	1	
PA_pv_25:1.4	rājā kālamakrubbatha.	1	
PA_pv_25:2.1	Tassa āḷāhanaṁ gantvā,	2	
PA_pv_25:2.2	bhariyā kandati ubbarī;	2	
PA_pv_25:2.3	Brahmadattaṁ apassantī,	2	
PA_pv_25:2.4	brahmadattāti kandati.	2	
PA_pv_25:3.1	Isi ca tattha āgacchi,	3	
PA_pv_25:3.2	sampannacaraṇo muni;	3	
PA_pv_25:3.3	So ca tattha apucchittha,	3	
PA_pv_25:3.4	ye tattha susamāgatā.	3	
PA_pv_25:4.1	“Kassa idaṁ āḷāhanaṁ,	4	
PA_pv_25:4.2	nānāgandhasameritaṁ;	4	
PA_pv_25:4.3	Kassāyaṁ kandati bhariyā,	4	
PA_pv_25:4.4	ito dūragataṁ patiṁ;	4	
PA_pv_25:4.5	Brahmadattaṁ apassantī,	4	
PA_pv_25:4.6	‘brahmadattā’ti kandati”.	4	
PA_pv_25:5.1	Te ca tattha viyākaṁsu,	5	
PA_pv_25:5.2	ye tattha susamāgatā;	5	
PA_pv_25:5.3	“Brahmadattassa bhadante,	5	
PA_pv_25:5.4	brahmadattassa mārisa.	5	
PA_pv_25:6.1	Tassa idaṁ āḷāhanaṁ,	6	
PA_pv_25:6.2	nānāgandhasameritaṁ;	6	
PA_pv_25:6.3	Tassāyaṁ kandati bhariyā,	6	
PA_pv_25:6.4	ito dūragataṁ patiṁ;	6	
PA_pv_25:6.5	Brahmadattaṁ apassantī,	6	
PA_pv_25:6.6	‘brahmadattā’ti kandati”.	6	
PA_pv_25:7.1	“Chaḷāsītisahassāni,	7	
PA_pv_25:7.2	brahmadattassanāmakā;	7	
PA_pv_25:7.3	Imasmiṁ āḷāhane daḍḍhā,	7	
PA_pv_25:7.4	tesaṁ kamanusocasī”ti.	7	
PA_pv_25:8.1	“Yo rājā cūḷanīputto,	8	
PA_pv_25:8.2	pañcālānaṁ rathesabho;	8	
PA_pv_25:8.3	Taṁ bhante anusocāmi,	8	
PA_pv_25:8.4	bhattāraṁ sabbakāmadan”ti.	8	
PA_pv_25:9.1	“Sabbe vāhesuṁ rājāno,	9	
PA_pv_25:9.2	brahmadattassanāmakā;	9	
PA_pv_25:9.3	Sabbeva cūḷanīputtā,	9	
PA_pv_25:9.4	pañcālānaṁ rathesabhā.	9	
PA_pv_25:10.1	Sabbesaṁ anupubbena,	10	
PA_pv_25:10.2	mahesittamakārayi;	10	
PA_pv_25:10.3	Kasmā purimake hitvā,	10	
PA_pv_25:10.4	pacchimaṁ anusocasī”ti.	10	
PA_pv_25:11.1	“Ātume itthibhūtāya,	11	
PA_pv_25:11.2	dīgharattāya mārisa;	11	
PA_pv_25:11.3	Yassā me itthibhūtāya,	11	
PA_pv_25:11.4	saṁsāre bahubhāsasī”ti.	11	
PA_pv_25:12.1	“Ahu itthī ahu puriso,	12	
PA_pv_25:12.2	pasuyonimpi āgamā;	12	
PA_pv_25:12.3	Evametaṁ atītānaṁ,	12	
PA_pv_25:12.4	pariyanto na dissatī”ti.	12	
PA_pv_25:13.1	“Ādittaṁ vata maṁ santaṁ,	13	
PA_pv_25:13.2	ghatasittaṁva pāvakaṁ;	13	
PA_pv_25:13.3	Vārinā viya osiñcaṁ,	13	
PA_pv_25:13.4	sabbaṁ nibbāpaye daraṁ.	13	
PA_pv_25:14.1	Abbahī vata me sallaṁ,	14	
PA_pv_25:14.2	sokaṁ hadayanissitaṁ;	14	
PA_pv_25:14.3	Yo me sokaparetāya,	14	
PA_pv_25:14.4	patisokaṁ apānudi.	14	
PA_pv_25:15.1	Sāhaṁ abbūḷhasallāsmi,	15	
PA_pv_25:15.2	sītibhūtāsmi nibbutā;	15	
PA_pv_25:15.3	Na socāmi na rodāmi,	15	
PA_pv_25:15.4	tava sutvā mahāmunī”ti.	15	
PA_pv_25:16.1	Tassa taṁ vacanaṁ sutvā,	16	
PA_pv_25:16.2	samaṇassa subhāsitaṁ;	16	
PA_pv_25:16.3	Pattacīvaramādāya,	16	
PA_pv_25:16.4	pabbaji anagāriyaṁ.	16	
PA_pv_25:17.1	Sā ca pabbajitā santā,	17	
PA_pv_25:17.2	agārasmā anagāriyaṁ;	17	
PA_pv_25:17.3	Mettacittaṁ abhāvesi,	17	
PA_pv_25:17.4	brahmalokūpapattiyā.	17	
PA_pv_25:18.1	Gāmā gāmaṁ vicarantī,	18	
PA_pv_25:18.2	nigame rājadhāniyo;	18	
PA_pv_25:18.3	Uruvelā nāma so gāmo,	18	
PA_pv_25:18.4	yattha kālamakrubbatha.	18	
PA_pv_25:19.1	Mettacittaṁ ābhāvetvā,	19	
PA_pv_25:19.2	brahmalokūpapattiyā;	19	
PA_pv_25:19.3	Itthicittaṁ virājetvā,	19	
PA_pv_25:19.4	brahmalokūpagā ahūti.	19	
PA_pv_25:20.1	Ubbaripetavatthu terasamaṁ.	20	
PA_pv_25:21.1	Ubbarivaggo dutiyo.	21	
PA_pv_25:22.1	Tassuddānaṁ	22	
PA_pv_25:23.1	Mocakaṁ mātā mattā ca,	23	
PA_pv_25:23.2	Nandā kuṇḍalīnā ghaṭo;	23	
PA_pv_25:23.3	Dve seṭṭhī tunnavāyo ca,	23	
PA_pv_25:23.4	Uttara suttakaṇṇa ubbarīti.	23	
