segmentnr	original	folio	analyzed
PA_pv_40:0.1	Petavatthu	0	
PA_pv_40:0.2	Mahāvagga	0	
PA_pv_40:0.3	5. Ucchupetavatthu	0	
PA_pv_40:1.1	“Idaṁ mama ucchuvanaṁ mahantaṁ,	1	
PA_pv_40:1.2	Nibbattati puññaphalaṁ anappakaṁ;	1	
PA_pv_40:1.3	Taṁ dāni me na paribhogameti,	1	
PA_pv_40:1.4	Ācikkha bhante kissa ayaṁ vipāko.	1	
PA_pv_40:2.1	Haññāmi khajjāmi ca vāyamāmi,	2	
PA_pv_40:2.2	Parisakkāmi paribhuñjituṁ kiñci;	2	
PA_pv_40:2.3	Svāhaṁ chinnathāmo kapaṇo lālapāmi,	2	
PA_pv_40:2.4	Kissa kammassa ayaṁ vipāko.	2	
PA_pv_40:3.1	Vighāto cāhaṁ paripatāmi chamāyaṁ,	3	
PA_pv_40:3.2	Parivattāmi vāricarova ghamme;	3	
PA_pv_40:3.3	Rudato ca me assukā niggalanti,	3	
PA_pv_40:3.4	Ācikkha bhante kissa ayaṁ vipāko.	3	
PA_pv_40:4.1	Chāto kilanto ca pipāsito ca,	4	
PA_pv_40:4.2	Santassito sātasukhaṁ na vinde;	4	
PA_pv_40:4.3	Pucchāmi taṁ etamatthaṁ bhadante,	4	
PA_pv_40:4.4	Kathaṁ nu ucchuparibhogaṁ labheyyan”ti.	4	
PA_pv_40:5.1	“Pure tuvaṁ kammamakāsi attanā,	5	
PA_pv_40:5.2	Manussabhūto purimāya jātiyā;	5	
PA_pv_40:5.3	Ahañca taṁ etamatthaṁ vadāmi,	5	
PA_pv_40:5.4	Sutvāna tvaṁ etamatthaṁ vijāna.	5	
PA_pv_40:6.1	Ucchuṁ tuvaṁ khādamāno payāto,	6	
PA_pv_40:6.2	Puriso ca te piṭṭhito anvagacchi;	6	
PA_pv_40:6.3	So ca taṁ paccāsanto kathesi,	6	
PA_pv_40:6.4	Tassa tuvaṁ na kiñci ālapittha.	6	
PA_pv_40:7.1	So ca taṁ abhaṇantaṁ ayāci,	7	
PA_pv_40:7.2	‘Dehayya ucchun’ti ca taṁ avoca;	7	
PA_pv_40:7.3	Tassa tuvaṁ piṭṭhito ucchuṁ adāsi,	7	
PA_pv_40:7.4	Tassetaṁ kammassa ayaṁ vipāko.	7	
PA_pv_40:8.1	Iṅgha tvaṁ gantvāna piṭṭhito gaṇheyyāsi,	8	
PA_pv_40:8.2	Gahetvāna taṁ khādassu yāvadatthaṁ;	8	
PA_pv_40:8.3	Teneva tvaṁ attamano bhavissasi,	8	
PA_pv_40:8.4	Haṭṭho cudaggo ca pamodito cā”ti.	8	
PA_pv_40:9.1	Gantvāna so piṭṭhito aggahesi,	9	
PA_pv_40:9.2	Gahetvāna taṁ khādi yāvadatthaṁ;	9	
PA_pv_40:9.3	Teneva so attamano ahosi,	9	
PA_pv_40:9.4	Haṭṭho cudaggo ca pamodito cāti.	9	
PA_pv_40:10.1	Ucchupetavatthu pañcamaṁ.	10	
