segmentnr	original	folio	analyzed
PA_pv_9:0.1	Petavatthu	0	
PA_pv_9:0.2	Uragavagga	0	
PA_pv_9:0.3	9. Mahāpesakārapetivatthu	0	
PA_pv_9:1.1	“Gūthañca muttaṁ ruhirañca pubbaṁ,	1	
PA_pv_9:1.2	Paribhuñjati kissa ayaṁ vipāko;	1	
PA_pv_9:1.3	Ayaṁ nu kiṁ kammamakāsi nārī,	1	
PA_pv_9:1.4	Yā sabbadā lohitapubbabhakkhā.	1	
PA_pv_9:2.1	Navāni vatthāni subhāni ceva,	2	
PA_pv_9:2.2	Mudūni suddhāni ca lomasāni;	2	
PA_pv_9:2.3	Dinnānimissā kitakā bhavanti,	2	
PA_pv_9:2.4	Ayaṁ nu kiṁ kammamakāsi nārī”ti.	2	
PA_pv_9:3.1	“Bhariyā mamesā ahū bhadante,	3	
PA_pv_9:3.2	Adāyikā maccharinī kadariyā;	3	
PA_pv_9:3.3	Sā maṁ dadantaṁ samaṇabrāhmaṇānaṁ,	3	
PA_pv_9:3.4	Akkosati ca paribhāsati ca.	3	
PA_pv_9:4.1	‘Gūthañca muttaṁ ruhirañca pubbaṁ,	4	
PA_pv_9:4.2	Paribhuñja tvaṁ asuciṁ sabbakālaṁ;	4	
PA_pv_9:4.3	Etaṁ te paralokasmiṁ hotu,	4	
PA_pv_9:4.4	Vatthā ca te kitakasamā bhavantu’;	4	
PA_pv_9:4.5	Etādisaṁ duccaritaṁ caritvā,	4	
PA_pv_9:4.6	Idhāgatā cirarattāya khādatī”ti.	4	
PA_pv_9:5.1	Mahāpesakārapetivatthu navamaṁ.	5	
