segmentnr	original	folio	analyzed
PA_pv_3:0.1	Petavatthu	0	
PA_pv_3:0.2	Uragavagga	0	
PA_pv_3:0.3	3. Pūtimukhapetavatthu	0	
PA_pv_3:1.1	“Dibbaṁ subhaṁ dhāresi vaṇṇadhātuṁ,	1	
PA_pv_3:1.2	Vehāyasaṁ tiṭṭhasi antalikkhe;	1	
PA_pv_3:1.3	Mukhañca te kimayo pūtigandhaṁ,	1	
PA_pv_3:1.4	Khādanti kiṁ kammamakāsi pubbe”.	1	
PA_pv_3:2.1	“Samaṇo ahaṁ pāpotiduṭṭhavāco,	2	
PA_pv_3:2.2	Tapassirūpo mukhasā asaññato;	2	
PA_pv_3:2.3	Laddhā ca me tapasā vaṇṇadhātu,	2	
PA_pv_3:2.4	Mukhañca me pesuṇiyena pūti.	2	
PA_pv_3:3.1	Tayidaṁ tayā nārada sāmaṁ diṭṭhaṁ,	3	
PA_pv_3:3.2	Anukampakā ye kusalā vadeyyuṁ;	3	
PA_pv_3:3.3	‘Mā pesuṇaṁ mā ca musā abhāṇi,	3	
PA_pv_3:3.4	Yakkho tuvaṁ hohisi kāmakāmī’”ti.	3	
PA_pv_3:4.1	Pūtimukhapetavatthu tatiyaṁ.	4	
