segmentnr	original	folio	analyzed
PA_patthana_8.24:0.1	Paṭṭhānapakaraṇa	0	
PA_patthana_8.24:0.2	Dhammapaccanīya (2), Dukapaṭṭhānapāḷi (2)	0	
PA_patthana_8.24:0.3	8.24. Saññojanasaññojanasampayuttaduka	0	
PA_patthana_8.24:1.1_0	Nasaññojanañceva nasaññojanavippayuttañca dhammaṁ paṭicca nasaññojano ceva nasaññojanavippayutto	1	
PA_patthana_8.24:1.1_1	ca dhammo uppajjati hetupaccayā. Nasaññojanañceva nasaññojanavippayuttañca dhammaṁ	1	
PA_patthana_8.24:1.1_2	paṭicca nasaññojanavippayutto ceva nanosaññojano ca dhammo uppajjati hetupaccayā.	1	
PA_patthana_8.24:1.1_3	Nasaññojanañceva nasaññojanavippayuttañca dhammaṁ paṭicca nasaññojano ceva nasaññojanavippayutto	1	
PA_patthana_8.24:1.1_4	ca nasaññojanavippayutto ceva nano ca saññojano ca dhammā uppajjanti hetupaccayā.	1	
PA_patthana_8.24:2.1_0	Nasaññojanavippayuttañceva nano ca saññojanaṁ dhammaṁ paṭicca nasaññojanavippayutto	2	
PA_patthana_8.24:2.1_1	ceva nano ca saññojano dhammo uppajjati hetupaccayā. Nasaññojanavippayuttañceva nano	2	
PA_patthana_8.24:2.1_2	ca saññojanaṁ dhammaṁ paṭicca nasaññojano ceva nasaññojanavippayutto ca dhammo uppajjati	2	
PA_patthana_8.24:2.1_3	hetupaccayā. Nasaññojanavippayuttañceva nano ca saññojanaṁ dhammaṁ paṭicca nasaññojano	2	
PA_patthana_8.24:2.1_4	ceva nasaññojanavippayutto ca nasaññojanavippayutto ceva nano ca saññojano ca dhammā	2	
PA_patthana_8.24:2.1_5	uppajjanti hetupaccayā.	2	
PA_patthana_8.24:3.1_0	Nasaññojanañceva nasaññojanavippayuttañca nasaññojanavippayuttañceva nano ca saññojanañca	3	
PA_patthana_8.24:3.1_1	dhammaṁ paṭicca nasaññojano ceva nasaññojanavippayutto ca dhammo uppajjati hetupaccayā	3	
PA_patthana_8.24:3.1_2	… tīṇi. (Saṅkhittaṁ.)	3	
PA_patthana_8.24:4.1	Hetuyā nava …pe… avigate nava. (Sabbattha vitthāro.)	4	
