segmentnr	original	folio	analyzed
PA_bi-vb_pj7:0.1	Theravāda Vinaya	0	
PA_bi-vb_pj7:0.2	Bhikkhunivibhaṅga	0	
PA_bi-vb_pj7:0.3	Pārājikakaṇḍa	0	
PA_bi-vb_pj7:0.4	7. Ukkhittānuvattikāsikkhāpada	0	
PA_bi-vb_pj7:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bi-vb_pj7:1.2	Tena kho pana samayena thullanandā bhikkhunī samaggena saṅghena ukkhittaṁ ariṭṭhaṁ bhikkhuṁ gaddhabādhipubbaṁ anuvattati.	1	
PA_bi-vb_pj7:1.3	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_pj7:1.4	“kathañhi nāma ayyā thullanandā samaggena saṅghena ukkhittaṁ ariṭṭhaṁ bhikkhuṁ gaddhabādhipubbaṁ anuvattissatī”ti …pe…	1	
PA_bi-vb_pj7:1.5	“saccaṁ kira, bhikkhave, thullanandā bhikkhunī samaggena saṅghena ukkhittaṁ ariṭṭhaṁ bhikkhuṁ gaddhabādhipubbaṁ anuvattatī”ti?	1	
PA_bi-vb_pj7:1.6	“Saccaṁ, bhagavā”ti.	1	
PA_bi-vb_pj7:1.7	Vigarahi buddho bhagavā …pe…	1	
PA_bi-vb_pj7:1.8	kathañhi nāma, bhikkhave, thullanandā bhikkhunī samaggena saṅghena ukkhittaṁ ariṭṭhaṁ bhikkhuṁ gaddhabādhipubbaṁ anuvattissati.	1	
PA_bi-vb_pj7:1.9	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	1	
PA_bi-vb_pj7:1.10	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	1	
PA_bi-vb_pj7:1.11.1_0	“Yā pana bhikkhunī samaggena saṅghena ukkhittaṁ bhikkhuṁ dhammena vinayena satthusāsanena	1	
PA_bi-vb_pj7:1.11.1_1	anādaraṁ appaṭikāraṁ akatasahāyaṁ tamanuvatteyya, sā bhikkhunī bhikkhunīhi evamassa vacanīyā—	1	
PA_bi-vb_pj7:1.12	‘eso kho, ayye, bhikkhu samaggena saṅghena ukkhitto dhammena vinayena satthusāsanena anādaro appaṭikāro akatasahāyo, māyye, etaṁ bhikkhuṁ anuvattī’ti.	1	
PA_bi-vb_pj7:1.13	Evañca sā bhikkhunī bhikkhunīhi vuccamānā tatheva paggaṇheyya, sā bhikkhunī bhikkhunīhi yāvatatiyaṁ samanubhāsitabbā tassa paṭinissaggāya.	1	
PA_bi-vb_pj7:1.14	Yāvatatiyañce samanubhāsiyamānā taṁ paṭinissajjeyya, iccetaṁ kusalaṁ.	1	
PA_bi-vb_pj7:1.15	No ce paṭinissajjeyya, ayampi pārājikā hoti asaṁvāsā ukkhittānuvattikā”ti.	1	
PA_bi-vb_pj7:2.1.1	Yā panāti	2	
PA_bi-vb_pj7:2.1.2	yā yādisā …pe…	2	
PA_bi-vb_pj7:2.1.3	bhikkhunīti	2	
PA_bi-vb_pj7:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	2	
PA_bi-vb_pj7:2.1.5	Samaggo nāma saṅgho	2	
PA_bi-vb_pj7:2.1.6	samānasaṁvāsako samānasīmāyaṁ ṭhito.	2	
PA_bi-vb_pj7:2.1.7	Ukkhitto nāma	2	
PA_bi-vb_pj7:2.1.8	āpattiyā adassane vā appaṭikamme vā appaṭinissagge vā ukkhitto.	2	
PA_bi-vb_pj7:2.1.9	Dhammena vinayenāti	2	
PA_bi-vb_pj7:2.1.10	yena dhammena yena vinayena.	2	
PA_bi-vb_pj7:2.1.11	Satthusāsanenāti	2	
PA_bi-vb_pj7:2.1.12	jinasāsanena buddhasāsanena.	2	
PA_bi-vb_pj7:2.1.13	Anādaro nāma	2	
PA_bi-vb_pj7:2.1.14	saṅghaṁ vā gaṇaṁ vā puggalaṁ vā kammaṁ vā nādiyati.	2	
PA_bi-vb_pj7:2.1.15	Appaṭikāro nāma	2	
PA_bi-vb_pj7:2.1.16	ukkhitto anosārito.	2	
PA_bi-vb_pj7:2.1.17	Akatasahāyo nāma	2	
PA_bi-vb_pj7:2.1.18	samānasaṁvāsakā bhikkhū vuccanti sahāyā.	2	
