segmentnr	original	folio	analyzed
PA_dt_1.2:0.1	Dhātukathā	0	
PA_dt_1.2:0.2	Uddesa	0	
PA_dt_1.2:0.3	2. Abbhantaramātikā	0	
PA_dt_1.2:1.1	Pañcakkhandhā	1	
PA_dt_1.2:2.1	Dvādasāyatanāni	2	
PA_dt_1.2:3.1	Aṭṭhārasa dhātuyo	3	
PA_dt_1.2:4.1	Cattāri saccāni	4	
PA_dt_1.2:5.1	Bāvīsatindriyāni	5	
PA_dt_1.2:6.1	Paṭiccasamuppādo	6	
PA_dt_1.2:7.1	Cattāro satipaṭṭhānā	7	
PA_dt_1.2:8.1	Cattāro sammappadhānā	8	
PA_dt_1.2:9.1	Cattāro iddhipādā	9	
PA_dt_1.2:10.1	Cattāri jhānāni	10	
PA_dt_1.2:11.1	Catasso appamaññāyo	11	
PA_dt_1.2:12.1	Pañcindriyāni	12	
PA_dt_1.2:13.1	Pañca balāni	13	
PA_dt_1.2:14.1	Satta bojjhaṅgā	14	
PA_dt_1.2:15.1	Ariyo aṭṭhaṅgiko maggo	15	
PA_dt_1.2:16.1	Phasso vedanā saññā cetanā cittaṁ adhimokkho manasikāro.	16	
