segmentnr	original	analyzed
PA_mnd_14:0.1	Mahāniddesa	mahāniddesa 
PA_mnd_14:0.2	Aṭṭhakavagga	aṭṭhaka vagga 
PA_mnd_14:0.3	14. Tuvaṭakasuttaniddesa	tuvaṭaka sutta niddesa 
PA_mnd_14:1.1	Atha tuvaṭakasuttaniddesaṁ vakkhati—	atha tuvaṭaka sutta niddesam vakkhati 
PA_mnd_14:2.1	Pucchāmi taṁ ādiccabandhu,	pucchāmi tam ādiccabandhu 
PA_mnd_14:2.2	Vivekaṁ santipadañca mahesi;	vivekam santipadam ca mahā isi 
PA_mnd_14:2.3	Kathaṁ disvā nibbāti bhikkhu,	katham disvā nibbāti bhikkhu 
PA_mnd_14:2.4	Anupādiyāno lokasmiṁ kiñci.	an upādiyānaḥ lokasmin kiñci 
PA_mnd_14:3.1	Pucchāmi taṁ ādiccabandhūti.	pucchāmi tam ādiccabandhu iti 
PA_mnd_14:3.2	Pucchāti tisso pucchā—	pucchā ati tisso pucchā 
PA_mnd_14:3.3	adiṭṭhajotanā pucchā, diṭṭhasaṁsandanā pucchā, vimaticchedanā pucchā.	a diṭṭha jotanā pucchā diṭṭha sasandanā pucchā vimati chedanā pucchā 
PA_mnd_14:3.4	Katamā adiṭṭhajotanā pucchā?	katamā adiṭṭha jotanā pucchā 
PA_mnd_14:3.5	Pakatiyā lakkhaṇaṁ aññātaṁ hoti adiṭṭhaṁ atulitaṁ atīritaṁ avibhūtaṁ avibhāvitaṁ, tassa ñāṇāya dassanāya tulanāya tīraṇāya vibhāvanāya pañhaṁ pucchati—	pakatiyā lakkhaṇam aññātam hoti a diṭṭham a tulitam a tīritam a vibhūtam a vibhāvita tassa ñāṇāya dassanāya tulanāya tīraṇāya vibhāvanāya pañham pucchati 
PA_mnd_14:3.6	ayaṁ adiṭṭhajotanā pucchā.	ayam adiṭṭha jotanā pucchā 
PA_mnd_14:3.7	Katamā diṭṭhasaṁsandanā pucchā?	katamā diṭṭhasasandanā pucchā 
PA_mnd_14:3.8	Pakatiyā lakkhaṇaṁ ñātaṁ hoti diṭṭhaṁ tulitaṁ tīritaṁ vibhūtaṁ vibhāvitaṁ, aññehi paṇḍitehi saddhiṁ saṁsandanatthāya pañhaṁ pucchati—	pakatiyā lakkhaṇam ñātam hoti diṭṭham tulitam tīritam vibhūtam vibhāvita aññehi paṇḍitehi saddhim sa sandana tthāya pañham pucchati 
PA_mnd_14:3.9	ayaṁ diṭṭhasaṁsandanā pucchā.	ayam diṭṭha sasandanā pucchā 
PA_mnd_14:3.10	Katamā vimaticchedanā pucchā?	katamā vimati chedanā pucchā 
PA_mnd_14:3.11	Pakatiyā saṁsayapakkhando hoti vimatipakkhando dveḷhakajāto, “evaṁ nu kho, na nu kho, kiṁ nu kho, kathaṁ nu kho”ti so vimaticchedanatthāya pañhaṁ pucchati—	pakatiyā sa saya pakkhandaḥ hoti vimati pakkhandaḥ dveḷhaka jātaḥ evam nu kho na nu kho kim nu kho katham nu kho ti so vimati chedana tthāya pañham pucchati 
PA_mnd_14:3.12	ayaṁ vimaticchedanā pucchā.	ayam vimati chedanā pucchā 
PA_mnd_14:3.13	Imā tisso pucchā.	imāḥ tissaḥ pucchā 
PA_mnd_14:4.1	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:4.2	manussapucchā, amanussapucchā, nimmitapucchā.	manussa pucchā amanussa pucchā nimmita pucchā 
PA_mnd_14:4.3	Katamā manussapucchā?	katamā manussapucchā 
PA_mnd_14:4.4_0	Manussā buddhaṁ bhagavantaṁ upasaṅkamitvā pañhaṁ pucchanti, bhikkhū pucchanti, bhikkhuniyo	manussāḥ buddham bhagavantam upasaṅkamitvā pañham pucchanti bhikkhū pucchanti bhikkhuniyaḥ 
PA_mnd_14:4.4_1	pucchanti, upāsakā pucchanti, upāsikāyo pucchanti, rājāno pucchanti, khattiyā pucchanti,	pucchanti upāsakā pucchanti upāsikāyo pucchanti rājāno pucchanti khattiyā pucchanti 
PA_mnd_14:4.4_2	brāhmaṇā pucchanti, vessā pucchanti, suddā pucchanti, gahaṭṭhā pucchanti, pabbajitā pucchanti—	brāhmaṇā pucchanti vessā pucchanti suddā pucchanti gahaṭṭhā pucchanti pabbajitā pucchanti 
PA_mnd_14:4.5	ayaṁ manussapucchā.	ayam manussa pucchā 
PA_mnd_14:4.6	Katamā amanussapucchā?	katamāḥ amanussapucchā 
PA_mnd_14:4.7_0	Amanussā buddhaṁ bhagavantaṁ upasaṅkamitvā pañhaṁ pucchanti, nāgā pucchanti, supaṇṇā	amanussāḥ buddham bhagavantam upasaṅkamitvā pañham pucchanti nāgā pucchanti su paṇṇā 
PA_mnd_14:4.7_1	pucchanti, yakkhā pucchanti, asurā pucchanti, gandhabbā pucchanti, mahārājāno pucchanti,	pucchanti yakkhā pucchanti asurā pucchanti gandhabbā pucchanti mahā rājāno pucchanti 
PA_mnd_14:4.7_2	indā pucchanti, brahmāno pucchanti, devatāyo pucchanti—	indā pucchanti brahmānaḥ pucchanti devatāyaḥ pucchanti 
PA_mnd_14:4.8	ayaṁ amanussapucchā.	ayam a manussa pucchā 
PA_mnd_14:4.9	Katamā nimmitapucchā?	katamā nimmitapucchā 
PA_mnd_14:4.10	Yaṁ bhagavā rūpaṁ abhinimmināti manomayaṁ sabbaṅgapaccaṅgaṁ ahīnindriyaṁ taṁ so nimmito buddhaṁ bhagavantaṁ upasaṅkamitvā pañhaṁ pucchati, bhagavā tassa visajjeti—	yam bhagavā rūpam abhinimmināti manaḥ mayam sabbaṅga paccaṅgam ahīn indriyam tam saḥ nimmitaḥ buddham bhagavantam upasaṅkamitvā pañham pucchati bhagavā tassa visajjeti 
PA_mnd_14:4.11	ayaṁ nimmitapucchā.	ayam nimmita pucchā 
PA_mnd_14:4.12	Imā tisso pucchā.	imāḥ tissaḥ pucchā 
PA_mnd_14:5.1	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.2	attatthapucchā, paratthapucchā, ubhayatthapucchā.	atta ttha pucchā parattha pucchā ubhayattha pucchā 
PA_mnd_14:5.3	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.4	diṭṭhadhammikatthapucchā, samparāyikatthapucchā, paramatthapucchā.	diṭṭhadhammika attha pucchā samparāyika attha pucchā paramattha pucchā 
PA_mnd_14:5.5	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.6	anavajjatthapucchā, nikkilesatthapucchā, vodānatthapucchā.	anavajja attha pucchā nikkilesa attha pucchā vodāna attha pucchā 
PA_mnd_14:5.7	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.8	atītapucchā, anāgatapucchā, paccuppannapucchā.	atīta pucchā anāgata pucchā paccuppanna pucchā 
PA_mnd_14:5.9	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.10	ajjhattapucchā, bahiddhāpucchā, ajjhattabahiddhāpucchā.	ajjhatta pucchā bahiddhā pucchā ajjhatta bahiddhā pucchā 
PA_mnd_14:5.11	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.12	kusalapucchā, akusalapucchā, abyākatapucchā.	kusala pucchā akusala pucchā abyākata pucchā 
PA_mnd_14:5.13	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.14	khandhapucchā, dhātupucchā, āyatanapucchā.	khandha pucchā dhātu pucchā āyatana pucchā 
PA_mnd_14:5.15	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.16	satipaṭṭhānapucchā, sammappadhānapucchā, iddhipādapucchā.	sati paṭṭhāna pucchā sammappadhāna pucchā iddhipāda pucchā 
PA_mnd_14:5.17	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.18	indriyapucchā, balapucchā, bojjhaṅgapucchā.	indriya pucchā bala pucchā bojjhaṅga pucchā 
PA_mnd_14:5.19	Aparāpi tisso pucchā—	aparā api pucchā 
PA_mnd_14:5.20	maggapucchā, phalapucchā, nibbānapucchā.	magga pucchā phala pucchā nibbāna pucchā 
PA_mnd_14:6.1	Pucchāmi tanti pucchāmi taṁ yācāmi taṁ ajjhesāmi taṁ pasādemi taṁ, “kathayassu me”ti—	pucchāmi tanti pucchāmi tam yācāmi tam ajjhesāmi tam pasādemi ta kathayassu mā iti 
PA_mnd_14:6.2	pucchāmi taṁ.	pucchāmi te 
PA_mnd_14:6.3	Ādiccabandhūti.	ādiccabandhu iti 
PA_mnd_14:6.4	Ādicco vuccati sūriyo.	ādiccaḥ vuccati sūriyaḥ 
PA_mnd_14:6.5	Sūriyo gotamo gottena, bhagavāpi gotamo gottena, bhagavā sūriyassa gottañātako gottabandhu;	sūriyaḥ gotamaḥ gottena bhagavā api gotamaḥ gottena bhagavā sūriyassa gotta ñātakaḥ gotta bandhu 
PA_mnd_14:6.6	tasmā buddho ādiccabandhūti—	tasmai buddhaḥ ādiccabandhu iti 
PA_mnd_14:6.7	pucchāmi taṁ ādiccabandhu.	pucchāmi tam ādiccabandhu 
