segmentnr	original	folio	analyzed
PA_dn_5:0.1	Dīgha Nikāya 5	0	
PA_dn_5:0.2	Kūṭadantasutta	0	
PA_dn_5:1.0	1. Khāṇumatakabrāhmaṇagahapatikā	1	
PA_dn_5:1.1	Evaṁ me sutaṁ—	1	
PA_dn_5:1.2	ekaṁ samayaṁ bhagavā magadhesu cārikaṁ caramāno mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi yena khāṇumataṁ nāma magadhānaṁ brāhmaṇagāmo tadavasari.	1	
PA_dn_5:1.3	Tatra sudaṁ bhagavā khāṇumate viharati ambalaṭṭhikāyaṁ.	1	
PA_dn_5:1.4_0	Tena kho pana samayena kūṭadanto brāhmaṇo khāṇumataṁ ajjhāvasati sattussadaṁ satiṇakaṭṭhodakaṁ	1	
PA_dn_5:1.4_1	sadhaññaṁ rājabhoggaṁ raññā māgadhena seniyena bimbisārena dinnaṁ rājadāyaṁ brahmadeyyaṁ.	1	
PA_dn_5:1.5	Tena kho pana samayena kūṭadantassa brāhmaṇassa mahāyañño upakkhaṭo hoti.	1	
PA_dn_5:1.6	Satta ca usabhasatāni satta ca vacchatarasatāni satta ca vacchatarīsatāni satta ca ajasatāni satta ca urabbhasatāni thūṇūpanītāni honti yaññatthāya.	1	
PA_dn_5:2.1	Assosuṁ kho khāṇumatakā brāhmaṇagahapatikā:	2	
PA_dn_5:2.2_0	“samaṇo khalu, bho, gotamo sakyaputto sakyakulā pabbajito magadhesu cārikaṁ caramāno	2	
PA_dn_5:2.2_1	mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi khāṇumataṁ anuppatto khāṇumate	2	
PA_dn_5:2.2_2	viharati ambalaṭṭhikāyaṁ.	2	
PA_dn_5:2.3	Taṁ kho pana bhavantaṁ gotamaṁ evaṁ kalyāṇo kittisaddo abbhuggato:	2	
PA_dn_5:2.4	‘itipi so bhagavā arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā’ti.	2	
PA_dn_5:2.5	So imaṁ lokaṁ sadevakaṁ samārakaṁ sabrahmakaṁ sassamaṇabrāhmaṇiṁ pajaṁ sadevamanussaṁ sayaṁ abhiññā sacchikatvā pavedeti.	2	
PA_dn_5:2.6	So dhammaṁ deseti ādikalyāṇaṁ majjhekalyāṇaṁ pariyosānakalyāṇaṁ sātthaṁ sabyañjanaṁ kevalaparipuṇṇaṁ parisuddhaṁ brahmacariyaṁ pakāseti.	2	
PA_dn_5:2.7	Sādhu kho pana tathārūpānaṁ arahataṁ dassanaṁ hotī”ti.	2	
PA_dn_5:2.8	Atha kho khāṇumatakā brāhmaṇagahapatikā khāṇumatā nikkhamitvā saṅghasaṅghī gaṇībhūtā yena ambalaṭṭhikā tenupasaṅkamanti.	2	
PA_dn_5:3.1	Tena kho pana samayena kūṭadanto brāhmaṇo uparipāsāde divāseyyaṁ upagato hoti.	3	
PA_dn_5:3.2	Addasā kho kūṭadanto brāhmaṇo khāṇumatake brāhmaṇagahapatike khāṇumatā nikkhamitvā saṅghasaṅghī gaṇībhūte yena ambalaṭṭhikā tenupasaṅkamante.	3	
PA_dn_5:3.3	Disvā khattaṁ āmantesi:	3	
PA_dn_5:3.4	“kiṁ nu kho, bho khatte, khāṇumatakā brāhmaṇagahapatikā khāṇumatā nikkhamitvā saṅghasaṅghī gaṇībhūtā yena ambalaṭṭhikā tenupasaṅkamantī”ti?	3	
PA_dn_5:3.5_0	“Atthi kho, bho, samaṇo gotamo sakyaputto sakyakulā pabbajito magadhesu cārikaṁ caramāno	3	
PA_dn_5:3.5_1	mahatā bhikkhusaṅghena saddhiṁ pañcamattehi bhikkhusatehi khāṇumataṁ anuppatto, khāṇumate	3	
PA_dn_5:3.5_2	viharati ambalaṭṭhikāyaṁ.	3	
PA_dn_5:3.6	Taṁ kho pana bhavantaṁ gotamaṁ evaṁ kalyāṇo kittisaddo abbhuggato:	3	
PA_dn_5:3.7	‘itipi so bhagavā arahaṁ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṁ buddho bhagavā’ti.	3	
PA_dn_5:3.8	Tamete bhavantaṁ gotamaṁ dassanāya upasaṅkamantī”ti.	3	
PA_dn_5:4.1	Atha kho kūṭadantassa brāhmaṇassa etadahosi:	4	
PA_dn_5:4.2	“sutaṁ kho pana metaṁ:	4	
PA_dn_5:4.3	‘samaṇo gotamo tividhaṁ yaññasampadaṁ soḷasaparikkhāraṁ jānātī’ti.	4	
PA_dn_5:4.4	Na kho panāhaṁ jānāmi tividhaṁ yaññasampadaṁ soḷasaparikkhāraṁ.	4	
PA_dn_5:4.5	Icchāmi cāhaṁ mahāyaññaṁ yajituṁ.	4	
PA_dn_5:4.6	Yannūnāhaṁ samaṇaṁ gotamaṁ upasaṅkamitvā tividhaṁ yaññasampadaṁ soḷasaparikkhāraṁ puccheyyan”ti.	4	
PA_dn_5:4.7	Atha kho kūṭadanto brāhmaṇo khattaṁ āmantesi:	4	
PA_dn_5:4.8	“tena hi, bho khatte, yena khāṇumatakā brāhmaṇagahapatikā tenupasaṅkama. upasaṅkamitvā khāṇumatake brāhmaṇagahapatike evaṁ vadehi:	4	
PA_dn_5:4.9	‘kūṭadanto, bho, brāhmaṇo evamāha—	4	
PA_dn_5:4.10	āgamentu kira bhavanto, kūṭadantopi brāhmaṇo samaṇaṁ gotamaṁ dassanāya upasaṅkamissatī’”ti.	4	
PA_dn_5:4.11	“Evaṁ, bho”ti kho so khattā kūṭadantassa brāhmaṇassa paṭissutvā yena khāṇumatakā brāhmaṇagahapatikā tenupasaṅkami. upasaṅkamitvā khāṇumatake brāhmaṇagahapatike etadavoca:	4	
PA_dn_5:4.12	“kūṭadanto, bho, brāhmaṇo evamāha:	4	
PA_dn_5:4.13	‘āgamentu kira bhonto, kūṭadantopi brāhmaṇo samaṇaṁ gotamaṁ dassanāya upasaṅkamissatī’”ti.	4	
PA_dn_5:5.0	2. Kūṭadantaguṇakathā	5	
PA_dn_5:5.1	Tena kho pana samayena anekāni brāhmaṇasatāni khāṇumate paṭivasanti:	5	
PA_dn_5:5.2	“kūṭadantassa brāhmaṇassa mahāyaññaṁ anubhavissāmā”ti.	5	
PA_dn_5:5.3	Assosuṁ kho te brāhmaṇā:	5	
PA_dn_5:5.4	“kūṭadanto kira brāhmaṇo samaṇaṁ gotamaṁ dassanāya upasaṅkamissatī”ti.	5	
PA_dn_5:5.5	Atha kho te brāhmaṇā yena kūṭadanto brāhmaṇo tenupasaṅkamiṁsu. upasaṅkamitvā kūṭadantaṁ brāhmaṇaṁ etadavocuṁ:	5	
PA_dn_5:5.6	“saccaṁ kira bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkamissatī”ti?	5	
PA_dn_5:5.7	“Evaṁ kho me, bho, hoti:	5	
PA_dn_5:5.8	‘ahampi samaṇaṁ gotamaṁ dassanāya upasaṅkamissāmī’”ti.	5	
PA_dn_5:6.1	“Mā bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkami.	6	
PA_dn_5:6.2	Na arahati bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.3	Sace bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkamissati, bhoto kūṭadantassa yaso hāyissati, samaṇassa gotamassa yaso abhivaḍḍhissati.	6	
PA_dn_5:6.4	Yampi bhoto kūṭadantassa yaso hāyissati, samaṇassa gotamassa yaso abhivaḍḍhissati, imināpaṅgena na arahati bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.5	Samaṇo tveva gotamo arahati bhavantaṁ kūṭadantaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.6	Bhavañhi kūṭadanto ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena.	6	
PA_dn_5:6.7_0	Yampi bhavaṁ kūṭadanto ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā	6	
PA_dn_5:6.7_1	pitāmahayugā akkhitto anupakkuṭṭho jātivādena, imināpaṅgena na arahati bhavaṁ kūṭadanto	6	
PA_dn_5:6.7_2	samaṇaṁ gotamaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.8	Samaṇo tveva gotamo arahati bhavantaṁ kūṭadantaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.9	Bhavañhi kūṭadanto aḍḍho mahaddhano mahābhogo pahūtavittūpakaraṇo pahūtajātarūparajato …pe…	6	
PA_dn_5:6.10_0	Bhavañhi kūṭadanto ajjhāyako mantadharo tiṇṇaṁ vedānaṁ pāragū sanighaṇḍukeṭubhānaṁ	6	
PA_dn_5:6.10_1	sākkharappabhedānaṁ itihāsapañcamānaṁ padako veyyākaraṇo lokāyatamahāpurisalakkhaṇesu anavayo …pe…	6	
PA_dn_5:6.11	Bhavañhi kūṭadanto abhirūpo dassanīyo pāsādiko paramāya vaṇṇapokkharatāya samannāgato brahmavaṇṇī brahmavacchasī akhuddāvakāso dassanāya …pe…	6	
PA_dn_5:6.12	Bhavañhi kūṭadanto sīlavā vuddhasīlī vuddhasīlena samannāgato …pe…	6	
PA_dn_5:6.13	Bhavañhi kūṭadanto kalyāṇavāco kalyāṇavākkaraṇo poriyā vācāya samannāgato vissaṭṭhāya anelagalāya atthassa viññāpaniyā …pe…	6	
PA_dn_5:6.14_0	Bhavañhi kūṭadanto bahūnaṁ ācariyapācariyo tīṇi māṇavakasatāni mante vāceti, bahū	6	
PA_dn_5:6.14_1	kho pana nānādisā nānājanapadā māṇavakā āgacchanti bhoto kūṭadantassa santike mantatthikā	6	
PA_dn_5:6.14_2	mante adhiyitukāmā …pe…	6	
PA_dn_5:6.15	Bhavañhi kūṭadanto jiṇṇo vuddho mahallako addhagato vayoanuppatto.	6	
PA_dn_5:6.16	Samaṇo gotamo taruṇo ceva taruṇapabbajito ca …pe…	6	
PA_dn_5:6.17	Bhavañhi kūṭadanto rañño māgadhassa seniyassa bimbisārassa sakkato garukato mānito pūjito apacito …pe…	6	
PA_dn_5:6.18	Bhavañhi kūṭadanto brāhmaṇassa pokkharasātissa sakkato garukato mānito pūjito apacito …pe…	6	
PA_dn_5:6.19	Bhavañhi kūṭadanto khāṇumataṁ ajjhāvasati sattussadaṁ satiṇakaṭṭhodakaṁ sadhaññaṁ rājabhoggaṁ raññā māgadhena seniyena bimbisārena dinnaṁ rājadāyaṁ brahmadeyyaṁ.	6	
PA_dn_5:6.20_0	Yampi bhavaṁ kūṭadanto khāṇumataṁ ajjhāvasati sattussadaṁ satiṇakaṭṭhodakaṁ sadhaññaṁ	6	
PA_dn_5:6.20_1	rājabhoggaṁ, raññā māgadhena seniyena bimbisārena dinnaṁ rājadāyaṁ brahmadeyyaṁ,	6	
PA_dn_5:6.20_2	imināpaṅgena na arahati bhavaṁ kūṭadanto samaṇaṁ gotamaṁ dassanāya upasaṅkamituṁ.	6	
PA_dn_5:6.21	Samaṇo tveva gotamo arahati bhavantaṁ kūṭadantaṁ dassanāya upasaṅkamitun”ti.	6	
PA_dn_5:7.0	3. Buddhaguṇakathā	7	
PA_dn_5:7.1	Evaṁ vutte, kūṭadanto brāhmaṇo te brāhmaṇe etadavoca:	7	
PA_dn_5:7.2	“Tena hi, bho, mamapi suṇātha, yathā mayameva arahāma taṁ bhavantaṁ gotamaṁ dassanāya upasaṅkamituṁ,	7	
PA_dn_5:7.3	na tveva arahati so bhavaṁ gotamo amhākaṁ dassanāya upasaṅkamituṁ.	7	
PA_dn_5:7.4	Samaṇo khalu, bho, gotamo ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena.	7	
PA_dn_5:7.5_0	Yampi, bho, samaṇo gotamo ubhato sujāto mātito ca pitito ca saṁsuddhagahaṇiko yāva	7	
PA_dn_5:7.5_1	sattamā pitāmahayugā akkhitto anupakkuṭṭho jātivādena, imināpaṅgena na arahati so	7	
PA_dn_5:7.5_2	bhavaṁ gotamo amhākaṁ dassanāya upasaṅkamituṁ.	7	
PA_dn_5:7.6	Atha kho mayameva arahāma taṁ bhavantaṁ gotamaṁ dassanāya upasaṅkamituṁ.	7	
PA_dn_5:7.7	Samaṇo khalu, bho, gotamo mahantaṁ ñātisaṅghaṁ ohāya pabbajito …pe…	7	
PA_dn_5:7.8	Samaṇo khalu, bho, gotamo pahūtaṁ hiraññasuvaṇṇaṁ ohāya pabbajito bhūmigatañca vehāsaṭṭhaṁ ca …pe…	7	
PA_dn_5:7.9	Samaṇo khalu, bho, gotamo daharova samāno yuvā susukāḷakeso bhadrena yobbanena samannāgato paṭhamena vayasā agārasmā anagāriyaṁ pabbajito …pe…	7	
PA_dn_5:7.10	Samaṇo khalu, bho, gotamo akāmakānaṁ mātāpitūnaṁ assumukhānaṁ rudantānaṁ kesamassuṁ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṁ pabbajito …pe…	7	
