segmentnr	original	analyzed
PA_pli-tv-bu-vb_pc51:0.1	Theravāda Vinaya	▁ther a vād a ▁vinay a
PA_pli-tv-bu-vb_pc51:0.2	Mahāvibhaṅga	▁mahā vibhaṃg a
PA_pli-tv-bu-vb_pc51:0.3	Pācittiyakaṇḍa	▁pācittiy akaṇḍ a
PA_pli-tv-bu-vb_pc51:0.4	Surāpānavagga	▁su rā pān avagga
PA_pli-tv-bu-vb_pc51:0.5	51. Surāpānasikkhāpada	▁su rā pān asikkhāpad a
PA_pli-tv-bu-vb_pc51:1.1	Tena samayena buddho bhagavā cetiyesu cārikaṁ caramāno yena bhaddavatikā tena pāyāsi.	▁tena ▁samayena ▁buddho ▁bhagavā ▁cetiy esu ▁ cārik aṃ ▁ca r amāno ▁yena ▁ bhadd avat ikā ▁tena ▁ pāyās i
PA_pli-tv-bu-vb_pc51:1.2	Addasaṁsu kho gopālakā pasupālakā kassakā pathāvino bhagavantaṁ dūratova āgacchantaṁ.	▁addasa ṃ su ▁kho ▁go pāl akā ▁pa su pāl akā ▁kassa kā ▁pa thā vi no ▁bhagavantaṃ ▁ dūr ato va ▁āgacchant aṃ
PA_pli-tv-bu-vb_pc51:1.3	Disvāna bhagavantaṁ etadavocuṁ—“mā kho, bhante, bhagavā ambatitthaṁ agamāsi.	▁disvā na ▁bhagavantaṃ ▁et a da vo cu ṃ mā ▁kho ▁bhante ▁bhagavā ▁amb ati tth aṃ ▁agamāsi
PA_pli-tv-bu-vb_pc51:1.4	Ambatitthe, bhante, jaṭilassa assame nāgo paṭivasati iddhimā āsiviso ghoraviso.	▁amb ati tth e ▁bhante ▁ jaṭ i l assa ▁ assa me ▁nāg o ▁paṭi va sati ▁iddhi mā ▁ āsi vis o ▁ gh o ra vis o
PA_pli-tv-bu-vb_pc51:1.5	So bhagavantaṁ mā viheṭhesī”ti.	▁so ▁bhagavantaṃ ▁mā ▁vi he ṭ h esīti
PA_pli-tv-bu-vb_pc51:1.6	Evaṁ vutte, bhagavā tuṇhī ahosi.	▁evaṃ ▁vutte ▁bhagavā ▁tuṇhī ▁ahosi
PA_pli-tv-bu-vb_pc51:1.7	Dutiyampi kho …pe…	▁dutiy ampi ▁kho ▁pe
PA_pli-tv-bu-vb_pc51:1.8	tatiyampi kho gopālakā pasupālakā kassakā pathāvino bhagavantaṁ etadavocuṁ—	▁tatiy ampi ▁kho ▁go pāl akā ▁pa su pāl akā ▁kassa kā ▁pa thā vi no ▁bhagavantaṃ ▁et a da vo cu ṃ
PA_pli-tv-bu-vb_pc51:1.9	“mā kho, bhante, bhagavā ambatitthaṁ agamāsi.	▁mā ▁kho ▁bhante ▁bhagavā ▁amb ati tth aṃ ▁agamāsi
PA_pli-tv-bu-vb_pc51:1.10	Ambatitthe, bhante, jaṭilassa assame nāgo paṭivasati iddhimā āsiviso ghoraviso.	▁amb ati tth e ▁bhante ▁ jaṭ i l assa ▁ assa me ▁nāg o ▁paṭi va sati ▁iddhi mā ▁ āsi vis o ▁ gh o ra vis o
PA_pli-tv-bu-vb_pc51:1.11	So bhagavantaṁ mā viheṭhesī”ti.	▁so ▁bhagavantaṃ ▁mā ▁vi he ṭ h esīti
PA_pli-tv-bu-vb_pc51:1.12	Tatiyampi kho bhagavā tuṇhī ahosi.	▁tatiy ampi ▁kho ▁bhagavā ▁tuṇhī ▁ahosi
PA_pli-tv-bu-vb_pc51:1.13	Atha kho bhagavā anupubbena cārikaṁ caramāno yena bhaddavatikā tadavasari. Tatra sudaṁ bhagavā bhaddavatikāyaṁ viharati.	▁atha ▁kho ▁bhagavā ▁anupubb ena ▁ cārik aṃ ▁ca r amāno ▁yena ▁ bhadd avat ikā ▁tad avas a ri ▁tatra ▁sud aṃ ▁bhagavā ▁ bhadd avat ikā yaṃ ▁viharati
PA_pli-tv-bu-vb_pc51:1.14_0	Atha kho āyasmā sāgato yena ambatitthassa jaṭilassa assamo tenupasaṅkami; upasaṅkamitvā	▁atha ▁kho ▁āyasmā ▁sā gat o ▁yena ▁amb ati tth assa ▁ jaṭ i l assa ▁ assa mo ▁tenupasaṃkami ▁upasaṃkamitvā
PA_pli-tv-bu-vb_pc51:1.14_1	agyāgāraṁ pavisitvā tiṇasanthārakaṁ paññapetvā nisīdi pallaṅkaṁ ābhujitvā ujuṁ kāyaṁ	▁a g yā gār aṃ ▁pavisitvā ▁tiṇ a sant hār akaṃ ▁paññap etvā ▁nisīdi ▁ pallaṃk aṃ ▁ ā bhu j itvā ▁uju ṃ ▁kāy aṃ
PA_pli-tv-bu-vb_pc51:1.14_2	paṇidhāya parimukhaṁ satiṁ upaṭṭhapetvā.	▁pa ṇi dh āya ▁pari mukh aṃ ▁sati ṃ ▁upa ṭṭha petvā
PA_pli-tv-bu-vb_pc51:1.15	Addasā kho so nāgo āyasmantaṁ sāgataṁ paviṭṭhaṁ. Disvāna dummano padhūpāyi.	▁ad das ā ▁kho ▁so ▁nāg o ▁āyasmant aṃ ▁sā gat aṃ ▁paviṭṭh aṃ ▁disvā na ▁dum man o ▁pad hū pāy i
PA_pli-tv-bu-vb_pc51:1.16	Āyasmāpi sāgato padhūpāyi.	▁āyasmā pi ▁sā gat o ▁pad hū pāy i
PA_pli-tv-bu-vb_pc51:1.17	Atha kho so nāgo makkhaṁ asahamāno pajjali.	▁atha ▁kho ▁so ▁nāg o ▁ makkh aṃ ▁a saha mān o ▁pa jja li
PA_pli-tv-bu-vb_pc51:1.18	Āyasmāpi sāgato tejodhātuṁ samāpajjitvā pajjali.	▁āyasmā pi ▁sā gat o ▁te j o dhātu ṃ ▁samāpajji tvā ▁pa jja li
PA_pli-tv-bu-vb_pc51:1.19	Atha kho āyasmā sāgato tassa nāgassa tejasā tejaṁ pariyādiyitvā yena bhaddavatikā tenupasaṅkami.	▁atha ▁kho ▁āyasmā ▁sā gat o ▁tassa ▁nāg assa ▁te ja sā ▁te j aṃ ▁pari y ādi y itvā ▁yena ▁ bhadd avat ikā ▁tenupasaṃkami
PA_pli-tv-bu-vb_pc51:1.20	Atha kho bhagavā bhaddavatikāyaṁ yathābhirantaṁ viharitvā yena kosambī tena cārikaṁ pakkāmi.	▁atha ▁kho ▁bhagavā ▁ bhadd avat ikā yaṃ ▁yathā bhi r antaṃ ▁vi haritvā ▁yena ▁ko sa mb ī ▁tena ▁ cārik aṃ ▁pakkāmi
PA_pli-tv-bu-vb_pc51:1.21	Assosuṁ kho kosambikā upāsakā—“ayyo kira sāgato ambatitthikena nāgena saddhiṁ saṅgāmesī”ti.	▁ ass o su ṃ ▁kho ▁ko sa mb ikā ▁upāsakā a yy o ▁kira ▁sā gat o ▁amb ati tthik ena ▁nāg ena ▁saddhiṃ ▁saṃ gā me sīti
PA_pli-tv-bu-vb_pc51:1.22	Atha kho bhagavā anupubbena cārikaṁ caramāno yena kosambī tadavasari. Atha kho kosambikā upāsakā bhagavato paccuggamanaṁ karitvā yenāyasmā sāgato tenupasaṅkamiṁsu;	▁atha ▁kho ▁bhagavā ▁anupubb ena ▁ cārik aṃ ▁ca r amāno ▁yena ▁ko sa mb ī ▁tad avas a ri ▁atha ▁kho ▁ko sa mb ikā ▁upāsakā ▁bhagavato ▁pacc uggaman aṃ ▁karitvā ▁ye nā y asmā ▁sā gat o ▁tenupasaṃkami ṃ su
PA_pli-tv-bu-vb_pc51:1.23	upasaṅkamitvā āyasmantaṁ sāgataṁ abhivādetvā ekamantaṁ aṭṭhaṁsu. Ekamantaṁ ṭhitā kho kosambikā upāsakā āyasmantaṁ sāgataṁ etadavocuṁ—	▁upasaṃkamitvā ▁āyasmant aṃ ▁sā gat aṃ ▁abhivādetvā ▁ekamantaṃ ▁aṭṭh aṃ su ▁ekamantaṃ ▁ṭhit ā ▁kho ▁ko sa mb ikā ▁upāsakā ▁āyasmant aṃ ▁sā gat aṃ ▁et a da vo cu ṃ
PA_pli-tv-bu-vb_pc51:1.24	“kiṁ, bhante, ayyānaṁ dullabhañca manāpañca, kiṁ paṭiyādemā”ti?	▁kiṃ ▁bhante ▁ayyā naṃ ▁dullabh añca ▁manāp añca ▁kiṃ ▁paṭi yā d e m āti
PA_pli-tv-bu-vb_pc51:1.25	Evaṁ vutte, chabbaggiyā bhikkhū kosambike upāsake etadavocuṁ—“atthāvuso, kāpotikā nāma pasannā bhikkhūnaṁ dullabhā ca manāpā ca, taṁ paṭiyādethā”ti.	▁evaṃ ▁vutte ▁chabbaggiyā ▁bhikkhū ▁ko sa mb ike ▁u pās ake ▁et a da vo cu ṃ atth āvuso ▁kā p oti kā ▁nāma ▁pasann ā ▁bhikkhūnaṃ ▁dullabh ā ▁ca ▁manāp ā ▁ca ▁taṃ ▁paṭi yā d e thāti
PA_pli-tv-bu-vb_pc51:1.26_0	Atha kho kosambikā upāsakā ghare ghare kāpotikaṁ pasannaṁ paṭiyādetvā āyasmantaṁ	▁atha ▁kho ▁ko sa mb ikā ▁upāsakā ▁ghar e ▁ghar e ▁kā p oti kaṃ ▁pasann aṃ ▁paṭi yā d etvā ▁āyasmant aṃ
