segmentnr	original	analyzed
PA_ya_7.1:0.1	7 Anusayayamaka	anu saya yamaka 
PA_ya_7.1:0.2	7.1. Uppattiṭṭhānavāra	uppatti ṭṭhāna vāra 
PA_ya_7.1:1.1	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	namaḥ tassa bhagavataḥ arahataḥ sammāsambuddhassa 
PA_ya_7.1:2.1	Sattānusayā—kāmarāgānusayo, paṭighānusayo, mānānusayo, diṭṭhānusayo, vicikicchānusayo, bhavarāgānusayo, avijjānusayo.	paṭigha anusayaḥ māna anusayaḥ diṭṭha anusayaḥ vicikicchā anusayaḥ bhava rāga anusayaḥ avijjā anusayaḥ 
PA_ya_7.1:3.1	Kattha kāmarāgānusayo anuseti? Kāmadhātuyā dvīsu vedanāsu ettha kāmarāgānusayo anuseti.	kattha kāma rāga anusayaḥ anuseti kāmadhātuyā dvīsu vedanāsu ettha kāma rāga anusayaḥ anuseti 
PA_ya_7.1:4.1	Kattha paṭighānusayo anuseti? Dukkhāya vedanāya ettha paṭighānusayo anuseti.	kattha paṭigha anusayaḥ anuseti dukkhāya vedanāya ettha paṭigha anusayaḥ anuseti 
PA_ya_7.1:5.1	Kattha mānānusayo anuseti? Kāmadhātuyā dvīsu vedanāsu rūpadhātuyā arūpadhātuyā ettha mānānusayo anuseti.	kattha māna anusayaḥ anuseti kāmadhātuyā dvīsu vedanāsu rūpadhātuyā arūpadhātuyā ettha māna anusayaḥ anuseti 
PA_ya_7.1:6.1	Kattha diṭṭhānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha diṭṭhānusayo anuseti.	kattha diṭṭha anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha diṭṭha anusayaḥ anuseti 
PA_ya_7.1:7.1	Kattha vicikicchānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha vicikicchānusayo anuseti.	kattha vicikicchā anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha vicikicchā anusayaḥ anuseti 
PA_ya_7.1:8.1	Kattha bhavarāgānusayo anuseti? Rūpadhātuyā arūpadhātuyā ettha bhavarāgānusayo anuseti.	kattha bhava rāga anusayaḥ anuseti rūpa dhātuyā a rūpa dhātuyā ettha bhava rāga anusayaḥ anuseti 
PA_ya_7.1:9.1	Kattha avijjānusayo anuseti? Sabbasakkāyapariyāpannesu dhammesu ettha avijjānusayo anuseti.	kattha avijjā anusayaḥ anuseti sabba sakkāya pariyāpannesu dhammesu ettha avijjā anusayaḥ anuseti 
PA_ya_7.1:10.1	Uppattiṭṭhānavāro.	uppatti ṭṭhāna vāro 
