segmentnr	original	folio	analyzed
PA_mn_120:0.1	Majjhima Nikāya 120	0	
PA_mn_120:0.2	Saṅkhārupapattisutta	0	
PA_mn_120:1.1	Evaṁ me sutaṁ—	1	
PA_mn_120:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_120:1.3	Tatra kho bhagavā bhikkhū āmantesi:	1	
PA_mn_120:1.4	“bhikkhavo”ti.	1	
PA_mn_120:1.5	“Bhadante”ti te bhikkhū bhagavato paccassosuṁ.	1	
PA_mn_120:1.6	Bhagavā etadavoca:	1	
PA_mn_120:2.1	“saṅkhārupapattiṁ vo, bhikkhave, desessāmi,	2	
PA_mn_120:2.2	taṁ suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti.	2	
PA_mn_120:2.3	“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ.	2	
PA_mn_120:2.4	Bhagavā etadavoca:	2	
PA_mn_120:3.1	“Idha, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena samannāgato hoti, cāgena samannāgato hoti, paññāya samannāgato hoti.	3	
PA_mn_120:3.2	Tassa evaṁ hoti:	3	
PA_mn_120:3.3	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā khattiyamahāsālānaṁ sahabyataṁ upapajjeyyan’ti.	3	
PA_mn_120:3.4	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	3	
PA_mn_120:3.5	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	3	
PA_mn_120:3.6	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	3	
PA_mn_120:4-5.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena samannāgato hoti, cāgena samannāgato hoti, paññāya samannāgato hoti.	4-5	
PA_mn_120:4-5.2	Tassa evaṁ hoti:	4-5	
PA_mn_120:4-5.3	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā brāhmaṇamahāsālānaṁ …pe…	4-5	
PA_mn_120:4-5.4	gahapatimahāsālānaṁ sahabyataṁ upapajjeyyan’ti.	4-5	
PA_mn_120:4-5.5	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	4-5	
PA_mn_120:4-5.6	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	4-5	
PA_mn_120:4-5.7	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	4-5	
PA_mn_120:6.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena samannāgato hoti, cāgena samannāgato hoti, paññāya samannāgato hoti.	6	
PA_mn_120:6.2	Tassa sutaṁ hoti:	6	
PA_mn_120:6.3	‘cātumahārājikā devā dīghāyukā vaṇṇavanto sukhabahulā’ti.	6	
PA_mn_120:6.4	Tassa evaṁ hoti:	6	
PA_mn_120:6.5	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā cātumahārājikānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	6	
PA_mn_120:6.6	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	6	
PA_mn_120:6.7	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	6	
PA_mn_120:6.8	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	6	
PA_mn_120:7-11.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena samannāgato hoti, cāgena samannāgato hoti, paññāya samannāgato hoti.	7-11	
PA_mn_120:7-11.2	Tassa sutaṁ hoti—	7-11	
PA_mn_120:7-11.3	tāvatiṁsā devā …pe…	7-11	
PA_mn_120:7-11.4	yāmā devā …	7-11	
PA_mn_120:7-11.5	tusitā devā …	7-11	
PA_mn_120:7-11.6	nimmānaratī devā …	7-11	
PA_mn_120:7-11.7	paranimmitavasavattī devā dīghāyukā vaṇṇavanto sukhabahulāti.	7-11	
PA_mn_120:7-11.8	Tassa evaṁ hoti:	7-11	
PA_mn_120:7-11.9	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā paranimmitavasavattīnaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	7-11	
PA_mn_120:7-11.10	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	7-11	
PA_mn_120:7-11.11	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	7-11	
PA_mn_120:7-11.12	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	7-11	
PA_mn_120:12.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena samannāgato hoti, cāgena samannāgato hoti, paññāya samannāgato hoti.	12	
PA_mn_120:12.2	Tassa sutaṁ hoti:	12	
PA_mn_120:12.3	‘sahasso brahmā dīghāyuko vaṇṇavā sukhabahulo’ti.	12	
PA_mn_120:12.4	Sahasso, bhikkhave, brahmā sahassilokadhātuṁ pharitvā adhimuccitvā viharati.	12	
PA_mn_120:12.5	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	12	
PA_mn_120:12.6	Seyyathāpi, bhikkhave, cakkhumā puriso ekaṁ āmaṇḍaṁ hatthe karitvā paccavekkheyya;	12	
PA_mn_120:12.7	evameva kho, bhikkhave, sahasso brahmā sahassilokadhātuṁ pharitvā adhimuccitvā viharati.	12	
PA_mn_120:12.8	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	12	
PA_mn_120:12.9	Tassa evaṁ hoti:	12	
PA_mn_120:12.10	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā sahassassa brahmuno sahabyataṁ upapajjeyyan’ti.	12	
PA_mn_120:12.11	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	12	
PA_mn_120:12.12	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	12	
PA_mn_120:12.13	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	12	
PA_mn_120:13-16.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena …	13-16	
PA_mn_120:13-16.2	cāgena …	13-16	
PA_mn_120:13-16.3	paññāya samannāgato hoti.	13-16	
PA_mn_120:13-16.4	Tassa sutaṁ hoti—	13-16	
PA_mn_120:13-16.5	dvisahasso brahmā …pe…	13-16	
PA_mn_120:13-16.6	tisahasso brahmā …	13-16	
PA_mn_120:13-16.7	catusahasso brahmā …	13-16	
PA_mn_120:13-16.8	pañcasahasso brahmā dīghāyuko vaṇṇavā sukhabahuloti.	13-16	
PA_mn_120:13-16.9	Pañcasahasso, bhikkhave, brahmā pañcasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	13-16	
PA_mn_120:13-16.10	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	13-16	
PA_mn_120:13-16.11	Seyyathāpi, bhikkhave, cakkhumā puriso pañca āmaṇḍāni hatthe karitvā paccavekkheyya;	13-16	
PA_mn_120:13-16.12	evameva kho, bhikkhave, pañcasahasso brahmā pañcasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	13-16	
PA_mn_120:13-16.13	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	13-16	
PA_mn_120:13-16.14	Tassa evaṁ hoti:	13-16	
PA_mn_120:13-16.15	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā pañcasahassassa brahmuno sahabyataṁ upapajjeyyan’ti.	13-16	
PA_mn_120:13-16.16	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	13-16	
PA_mn_120:13-16.17	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	13-16	
PA_mn_120:13-16.18	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	13-16	
PA_mn_120:17.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena samannāgato hoti, sutena …	17	
PA_mn_120:17.2	cāgena …	17	
PA_mn_120:17.3	paññāya samannāgato hoti.	17	
PA_mn_120:17.4	Tassa sutaṁ hoti:	17	
PA_mn_120:17.5	‘dasasahasso brahmā dīghāyuko vaṇṇavā sukhabahulo’ti.	17	
PA_mn_120:17.6	Dasasahasso, bhikkhave, brahmā dasasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	17	
PA_mn_120:17.7	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	17	
PA_mn_120:17.8	Seyyathāpi, bhikkhave, maṇi veḷuriyo subho jātimā aṭṭhaṁso suparikammakato paṇḍukambale nikkhitto bhāsate ca tapate ca virocati ca;	17	
PA_mn_120:17.9	evameva kho, bhikkhave, dasasahasso brahmā dasasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	17	
PA_mn_120:17.10	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	17	
PA_mn_120:17.11	Tassa evaṁ hoti:	17	
PA_mn_120:17.12	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā dasasahassassa brahmuno sahabyataṁ upapajjeyyan’ti.	17	
PA_mn_120:17.13	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	17	
PA_mn_120:17.14	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	17	
PA_mn_120:17.15	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	17	
PA_mn_120:18.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	18	
PA_mn_120:18.2	sutena …	18	
PA_mn_120:18.3	cāgena …	18	
PA_mn_120:18.4	paññāya samannāgato hoti.	18	
PA_mn_120:18.5	Tassa sutaṁ hoti:	18	
PA_mn_120:18.6	‘satasahasso brahmā dīghāyuko vaṇṇavā sukhabahulo’ti.	18	
PA_mn_120:18.7	Satasahasso, bhikkhave, brahmā satasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	18	
PA_mn_120:18.8	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	18	
PA_mn_120:18.9	Seyyathāpi, bhikkhave, nikkhaṁ jambonadaṁ dakkhakammāraputtaukkāmukhasukusalasampahaṭṭhaṁ paṇḍukambale nikkhittaṁ bhāsate ca tapate ca virocati ca;	18	
PA_mn_120:18.10	evameva kho, bhikkhave, satasahasso brahmā satasahassilokadhātuṁ pharitvā adhimuccitvā viharati.	18	
PA_mn_120:18.11	Yepi tattha sattā upapannā tepi pharitvā adhimuccitvā viharati.	18	
PA_mn_120:18.12	Tassa evaṁ hoti:	18	
PA_mn_120:18.13	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā satasahassassa brahmuno sahabyataṁ upapajjeyyan’ti.	18	
PA_mn_120:18.14	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	18	
PA_mn_120:18.15	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	18	
PA_mn_120:18.16	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	18	
PA_mn_120:19.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	19	
PA_mn_120:19.2	sutena …	19	
PA_mn_120:19.3	cāgena …	19	
PA_mn_120:19.4	paññāya samannāgato hoti.	19	
PA_mn_120:19.5	Tassa sutaṁ hoti—	19	
PA_mn_120:19.6	ābhā devā …pe…	19	
PA_mn_120:19.7	parittābhā devā …	19	
PA_mn_120:19.8	appamāṇābhā devā …	19	
PA_mn_120:19.9	ābhassarā devā dīghāyukā vaṇṇavanto sukhabahulāti.	19	
PA_mn_120:19.10	Tassa evaṁ hoti:	19	
PA_mn_120:19.11	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā ābhassarānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	19	
PA_mn_120:19.12	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	19	
PA_mn_120:19.13	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	19	
PA_mn_120:19.14	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	19	
PA_mn_120:20.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	20	
PA_mn_120:20.2	sutena …	20	
PA_mn_120:20.3	cāgena …	20	
PA_mn_120:20.4	paññāya samannāgato hoti.	20	
PA_mn_120:20.5	Tassa sutaṁ hoti—	20	
PA_mn_120:20.6	parittasubhā devā …pe…	20	
PA_mn_120:20.7	appamāṇasubhā devā …	20	
PA_mn_120:20.8	subhakiṇhā devā dīghāyukā vaṇṇavanto sukhabahulāti.	20	
PA_mn_120:20.9	Tassa evaṁ hoti:	20	
PA_mn_120:20.10	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā subhakiṇhānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	20	
PA_mn_120:20.11	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	20	
PA_mn_120:20.12	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	20	
PA_mn_120:20.13	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	20	
PA_mn_120:21-30.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	21-30	
PA_mn_120:21-30.2	sutena …	21-30	
PA_mn_120:21-30.3	cāgena …	21-30	
PA_mn_120:21-30.4	paññāya samannāgato hoti.	21-30	
PA_mn_120:21-30.5	Tassa sutaṁ hoti—	21-30	
PA_mn_120:21-30.6	vehapphalā devā …pe…	21-30	
PA_mn_120:21-30.7	avihā devā …	21-30	
PA_mn_120:21-30.8	atappā devā …	21-30	
PA_mn_120:21-30.9	sudassā devā …	21-30	
PA_mn_120:21-30.10	sudassī devā …	21-30	
PA_mn_120:21-30.11	akaniṭṭhā devā dīghāyukā vaṇṇavanto sukhabahulāti.	21-30	
PA_mn_120:21-30.12	Tassa evaṁ hoti:	21-30	
PA_mn_120:21-30.13	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā akaniṭṭhānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	21-30	
PA_mn_120:21-30.14	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	21-30	
PA_mn_120:21-30.15	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	21-30	
PA_mn_120:21-30.16	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	21-30	
PA_mn_120:31.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	31	
PA_mn_120:31.2	sutena …	31	
PA_mn_120:31.3	cāgena …	31	
PA_mn_120:31.4	paññāya samannāgato hoti.	31	
PA_mn_120:31.5	Tassa sutaṁ hoti:	31	
PA_mn_120:31.6	‘ākāsānañcāyatanūpagā devā dīghāyukā ciraṭṭhitikā sukhabahulā’ti.	31	
PA_mn_120:31.7	Tassa evaṁ hoti:	31	
PA_mn_120:31.8	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā ākāsānañcāyatanūpagānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	31	
PA_mn_120:31.9	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	31	
PA_mn_120:31.10	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	31	
PA_mn_120:31.11	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	31	
PA_mn_120:32.1	Puna caparaṁ, bhikkhave, bhikkhu saddhāya samannāgato hoti, sīlena …	32	
PA_mn_120:32.2	sutena …	32	
PA_mn_120:32.3	cāgena …	32	
PA_mn_120:32.4	paññāya samannāgato hoti.	32	
PA_mn_120:32.5	Tassa sutaṁ hoti:	32	
PA_mn_120:32.6	‘viññāṇañcāyatanūpagā devā dīghāyukā ciraṭṭhitikā sukhabahulā’ti.	32	
PA_mn_120:32.7	Tassa evaṁ hoti:	32	
PA_mn_120:32.8	‘aho vatāhaṁ kāyassa bhedā paraṁ maraṇā viññāṇañcāyatanūpagānaṁ devānaṁ sahabyataṁ upapajjeyyan’ti.	32	
PA_mn_120:32.9	So taṁ cittaṁ dahati, taṁ cittaṁ adhiṭṭhāti, taṁ cittaṁ bhāveti.	32	
PA_mn_120:32.10	Tassa te saṅkhārā ca vihārā ca evaṁ bhāvitā evaṁ bahulīkatā tatrupapattiyā saṁvattanti.	32	
PA_mn_120:32.11	Ayaṁ, bhikkhave, maggo ayaṁ paṭipadā tatrupapattiyā saṁvattati.	32	
