segmentnr	original	folio	analyzed
PA_bi-vb_pc91-93:91.0.1	Theravāda Vinaya	91	
PA_bi-vb_pc91-93:91.0.2	Bhikkhunivibhaṅga	91	
PA_bi-vb_pc91-93:91.0.3	Pācittiyakaṇḍa	91	
PA_bi-vb_pc91-93:91.0.4	Chattupāhanavagga	91	
PA_bi-vb_pc91-93:91.0.5	91–93. Sikkhamāna-sāmaṇerī-gihiniummaddāpanasikkhāpada	91	
PA_bi-vb_pc91-93:91.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	91	
PA_bi-vb_pc91-93:91.1.2	Tena kho pana samayena bhikkhuniyo sikkhamānāya ummaddāpentipi parimaddāpentipi …pe…	91	
PA_bi-vb_pc91-93:92.1.1	sāmaṇeriyā ummaddāpentipi parimaddāpentipi …pe…	92	
PA_bi-vb_pc91-93:93.1.1	gihiniyā ummaddāpentipi parimaddāpentipi.	93	
PA_bi-vb_pc91-93:93.1.2	Manussā vihāracārikaṁ āhiṇḍantā passitvā ujjhāyanti khiyyanti vipācenti—	93	
PA_bi-vb_pc91-93:93.1.3	“kathañhi nāma bhikkhuniyo gihiniyā ummaddāpessantipi parimaddāpessantipi, seyyathāpi gihiniyo kāmabhoginiyo”ti.	93	
PA_bi-vb_pc91-93:93.1.4	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	93	
PA_bi-vb_pc91-93:93.1.5	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	93	
PA_bi-vb_pc91-93:93.1.6	“kathañhi nāma bhikkhuniyo gihiniyā ummaddāpessantipi parimaddāpessantipī”ti …pe…	93	
PA_bi-vb_pc91-93:93.1.7	“saccaṁ kira, bhikkhave, bhikkhuniyo gihiniyā ummaddāpentipi parimaddāpentipī”ti?	93	
PA_bi-vb_pc91-93:93.1.8	“Saccaṁ, bhagavā”ti.	93	
PA_bi-vb_pc91-93:93.1.9	Vigarahi buddho bhagavā …pe…	93	
PA_bi-vb_pc91-93:93.1.10	kathañhi nāma, bhikkhave, bhikkhuniyo gihiniyā ummaddāpessantipi parimaddāpessantipi.	93	
PA_bi-vb_pc91-93:93.1.11	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	93	
PA_bi-vb_pc91-93:93.1.12	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	93	
PA_bi-vb_pc91-93:93.1.13.1	“Yā pana bhikkhunī (sikkhamānāya …pe… sāmaṇeriyā …pe… ) gihiniyā ummaddāpeyya vā parimaddāpeyya vā, pācittiyan”ti.	93	
PA_bi-vb_pc91-93:93.2.1.1	Yā panāti	93	
PA_bi-vb_pc91-93:93.2.1.2	yā yādisā …pe…	93	
PA_bi-vb_pc91-93:93.2.1.3	bhikkhunīti	93	
PA_bi-vb_pc91-93:93.2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	93	
PA_bi-vb_pc91-93:93.2.1.5	Sikkhamānā nāma	93	
PA_bi-vb_pc91-93:93.2.1.6	dve vassāni chasu dhammesu sikkhitasikkhā.	93	
PA_bi-vb_pc91-93:93.2.1.7	Sāmaṇerī nāma	93	
PA_bi-vb_pc91-93:93.2.1.8	dasasikkhāpadikā.	93	
PA_bi-vb_pc91-93:93.2.1.9	Gihinī nāma	93	
PA_bi-vb_pc91-93:93.2.1.10	agārinī vuccati.	93	
PA_bi-vb_pc91-93:93.2.1.11	Ummaddāpeyya vāti	93	
PA_bi-vb_pc91-93:93.2.1.12	ummaddāpeti, āpatti pācittiyassa.	93	
PA_bi-vb_pc91-93:93.2.1.13	Parimaddāpeyya vāti	93	
PA_bi-vb_pc91-93:93.2.1.14	sambāhāpeti, āpatti pācittiyassa.	93	
PA_bi-vb_pc91-93:93.2.2.1	Anāpatti—	93	
PA_bi-vb_pc91-93:93.2.2.2	gilānāya,	93	
PA_bi-vb_pc91-93:93.2.2.3	āpadāsu,	93	
PA_bi-vb_pc91-93:93.2.2.4	ummattikāya,	93	
PA_bi-vb_pc91-93:93.2.2.5	ādikammikāyāti.	93	
PA_bi-vb_pc91-93:93.2.2.6	Aṭṭhama-navama-dasamasikkhāpadāni niṭṭhitāni.	93	
