segmentnr	original	analyzed
PA_kd_18:0.1	Theravāda Vinayapiṭaka	thera vāda vinaya piṭaka 
PA_kd_18:0.2	Cūḷavagga	cūḷa vagga 
PA_kd_18:0.3	18. Vattakkhandhaka	vattakkhandhaka 
PA_kd_18:0.4	1. Āgantukavattakathā	āgantuka vatta kathā 
PA_kd_18:1.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	tena samayena buddhaḥ bhagavā sāvatthiyam viharati jetavane anāthapiṇḍikassa ārāme 
PA_kd_18:1.1.2_0	Tena kho pana samayena āgantukā bhikkhū saupāhanāpi ārāmaṁ pavisanti, chattappaggahitāpi	tena kho pana samayena āgantukāḥ bhikkhū sa upāhanā api ārāmam pavisanti chatta ppaggahitā api 
PA_kd_18:1.1.2_1	ārāmaṁ pavisanti, oguṇṭhitāpi ārāmaṁ pavisanti, sīsepi cīvaraṁ karitvā ārāmaṁ pavisanti,	ārāmam pavisanti oguṇṭhitāḥ api ārāmam pavisanti sīse api cīvaram karitvā ārāmam pavisanti 
PA_kd_18:1.1.2_2	pānīyenapi pāde dhovanti, vuḍḍhatarepi āvāsike bhikkhū na abhivādenti, napi senāsanaṁ pucchanti.	pānīyena api pāde dhovanti vuḍḍhatare pi āvāsike bhikkhū na abhivādenti na pi senāsanam pucchanti 
PA_kd_18:1.1.3	Aññataropi āgantuko bhikkhu anajjhāvuṭṭhaṁ vihāraṁ ghaṭikaṁ ugghāṭetvā kavāṭaṁ paṇāmetvā sahasā pāvisi.	aññataraḥ api āgantukaḥ bhikkhu an ajjhāvuṭṭham vihāram ghaṭikam ugghāṭetvā kavāṭam paṇāmetvā sahasā pāvisi 
PA_kd_18:1.1.4	Tassa uparipiṭṭhito ahi khandhe papati.	tassa upari piṭṭhitaḥ ahi khandhe papati 
PA_kd_18:1.1.5	So bhīto vissaramakāsi.	saḥ bhītaḥ vissaram akāsi 
PA_kd_18:1.1.6	Bhikkhū upadhāvitvā taṁ bhikkhuṁ etadavocuṁ—	bhikkhū upadhāvitvā tam bhikkhum etat avocuḥ 
PA_kd_18:1.1.7	“kissa tvaṁ, āvuso, vissaramakāsī”ti?	kissa tvaṃ āvuso vissaram akāsi iti 
PA_kd_18:1.1.8	Atha kho so bhikkhu bhikkhūnaṁ etamatthaṁ ārocesi.	atha kho saḥ bhikkhu bhikkhūnam etam attham ārocesi 
PA_kd_18:1.1.9	Ye te bhikkhū appicchā …pe… te ujjhāyanti khiyyanti vipācenti—	ye te bhikkhū appicchā pe te ujjhāyanti khiyyanti vipācenti 
PA_kd_18:1.1.10_0	“kathañhi nāma āgantukā bhikkhū saupāhanāpi ārāmaṁ pavisissanti, chattappaggahitāpi	katham hi nāma āgantukāḥ bhikkhū sa upāhanā api ārāmam pavisissanti chatta ppaggahitā api 
PA_kd_18:1.1.10_1	ārāmaṁ pavisissanti, oguṇṭhitāpi ārāmaṁ pavisissanti, sīsepi cīvaraṁ karitvā ārāmaṁ	ārāmam pavisissanti oguṇṭhitāḥ api ārāmam pavisissanti sīse api cīvaram karitvā ārāma 
PA_kd_18:1.1.10_2	pavisissanti, pānīyenapi pāde dhovissanti, vuḍḍhatarepi āvāsike bhikkhū na abhivādessanti,	pavisissanti pānīyena api pāde dhovissanti vuḍḍhatare pi āvāsike bhikkhū na abhivādessanti 
PA_kd_18:1.1.10_3	napi senāsanaṁ pucchissantī”ti.	na pi senāsanam pucchissanti iti 
PA_kd_18:1.1.11	Atha kho te bhikkhū bhagavato etamatthaṁ ārocesuṁ …pe…	atha kho te bhikkhū bhagavataḥ etam attham ārocesuṃ pe 
PA_kd_18:1.1.12_0	“saccaṁ kira, bhikkhave, āgantukā bhikkhū saupāhanāpi ārāmaṁ pavisanti, chattappaggahitāpi	saccam kira bhikkhave āgantukāḥ bhikkhū sa upāhanā api ārāmam pavisanti chatta ppaggahitā api 
PA_kd_18:1.1.12_1	ārāmaṁ pavisanti, oguṇṭhitāpi ārāmaṁ pavisanti, sīsepi cīvaraṁ karitvā ārāmaṁ pavisanti,	ārāmam pavisanti oguṇṭhitāḥ api ārāmam pavisanti sīse api cīvaram karitvā ārāmam pavisanti 
PA_kd_18:1.1.12_2	pānīyenapi pāde dhovanti, vuḍḍhatarepi āvāsike bhikkhū na abhivādenti, napi senāsanaṁ pucchantī”ti.	pānīyena api pāde dhovanti vuḍḍhatare pi āvāsike bhikkhū na abhivādenti na pi senāsanam pucchanti iti 
PA_kd_18:1.1.13	“Saccaṁ, bhagavā”ti.	sat ca bhagavān ati 
PA_kd_18:1.1.14	Vigarahi buddho bhagavā …pe…	vigarahi buddhaḥ bhagavān pe 
PA_kd_18:1.1.15_0	kathañhi nāma bhikkhave āgantukā bhikkhū saupāhanāpi ārāmaṁ pavisissanti, chattappaggahitāpi	katham hi nāma bhikkhave āgantukāḥ bhikkhū sa upāhanā api ārāmam pavisissanti chatta ppaggahitā api 
