segmentnr	original	folio	analyzed
PA_bi-vb_np11:0.1	Theravāda Vinaya	0	
PA_bi-vb_np11:0.2	Bhikkhunivibhaṅga	0	
PA_bi-vb_np11:0.3	Nissaggiyakaṇḍa	0	
PA_bi-vb_np11:0.4	Cīvaravagga	0	
PA_bi-vb_np11:0.5	11. Garupāvuraṇasikkhāpada	0	
PA_bi-vb_np11:1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bi-vb_np11:1.2	Tena kho pana samayena thullanandā bhikkhunī bahussutā hoti bhāṇikā visāradā paṭṭā dhammiṁ kathaṁ kātuṁ.	1	
PA_bi-vb_np11:1.3	Atha kho rājā pasenadi kosalo sītakāle mahagghaṁ kambalaṁ pārupitvā yena thullanandā bhikkhunī tenupasaṅkami; upasaṅkamitvā thullanandaṁ bhikkhuniṁ abhivādetvā ekamantaṁ nisīdi.	1	
PA_bi-vb_np11:1.4	Ekamantaṁ nisinnaṁ kho rājānaṁ pasenadiṁ kosalaṁ thullanandā bhikkhunī dhammiyā kathāya sandassesi samādapesi samuttejesi sampahaṁsesi.	1	
PA_bi-vb_np11:1.5	Atha kho rājā pasenadi kosalo thullanandāya bhikkhuniyā dhammiyā kathāya sandassito samādapito samuttejito sampahaṁsito thullanandaṁ bhikkhuniṁ etadavoca—	1	
PA_bi-vb_np11:1.6	“vadeyyāsi, ayye, yena attho”ti?	1	
PA_bi-vb_np11:1.7	“Sace me tvaṁ, mahārāja, dātukāmosi, imaṁ kambalaṁ dehī”ti.	1	
PA_bi-vb_np11:1.8	Atha kho rājā pasenadi kosalo thullanandāya bhikkhuniyā kambalaṁ datvā uṭṭhāyāsanā thullanandaṁ bhikkhuniṁ abhivādetvā padakkhiṇaṁ katvā pakkāmi.	1	
PA_bi-vb_np11:1.9	Manussā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_np11:1.10	“mahicchā imā bhikkhuniyo asantuṭṭhā.	1	
PA_bi-vb_np11:1.11	Kathañhi nāma rājānaṁ kambalaṁ viññāpessantī”ti.	1	
PA_bi-vb_np11:1.12	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	1	
PA_bi-vb_np11:1.13	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_np11:1.14	“kathañhi nāma ayyā thullanandā rājānaṁ kambalaṁ viññāpessatī”ti …pe…	1	
