segmentnr	original	analyzed
PA_ds_2.1.6:0.1	Dhammasaṅgaṇī	dhammasaṅgaṇī 
PA_ds_2.1.6:0.2	2 Niddesa	niddesa 
PA_ds_2.1.6:0.3	2.1 Cittuppādakaṇḍa	     
PA_ds_2.1.6:0.4	2.1.6. Dvādasa akusala	dvādasa akusala 
PA_ds_2.1.6:1.1	Katame dhammā akusalā?	katame dhammā akusalā 
PA_ds_2.1.6:1.2_0	Yasmiṁ samaye akusalaṁ cittaṁ uppannaṁ hoti somanassasahagataṁ diṭṭhigatasampayuttaṁ	yasmin samaye akusalam cittam uppannam hoti somanassa sahagatam diṭṭhi gata sampayutta 
PA_ds_2.1.6:1.2_1	rūpārammaṇaṁ vā saddārammaṇaṁ vā gandhārammaṇaṁ vā rasārammaṇaṁ vā phoṭṭhabbārammaṇaṁ	rūpa ārammaṇam vā sadda ārammaṇam vā gandha ārammaṇam vā rasa ārammaṇam vā phoṭṭhabba ārammaṇam 
PA_ds_2.1.6:1.2_2	vā dhammārammaṇaṁ vā yaṁ yaṁ vā panārabbha, tasmiṁ samaye phasso hoti, vedanā hoti,	vā dhamma ārammaṇam vā yam yam vā pana ārabbha tasmin samaye phassaḥ hoti vedanā hoti 
PA_ds_2.1.6:1.2_3	saññā hoti, cetanā hoti, cittaṁ hoti, vitakko hoti, vicāro hoti, pīti hoti, sukhaṁ	saññā hoti cetanā hoti cittam hoti vitakkaḥ hoti vicāraḥ hoti pīti hoti sukha 
PA_ds_2.1.6:1.2_4	hoti, cittassekaggatā hoti, vīriyindriyaṁ hoti, samādhindriyaṁ hoti, manindriyaṁ	hoti cittassa ekagga tā hoti vīriya indriyam hoti samādhi indriyam hoti manindriya 
PA_ds_2.1.6:1.2_5	hoti, somanassindriyaṁ hoti, jīvitindriyaṁ hoti, micchādiṭṭhi hoti, micchāsaṅkappo	hoti somanassa indriyam hoti jīvita indriyam hoti micchā diṭṭhi hoti micchā saṅkappo 
PA_ds_2.1.6:1.2_6	hoti, micchāvāyāmo hoti, micchāsamādhi hoti, vīriyabalaṁ hoti, samādhibalaṁ hoti,	hoti micchā vāyāmaḥ hoti micchā samādhi hoti vīriya balam hoti samādhi balam hoti 
PA_ds_2.1.6:1.2_7	ahirikabalaṁ hoti, anottappabalaṁ hoti, lobho hoti, moho hoti, abhijjhā hoti, micchādiṭṭhi	ahirika balam hoti anottappa balam hoti lobhaḥ hoti mohaḥ hoti abhijjhā hoti micchādiṭṭhi 
