segmentnr	original	folio	analyzed
PA_mn_21:0.1	Majjhima Nikāya 21	0	
PA_mn_21:0.2	Kakacūpamasutta	0	
PA_mn_21:1.1	Evaṁ me sutaṁ—	1	
PA_mn_21:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_mn_21:2.1	Tena kho pana samayena āyasmā moḷiyaphagguno bhikkhunīhi saddhiṁ ativelaṁ saṁsaṭṭho viharati.	2	
PA_mn_21:2.2	Evaṁ saṁsaṭṭho āyasmā moḷiyaphagguno bhikkhunīhi saddhiṁ viharati—	2	
PA_mn_21:2.3	sace koci bhikkhu āyasmato moḷiyaphaggunassa sammukhā tāsaṁ bhikkhunīnaṁ avaṇṇaṁ bhāsati, tenāyasmā moḷiyaphagguno kupito anattamano adhikaraṇampi karoti.	2	
PA_mn_21:2.4	Sace pana koci bhikkhu tāsaṁ bhikkhunīnaṁ sammukhā āyasmato moḷiyaphaggunassa avaṇṇaṁ bhāsati, tena tā bhikkhuniyo kupitā anattamanā adhikaraṇampi karonti.	2	
PA_mn_21:2.5	Evaṁ saṁsaṭṭho āyasmā moḷiyaphagguno bhikkhunīhi saddhiṁ viharati.	2	
PA_mn_21:3.1	Atha kho aññataro bhikkhu yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca:	3	
PA_mn_21:3.2	“āyasmā, bhante, moḷiyaphagguno bhikkhunīhi saddhiṁ ativelaṁ saṁsaṭṭho viharati.	3	
PA_mn_21:3.3	Evaṁ saṁsaṭṭho, bhante, āyasmā moḷiyaphagguno bhikkhunīhi saddhiṁ viharati—	3	
PA_mn_21:3.4	sace koci bhikkhu āyasmato moḷiyaphaggunassa sammukhā tāsaṁ bhikkhunīnaṁ avaṇṇaṁ bhāsati, tenāyasmā moḷiyaphagguno kupito anattamano adhikaraṇampi karoti.	3	
PA_mn_21:3.5	Sace pana koci bhikkhu tāsaṁ bhikkhunīnaṁ sammukhā āyasmato moḷiyaphaggunassa avaṇṇaṁ bhāsati, tena tā bhikkhuniyo kupitā anattamanā adhikaraṇampi karonti.	3	
PA_mn_21:3.6	Evaṁ saṁsaṭṭho, bhante, āyasmā moḷiyaphagguno bhikkhunīhi saddhiṁ viharatī”ti.	3	
PA_mn_21:4.1	Atha kho bhagavā aññataraṁ bhikkhuṁ āmantesi:	4	
PA_mn_21:4.2	“ehi tvaṁ, bhikkhu, mama vacanena moḷiyaphaggunaṁ bhikkhuṁ āmantehi:	4	
PA_mn_21:4.3	‘satthā taṁ, āvuso phagguna, āmantetī’”ti.	4	
PA_mn_21:4.4	“Evaṁ, bhante”ti kho so bhikkhu bhagavato paṭissutvā yenāyasmā moḷiyaphagguno tenupasaṅkami; upasaṅkamitvā āyasmantaṁ moḷiyaphaggunaṁ etadavoca:	4	
PA_mn_21:4.5	“satthā taṁ, āvuso phagguna, āmantetī”ti.	4	
PA_mn_21:4.6_0	“Evamāvuso”ti kho āyasmā moḷiyaphagguno tassa bhikkhuno paṭissutvā yena bhagavā tenupasaṅkami;	4	
PA_mn_21:4.6_1	upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho āyasmantaṁ	4	
PA_mn_21:4.6_2	moḷiyaphaggunaṁ bhagavā etadavoca:	4	
PA_mn_21:5.1	“Saccaṁ kira tvaṁ, phagguna, bhikkhunīhi saddhiṁ ativelaṁ saṁsaṭṭho viharasi?	5	
PA_mn_21:5.2	Evaṁ saṁsaṭṭho kira tvaṁ, phagguna, bhikkhunīhi saddhiṁ viharasi—	5	
PA_mn_21:5.3	sace koci bhikkhu tuyhaṁ sammukhā tāsaṁ bhikkhunīnaṁ avaṇṇaṁ bhāsati, tena tvaṁ kupito anattamano adhikaraṇampi karosi.	5	
PA_mn_21:5.4	Sace pana koci bhikkhu tāsaṁ bhikkhunīnaṁ sammukhā tuyhaṁ avaṇṇaṁ bhāsati, tena tā bhikkhuniyo kupitā anattamanā adhikaraṇampi karonti.	5	
PA_mn_21:5.5	Evaṁ saṁsaṭṭho kira tvaṁ, phagguna, bhikkhunīhi saddhiṁ viharasī”ti?	5	
PA_mn_21:5.6	“Evaṁ, bhante”ti.	5	
PA_mn_21:5.7	“Nanu tvaṁ, phagguna, kulaputto saddhā agārasmā anagāriyaṁ pabbajito”ti?	5	
PA_mn_21:5.8	“Evaṁ, bhante”ti.	5	
PA_mn_21:6.1	“Na kho te etaṁ, phagguna, patirūpaṁ kulaputtassa saddhā agārasmā anagāriyaṁ pabbajitassa, yaṁ tvaṁ bhikkhunīhi saddhiṁ ativelaṁ saṁsaṭṭho vihareyyāsi.	6	
PA_mn_21:6.2	Tasmātiha, phagguna, tava cepi koci sammukhā tāsaṁ bhikkhunīnaṁ avaṇṇaṁ bhāseyya, tatrāpi tvaṁ, phagguna, ye gehasitā chandā ye gehasitā vitakkā te pajaheyyāsi.	6	
PA_mn_21:6.3	Tatrāpi te, phagguna, evaṁ sikkhitabbaṁ:	6	
PA_mn_21:6.4	‘na ceva me cittaṁ vipariṇataṁ bhavissati, na ca pāpikaṁ vācaṁ nicchāressāmi, hitānukampī ca viharissāmi mettacitto, na dosantaro’ti.	6	
PA_mn_21:6.5	Evañhi te, phagguna, sikkhitabbaṁ.	6	
PA_mn_21:6.6_0	Tasmātiha, phagguna, tava cepi koci sammukhā tāsaṁ bhikkhunīnaṁ pāṇinā pahāraṁ dadeyya,	6	
PA_mn_21:6.6_1	leḍḍunā pahāraṁ dadeyya, daṇḍena pahāraṁ dadeyya, satthena pahāraṁ dadeyya. Tatrāpi	6	
PA_mn_21:6.6_2	tvaṁ, phagguna, ye gehasitā chandā ye gehasitā vitakkā te pajaheyyāsi.	6	
PA_mn_21:6.7	Tatrāpi te, phagguna, evaṁ sikkhitabbaṁ	6	
PA_mn_21:6.8	‘na ceva me cittaṁ vipariṇataṁ bhavissati, na ca pāpikaṁ vācaṁ nicchāressāmi, hitānukampī ca viharissāmi mettacitto, na dosantaro’ti.	6	
PA_mn_21:6.9	Evañhi te, phagguna, sikkhitabbaṁ.	6	
PA_mn_21:6.10	Tasmātiha, phagguna, tava cepi koci sammukhā avaṇṇaṁ bhāseyya, tatrāpi tvaṁ, phagguna, ye gehasitā chandā ye gehasitā vitakkā te pajaheyyāsi.	6	
PA_mn_21:6.11	Tatrāpi te, phagguna, evaṁ sikkhitabbaṁ ‘na ceva me cittaṁ vipariṇataṁ bhavissati, na ca pāpikaṁ vācaṁ nicchāressāmi, hitānukampī ca viharissāmi mettacitto, na dosantaro’ti.	6	
PA_mn_21:6.12	Evañhi te, phagguna, sikkhitabbaṁ.	6	
PA_mn_21:6.13_0	Tasmātiha, phagguna, tava cepi koci pāṇinā pahāraṁ dadeyya, leḍḍunā pahāraṁ dadeyya,	6	
PA_mn_21:6.13_1	daṇḍena pahāraṁ dadeyya, satthena pahāraṁ dadeyya, tatrāpi tvaṁ, phagguna, ye gehasitā	6	
PA_mn_21:6.13_2	chandā ye gehasitā vitakkā te pajaheyyāsi.	6	
PA_mn_21:6.14	Tatrāpi te, phagguna, evaṁ sikkhitabbaṁ ‘na ceva me cittaṁ vipariṇataṁ bhavissati, na ca pāpikaṁ vācaṁ nicchāressāmi, hitānukampī ca viharissāmi mettacitto, na dosantaro’ti.	6	
PA_mn_21:6.15	Evañhi te, phagguna, sikkhitabban”ti.	6	
PA_mn_21:7.1	Atha kho bhagavā bhikkhū āmantesi:	7	
PA_mn_21:7.2	“ārādhayiṁsu vata me, bhikkhave, bhikkhū ekaṁ samayaṁ cittaṁ.	7	
