segmentnr	original	analyzed
PA_pli-tv-pvr_4:0.1	Parivāra	▁parivār a
PA_pli-tv-pvr_4:0.2	4. Antarapeyyāla	▁ antar ap eyyā la
PA_pli-tv-pvr_4:0.3	Katipucchāvāra	▁kati pucchā vā ra
PA_pli-tv-pvr_4:1.1	Kati āpattiyo?	▁kati ▁āpattiyo
PA_pli-tv-pvr_4:1.2	Kati āpattikkhandhā?	▁kati ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:1.3	Kati vinītavatthūni?	▁kati ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:1.4	Kati agāravā?	▁kati ▁a gārav ā
PA_pli-tv-pvr_4:1.5	Kati gāravā?	▁kati ▁ gārav ā
PA_pli-tv-pvr_4:1.6	Kati vinītavatthūni?	▁kati ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:1.7	Kati vipattiyo?	▁kati ▁ vipatti yo
PA_pli-tv-pvr_4:1.8	Kati āpattisamuṭṭhānā?	▁kati ▁āpatti samuṭṭhān ā
PA_pli-tv-pvr_4:1.9	Kati vivādamūlāni?	▁kati ▁vivād amūl āni
PA_pli-tv-pvr_4:1.10	Kati anuvādamūlāni?	▁kati ▁anu vād amūl āni
PA_pli-tv-pvr_4:1.11	Kati sāraṇīyā dhammā?	▁kati ▁sār aṇīy ā ▁dhammā
PA_pli-tv-pvr_4:1.12	Kati bhedakaravatthūni?	▁kati ▁bhed aka ra vatthūni
PA_pli-tv-pvr_4:1.13	Kati adhikaraṇāni?	▁kati ▁adhikaraṇ āni
PA_pli-tv-pvr_4:1.14	Kati samathā?	▁kati ▁samath ā
PA_pli-tv-pvr_4:2.1	Pañca āpattiyo.	▁pañca ▁āpattiyo
PA_pli-tv-pvr_4:2.2	Pañca āpattikkhandhā.	▁pañca ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:2.3	Pañca vinītavatthūni.	▁pañca ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:2.4	Satta āpattiyo.	▁satta ▁āpattiyo
PA_pli-tv-pvr_4:2.5	Satta āpattikkhandhā.	▁satta ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:2.6	Satta vinītavatthūni.	▁satta ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:2.7	Cha agāravā.	▁cha ▁a gārav ā
PA_pli-tv-pvr_4:2.8	Cha gāravā.	▁cha ▁ gārav ā
PA_pli-tv-pvr_4:2.9	Cha vinītavatthūni.	▁cha ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:2.10	Catasso vipattiyo.	▁catasso ▁ vipatti yo
PA_pli-tv-pvr_4:2.11	Cha āpattisamuṭṭhānā.	▁cha ▁āpatti samuṭṭhān ā
PA_pli-tv-pvr_4:2.12	Cha vivādamūlāni.	▁cha ▁vivād amūl āni
PA_pli-tv-pvr_4:2.13	Cha anuvādamūlāni.	▁cha ▁anu vād amūl āni
PA_pli-tv-pvr_4:2.14	Cha sāraṇīyā dhammā.	▁cha ▁sār aṇīy ā ▁dhammā
PA_pli-tv-pvr_4:2.15	Aṭṭhārasa bhedakaravatthūni.	▁aṭṭhārasa ▁bhed aka ra vatthūni
PA_pli-tv-pvr_4:2.16	Cattāri adhikaraṇāni.	▁cattāri ▁adhikaraṇ āni
PA_pli-tv-pvr_4:2.17	Satta samathā.	▁satta ▁samath ā
PA_pli-tv-pvr_4:3.1	Tattha katamā pañca āpattiyo?	▁tattha ▁katamā ▁pañca ▁āpattiyo
PA_pli-tv-pvr_4:3.2	Pārājikāpatti, saṅghādisesāpatti, pācittiyāpatti, pāṭidesanīyāpatti, dukkaṭāpatti—	▁pārājik āpatti ▁saṃghādises āpatti ▁pācittiy āpatti ▁pāṭi des anīy āpatti ▁dukkaṭ āpatti
PA_pli-tv-pvr_4:3.3	imā pañca āpattiyo.	▁imā ▁pañca ▁āpattiyo
PA_pli-tv-pvr_4:4.1	Tattha katame pañca āpattikkhandhā?	▁tattha ▁katame ▁pañca ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:4.2	Pārājikāpattikkhandho, saṅghādisesāpattikkhandho, pācittiyāpattikkhandho, pāṭidesanīyāpattikkhandho, dukkaṭāpattikkhandho—	▁pārājik āpatti kkhandh o ▁saṃghādises āpatti kkhandh o ▁pācittiy āpatti kkhandh o ▁pāṭi des anīy āpatti kkhandh o ▁dukkaṭ āpatti kkhandh o
PA_pli-tv-pvr_4:4.3	ime pañca āpattikkhandhā.	▁ime ▁pañca ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:5.1	Tattha katamāni pañca vinītavatthūni?	▁tattha ▁katamā ni ▁pañca ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:5.2	Pañcahi āpattikkhandhehi ārati virati paṭivirati veramaṇī akiriyā akaraṇaṁ anajjhāpatti velāanatikkamo setughāto—	▁pañcahi ▁āpatti kkhandh ehi ▁ār ati ▁vi rati ▁paṭivirat i ▁ver ama ṇ ī ▁ akiriy ā ▁ akaraṇ aṃ ▁ana jjh āpatti ▁ve lā an ati kkam o ▁set u ghāt o
PA_pli-tv-pvr_4:5.3	imāni pañca vinītavatthūni.	▁imāni ▁pañca ▁vi nī ta vatthūni
PA_pli-tv-pvr_4:6.1	Tattha katamā satta āpattiyo?	▁tattha ▁katamā ▁satta ▁āpattiyo
PA_pli-tv-pvr_4:6.2	Pārājikāpatti, saṅghādisesāpatti, thullaccayāpatti, pācittiyāpatti, pāṭidesanīyāpatti, dukkaṭāpatti, dubbhāsitāpatti—	▁pārājik āpatti ▁saṃghādises āpatti ▁thullaccay āpatti ▁pācittiy āpatti ▁pāṭi des anīy āpatti ▁dukkaṭ āpatti ▁ dubbh āsi t āpatti
PA_pli-tv-pvr_4:6.3	imā satta āpattiyo.	▁imā ▁satta ▁āpattiyo
PA_pli-tv-pvr_4:7.1	Tattha katame satta āpattikkhandhā?	▁tattha ▁katame ▁satta ▁āpatti kkhandh ā
PA_pli-tv-pvr_4:7.2	Pārājikāpattikkhandho, saṅghādisesāpattikkhandho, thullaccayāpattikkhandho, pācittiyāpattikkhandho, pāṭidesanīyāpattikkhandho, dukkaṭāpattikkhandho, dubbhāsitāpattikkhandho—	▁pārājik āpatti kkhandh o ▁saṃghādises āpatti kkhandh o ▁thullaccay āpatti kkhandh o ▁pācittiy āpatti kkhandh o ▁pāṭi des anīy āpatti kkhandh o ▁dukkaṭ āpatti kkhandh o ▁ dubbh āsi t āpatti kkhandh o
