segmentnr	original	folio	analyzed
PA_snp_4.5:0.1	Sutta Nipāta 4.5	0	
PA_snp_4.5:0.2	Paramaṭṭhakasutta	0	
PA_snp_4.5:1.1	Paramanti diṭṭhīsu paribbasāno,	1	
PA_snp_4.5:1.2	Yaduttari kurute jantu loke;	1	
PA_snp_4.5:1.3	Hīnāti aññe tato sabbamāha,	1	
PA_snp_4.5:1.4	Tasmā vivādāni avītivatto.	1	
PA_snp_4.5:2.1	Yadattanī passati ānisaṁsaṁ,	2	
PA_snp_4.5:2.2	Diṭṭhe sute sīlavate mute vā;	2	
PA_snp_4.5:2.3	Tadeva so tattha samuggahāya,	2	
PA_snp_4.5:2.4	Nihīnato passati sabbamaññaṁ.	2	
PA_snp_4.5:3.1	Taṁ vāpi ganthaṁ kusalā vadanti,	3	
PA_snp_4.5:3.2	Yaṁ nissito passati hīnamaññaṁ;	3	
PA_snp_4.5:3.3	Tasmā hi diṭṭhaṁ va sutaṁ mutaṁ vā,	3	
PA_snp_4.5:3.4	Sīlabbataṁ bhikkhu na nissayeyya.	3	
PA_snp_4.5:4.1	Diṭṭhimpi lokasmiṁ na kappayeyya,	4	
PA_snp_4.5:4.2	Ñāṇena vā sīlavatena vāpi;	4	
PA_snp_4.5:4.3	Samoti attānamanūpaneyya,	4	
PA_snp_4.5:4.4	Hīno na maññetha visesi vāpi.	4	
PA_snp_4.5:5.1	Attaṁ pahāya anupādiyāno,	5	
PA_snp_4.5:5.2	Ñāṇepi so nissayaṁ no karoti;	5	
PA_snp_4.5:5.3	Sa ve viyattesu na vaggasārī,	5	
PA_snp_4.5:5.4	Diṭṭhimpi so na pacceti kiñci.	5	
PA_snp_4.5:6.1	Yassūbhayante paṇidhīdha natthi,	6	
PA_snp_4.5:6.2	Bhavābhavāya idha vā huraṁ vā;	6	
PA_snp_4.5:6.3	Nivesanā tassa na santi keci,	6	
PA_snp_4.5:6.4	Dhammesu niccheyya samuggahītaṁ.	6	
PA_snp_4.5:7.1	Tassīdha diṭṭhe va sute mute vā,	7	
PA_snp_4.5:7.2	Pakappitā natthi aṇūpi saññā;	7	
PA_snp_4.5:7.3	Taṁ brāhmaṇaṁ diṭṭhimanādiyānaṁ,	7	
PA_snp_4.5:7.4	Kenīdha lokasmiṁ vikappayeyya.	7	
PA_snp_4.5:8.1	Na kappayanti na purekkharonti,	8	
PA_snp_4.5:8.2	Dhammāpi tesaṁ na paṭicchitāse;	8	
PA_snp_4.5:8.3	Na brāhmaṇo sīlavatena neyyo,	8	
PA_snp_4.5:8.4	Pāraṅgato na pacceti tādīti.	8	
PA_snp_4.5:8.5	Paramaṭṭhakasuttaṁ pañcamaṁ.	8	
