segmentnr	original	folio	analyzed
PA_mil_4.4:0.1	Milindapañha	0	
PA_mil_4.4:0.2	Meṇḍakapañhārambhakathā	0	
PA_mil_4.4:0.3	Upāsakaguṇavagga	0	
PA_mil_4.4:0.4	4. Aṭṭhapaññāpaṭilābhakāraṇa	0	
PA_mil_4.4:1.1	“Bhante nāgasena, aṭṭhahi kāraṇehi buddhi pariṇamati paripākaṁ gacchati.	1	
PA_mil_4.4:1.2	Katamehi aṭṭhahi?	1	
PA_mil_4.4:1.3_0	Vayapariṇāmena buddhi pariṇamati paripākaṁ gacchati, yasapariṇāmena buddhi pariṇamati	1	
PA_mil_4.4:1.3_1	paripākaṁ gacchati, paripucchāya buddhi pariṇamati paripākaṁ gacchati, titthasaṁvāsena	1	
PA_mil_4.4:1.3_2	buddhi pariṇamati paripākaṁ gacchati, yoniso manasikārena buddhi pariṇamati paripākaṁ	1	
PA_mil_4.4:1.3_3	gacchati, sākacchāya buddhi pariṇamati paripākaṁ gacchati, snehūpasevanena buddhi	1	
PA_mil_4.4:1.3_4	pariṇamati paripākaṁ gacchati, patirūpadesavāsena buddhi pariṇamati paripākaṁ gacchati.	1	
PA_mil_4.4:1.4	Bhavatīha—	1	
PA_mil_4.4:2.1	‘Vayena yasapucchāhi,	2	
PA_mil_4.4:2.2	titthavāsena yoniso;	2	
PA_mil_4.4:2.3	Sākacchā snehasaṁsevā,	2	
PA_mil_4.4:2.4	patirūpavasena ca.	2	
PA_mil_4.4:3.1	Etāni aṭṭha ṭhānāni,	3	
PA_mil_4.4:3.2	buddhivisadakāraṇā;	3	
PA_mil_4.4:3.3	Yesaṁ etāni sambhonti,	3	
PA_mil_4.4:3.4	tesaṁ buddhi pabhijjatī’”ti.	3	
PA_mil_4.4:4.1	Aṭṭha paññāpaṭilābhakāraṇāni.	4	
