segmentnr	original	folio	analyzed
PA_bi-vb_pd1:0.1	Theravāda Vinaya	0	
PA_bi-vb_pd1:0.2	Bhikkhunivibhaṅga	0	
PA_bi-vb_pd1:0.3	Pāṭidesanīyakaṇḍa	0	
PA_bi-vb_pd1:0.4	1. Sappiviññāpanasikkhāpada	0	
PA_bi-vb_pd1:0.5	Ime kho panāyyāyo aṭṭha pāṭidesanīyā dhammā uddesaṁ āgacchanti.	0	
PA_bi-vb_pd1:1.1.1	Tena samayena buddho bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme.	1	
PA_bi-vb_pd1:1.1.2	Tena kho pana samayena chabbaggiyā bhikkhuniyo sappiṁ viññāpetvā bhuñjanti.	1	
PA_bi-vb_pd1:1.1.3	Manussā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_pd1:1.1.4	“kathañhi nāma bhikkhuniyo sappiṁ viññāpetvā bhuñjissanti.	1	
PA_bi-vb_pd1:1.1.5	Kassa sampannaṁ na manāpaṁ, kassa sāduṁ na ruccatī”ti.	1	
PA_bi-vb_pd1:1.1.6	Assosuṁ kho bhikkhuniyo tesaṁ manussānaṁ ujjhāyantānaṁ khiyyantānaṁ vipācentānaṁ.	1	
PA_bi-vb_pd1:1.1.7	Yā tā bhikkhuniyo appicchā …pe… tā ujjhāyanti khiyyanti vipācenti—	1	
PA_bi-vb_pd1:1.1.8	“kathañhi nāma chabbaggiyā bhikkhuniyo sappiṁ viññāpetvā bhuñjissantī”ti …pe…	1	
PA_bi-vb_pd1:1.1.9	“saccaṁ kira, bhikkhave, chabbaggiyā, bhikkhuniyo sappiṁ viññāpetvā bhuñjantī”ti?	1	
PA_bi-vb_pd1:1.1.10	“Saccaṁ, bhagavā”ti.	1	
PA_bi-vb_pd1:1.1.11	Vigarahi buddho bhagavā …pe…	1	
PA_bi-vb_pd1:1.1.12	kathañhi nāma, bhikkhave, chabbaggiyā bhikkhuniyo sappiṁ viññāpetvā bhuñjissanti.	1	
PA_bi-vb_pd1:1.1.13	Netaṁ, bhikkhave, appasannānaṁ vā pasādāya …pe…	1	
PA_bi-vb_pd1:1.1.14	evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	1	
PA_bi-vb_pd1:1.1.15.1	“Yā pana bhikkhunī sappiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā—	1	
PA_bi-vb_pd1:1.1.16	‘gārayhaṁ, ayye, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ, taṁ paṭidesemī’”ti.	1	
PA_bi-vb_pd1:1.1.17	Evañcidaṁ bhagavatā bhikkhunīnaṁ sikkhāpadaṁ paññattaṁ hoti.	1	
PA_bi-vb_pd1:1.2.1	Tena kho pana samayena bhikkhuniyo gilānā honti.	1	
PA_bi-vb_pd1:1.2.2	Gilānapucchikā bhikkhuniyo gilānā bhikkhuniyo etadavocuṁ—	1	
PA_bi-vb_pd1:1.2.3	“kacci, ayye, khamanīyaṁ, kacci yāpanīyan”ti?	1	
PA_bi-vb_pd1:1.2.4	“Pubbe mayaṁ, ayye, sappiṁ viññāpetvā bhuñjāma, tena no phāsu hoti;	1	
PA_bi-vb_pd1:1.2.5	idāni pana ‘bhagavatā paṭikkhittan’ti kukkuccāyantā na viññāpema, tena no na phāsu hotī”ti …pe…	1	
PA_bi-vb_pd1:1.2.6	bhagavato etamatthaṁ ārocesuṁ …pe…	1	
PA_bi-vb_pd1:1.2.7	anujānāmi, bhikkhave, gilānāya bhikkhuniyā sappiṁ viññāpetvā bhuñjituṁ.	1	
PA_bi-vb_pd1:1.2.8	Evañca pana, bhikkhave, bhikkhuniyo imaṁ sikkhāpadaṁ uddisantu—	1	
PA_bi-vb_pd1:1.2.9.1	“Yā pana bhikkhunī agilānā sappiṁ viññāpetvā bhuñjeyya, paṭidesetabbaṁ tāya bhikkhuniyā—	1	
PA_bi-vb_pd1:1.2.10	‘gārayhaṁ, ayye, dhammaṁ āpajjiṁ asappāyaṁ pāṭidesanīyaṁ taṁ paṭidesemī’”ti.	1	
PA_bi-vb_pd1:2.1.1	Yā panāti	2	
PA_bi-vb_pd1:2.1.2	yā yādisā …pe…	2	
PA_bi-vb_pd1:2.1.3	bhikkhunīti	2	
PA_bi-vb_pd1:2.1.4	…pe… ayaṁ imasmiṁ atthe adhippetā bhikkhunīti.	2	
PA_bi-vb_pd1:2.1.5	Agilānā nāma	2	
PA_bi-vb_pd1:2.1.6	yassā vinā sappinā phāsu hoti.	2	
PA_bi-vb_pd1:2.1.7	Gilānā nāma	2	
PA_bi-vb_pd1:2.1.8	yassā vinā sappinā na phāsu hoti.	2	
PA_bi-vb_pd1:2.1.9	Sappi nāma	2	
PA_bi-vb_pd1:2.1.10	gosappi vā ajikāsappi vā mahiṁsasappi vā. Yesaṁ maṁsaṁ kappati tesaṁ sappi.	2	
PA_bi-vb_pd1:2.1.11	Agilānā attano atthāya viññāpeti, payoge dukkaṭaṁ.	2	
PA_bi-vb_pd1:2.1.12	Paṭilābhena “bhuñjissāmī”ti paṭiggaṇhāti, āpatti dukkaṭassa.	2	
PA_bi-vb_pd1:2.1.13	Ajjhohāre ajjhohāre āpatti pāṭidesanīyassa.	2	
PA_bi-vb_pd1:2.2.1	Agilānā agilānasaññā sappiṁ viññāpetvā bhuñjati, āpatti pāṭidesanīyassa.	2	
PA_bi-vb_pd1:2.2.2	Agilānā vematikā sappiṁ viññāpetvā bhuñjati, āpatti pāṭidesanīyassa.	2	
PA_bi-vb_pd1:2.2.3	Agilānā gilānasaññā sappiṁ viññāpetvā bhuñjati, āpatti pāṭidesanīyassa.	2	
PA_bi-vb_pd1:2.2.4	Gilānā agilānasaññā, āpatti dukkaṭassa.	2	
PA_bi-vb_pd1:2.2.5	Gilānā vematikā, āpatti dukkaṭassa.	2	
PA_bi-vb_pd1:2.2.6	Gilānā gilānasaññā, anāpatti.	2	
PA_bi-vb_pd1:2.3.1	Anāpatti—	2	
PA_bi-vb_pd1:2.3.2	gilānāya,	2	
PA_bi-vb_pd1:2.3.3	gilānā hutvā viññāpetvā agilānā bhuñjati,	2	
PA_bi-vb_pd1:2.3.4	gilānāya sesakaṁ bhuñjati,	2	
PA_bi-vb_pd1:2.3.5	ñātakānaṁ,	2	
PA_bi-vb_pd1:2.3.6	pavāritānaṁ,	2	
PA_bi-vb_pd1:2.3.7	aññassatthāya,	2	
PA_bi-vb_pd1:2.3.8	attano dhanena,	2	
PA_bi-vb_pd1:2.3.9	ummattikāya,	2	
PA_bi-vb_pd1:2.3.10	ādikammikāyāti.	2	
PA_bi-vb_pd1:2.3.11	Paṭhamapāṭidesanīyasikkhāpadaṁ niṭṭhitaṁ.	2	
