segmentnr	original	folio	analyzed
PA_pv_20:0.1	Petavatthu	0	
PA_pv_20:0.2	Ubbarivagga	0	
PA_pv_20:0.3	8. Cūḷaseṭṭhipetavatthu	0	
PA_pv_20:1.1	“Naggo kiso pabbajitosi bhante,	1	
PA_pv_20:1.2	Rattiṁ kuhiṁ gacchasi kissa hetu;	1	
PA_pv_20:1.3	Ācikkha me taṁ api sakkuṇemu,	1	
PA_pv_20:1.4	Sabbena vittaṁ paṭipādaye tuvan”ti.	1	
PA_pv_20:2.1	“Bārāṇasī nagaraṁ dūraghuṭṭhaṁ,	2	
PA_pv_20:2.2	Tatthāhaṁ gahapati aḍḍhako ahu dīno;	2	
PA_pv_20:2.3	Adātā gedhitamano āmisasmiṁ,	2	
PA_pv_20:2.4	Dussīlyena yamavisayamhi patto.	2	
PA_pv_20:3.1	So sūcikāya kilamito tehi,	3	
PA_pv_20:3.2	Teneva ñātīsu yāmi āmisakiñcikkhahetu;	3	
PA_pv_20:3.3	Adānasīlā na ca saddahanti,	3	
PA_pv_20:3.4	Dānaphalaṁ hoti paramhi loke.	3	
PA_pv_20:4.1	Dhītā ca mayhaṁ lapate abhikkhaṇaṁ,	4	
PA_pv_20:4.2	‘Dassāmi dānaṁ pitūnaṁ pitāmahānaṁ’;	4	
PA_pv_20:4.3	Tamupakkhaṭaṁ parivisayanti brāhmaṇā,	4	
PA_pv_20:4.4	‘Yāmi ahaṁ andhakavindaṁ bhottun’”ti.	4	
PA_pv_20:5.1	Tamavoca rājā “anubhaviyāna tampi,	5	
PA_pv_20:5.2	Eyyāsi khippaṁ ahamapi kassaṁ pūjaṁ;	5	
PA_pv_20:5.3	Ācikkha me taṁ yadi atthi hetu,	5	
PA_pv_20:5.4	Saddhāyitaṁ hetuvaco suṇomā”ti.	5	
PA_pv_20:6.1	“Tathā”ti vatvā agamāsi tattha,	6	
PA_pv_20:6.2	Bhuñjiṁsu bhattaṁ na ca dakkhiṇārahā;	6	
PA_pv_20:6.3	Paccāgami rājagahaṁ punāparaṁ,	6	
PA_pv_20:6.4	Pāturahosi purato janādhipassa.	6	
PA_pv_20:7.1	Disvāna petaṁ punadeva āgataṁ,	7	
PA_pv_20:7.2	Rājā avoca “ahamapi kiṁ dadāmi;	7	
PA_pv_20:7.3	Ācikkha me taṁ yadi atthi hetu,	7	
PA_pv_20:7.4	Yena tuvaṁ cirataraṁ pīṇito siyā”ti.	7	
PA_pv_20:8.1	“Buddhañca saṅghaṁ parivisiyāna rāja,	8	
PA_pv_20:8.2	Annena pānena ca cīvarena;	8	
PA_pv_20:8.3	Taṁ dakkhiṇaṁ ādisa me hitāya,	8	
PA_pv_20:8.4	Evaṁ ahaṁ cirataraṁ pīṇito siyā”ti.	8	
PA_pv_20:9.1	Tato ca rājā nipatitvā tāvade,	9	
PA_pv_20:9.2	Dānaṁ sahatthā atulaṁ daditvā saṅghe;	9	
PA_pv_20:9.3	Ārocesi pakataṁ tathāgatassa,	9	
PA_pv_20:9.4	Tassa ca petassa dakkhiṇaṁ ādisittha.	9	
PA_pv_20:10.1	So pūjito ativiya sobhamāno,	10	
PA_pv_20:10.2	Pāturahosi purato janādhipassa;	10	
PA_pv_20:10.3	“Yakkhohamasmi paramiddhipatto,	10	
PA_pv_20:10.4	Na mayhamatthi samā sadisā mānusā.	10	
PA_pv_20:11.1	Passānubhāvaṁ aparimitaṁ mamayidaṁ,	11	
PA_pv_20:11.2	Tayānudiṭṭhaṁ atulaṁ datvā saṅghe;	11	
PA_pv_20:11.3	Santappito satataṁ sadā bahūhi,	11	
PA_pv_20:11.4	Yāmi ahaṁ sukhito manussadevā”ti.	11	
PA_pv_20:12.1	Cūḷaseṭṭhipetavatthu aṭṭhamaṁ.	12	
PA_pv_20:12.2	Bhāṇavāraṁ paṭhamaṁ.	12	
