segmentnr	original	folio	analyzed
PA_mn_125:0.1	Majjhima Nikāya 125	0	
PA_mn_125:0.2	Dantabhūmisutta	0	
PA_mn_125:1.1	Evaṁ me sutaṁ—	1	
PA_mn_125:1.2	ekaṁ samayaṁ bhagavā rājagahe viharati veḷuvane kalandakanivāpe.	1	
PA_mn_125:2.1	Tena kho pana samayena aciravato samaṇuddeso araññakuṭikāyaṁ viharati.	2	
PA_mn_125:2.2	Atha kho jayaseno rājakumāro jaṅghāvihāraṁ anucaṅkamamāno anuvicaramāno yena aciravato samaṇuddeso tenupasaṅkami; upasaṅkamitvā aciravatena samaṇuddesena saddhiṁ sammodi.	2	
PA_mn_125:2.3	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho jayaseno rājakumāro aciravataṁ samaṇuddesaṁ etadavoca:	2	
PA_mn_125:2.4	“Sutaṁ metaṁ, bho aggivessana:	2	
PA_mn_125:2.5	‘idha bhikkhu appamatto ātāpī pahitatto viharanto phuseyya cittassa ekaggatan’”ti.	2	
PA_mn_125:2.6	“Evametaṁ, rājakumāra, evametaṁ, rājakumāra.	2	
PA_mn_125:2.7	Idha bhikkhu appamatto ātāpī pahitatto viharanto phuseyya cittassa ekaggatan”ti.	2	
PA_mn_125:3.1	“Sādhu me bhavaṁ aggivessano yathāsutaṁ yathāpariyattaṁ dhammaṁ desetū”ti.	3	
PA_mn_125:3.2	“Na kho te ahaṁ, rājakumāra, sakkomi yathāsutaṁ yathāpariyattaṁ dhammaṁ desetuṁ.	3	
PA_mn_125:3.3	Ahañca hi te, rājakumāra, yathāsutaṁ yathāpariyattaṁ dhammaṁ deseyyaṁ, tvañca me bhāsitassa atthaṁ na ājāneyyāsi; so mamassa kilamatho, sā mamassa vihesā”ti.	3	
PA_mn_125:4.1	“Desetu me bhavaṁ aggivessano yathāsutaṁ yathāpariyattaṁ dhammaṁ.	4	
