segmentnr	original	folio	analyzed
PA_dt_2.10:0.1	Dhātukathā	0	
PA_dt_2.10:0.2	2 Niddesa	0	
PA_dt_2.10:0.3	2.10. Dasamanaya Vippayuttenavippayuttapadaniddesa	0	
PA_dt_2.10:1.1	Rūpakkhandhena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā, te dhammā katihi khandhehi katihāyatanehi katihi dhātūhi vippayuttā?	1	
PA_dt_2.10:1.2	Te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	1	
PA_dt_2.10:1.3	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	1	
PA_dt_2.10:2.1	Vedanākkhandhena ye dhammā …	2	
PA_dt_2.10:2.2	saññākkhandhena ye dhammā …	2	
PA_dt_2.10:2.3	saṅkhārakkhandhena ye dhammā …	2	
PA_dt_2.10:2.4	viññāṇakkhandhena ye dhammā …	2	
PA_dt_2.10:2.5	manāyatanena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …pe…	2	
PA_dt_2.10:2.6	te dhammā ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	2	
PA_dt_2.10:2.7	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	2	
PA_dt_2.10:3.1	Cakkhāyatanena ye dhammā …pe…	3	
PA_dt_2.10:3.2	phoṭṭhabbāyatanena ye dhammā …	3	
PA_dt_2.10:3.3	cakkhudhātuyā ye dhammā …pe…	3	
PA_dt_2.10:3.4	phoṭṭhabbadhātuyā ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	3	
PA_dt_2.10:3.5	te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	3	
PA_dt_2.10:3.6	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	3	
PA_dt_2.10:4.1	Cakkhuviññāṇadhātuyā ye dhammā …pe…	4	
PA_dt_2.10:4.2	manoviññāṇadhātuyā ye dhammā …	4	
PA_dt_2.10:4.3	samudayasaccena ye dhammā …	4	
PA_dt_2.10:4.4	maggasaccena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	4	
PA_dt_2.10:4.5	te dhammā ekena khandhena dasahāyatanehi soḷasahi dhātūhi vippayuttā;	4	
PA_dt_2.10:4.6	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	4	
PA_dt_2.10:5.1	Nirodhasaccena ye dhammā …	5	
PA_dt_2.10:5.2	cakkhundriyena ye dhammā …pe…	5	
PA_dt_2.10:5.3	kāyindriyena ye dhammā …	5	
PA_dt_2.10:5.4	itthindriyena ye dhammā …	5	
PA_dt_2.10:5.5	purisindriyena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	5	
PA_dt_2.10:5.6	te dhammā catūhi khandhehi ekenāyatanena sattahi dhātūhi vippayuttā;	5	
PA_dt_2.10:5.7	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	5	
PA_dt_2.10:6.1	Manindriyena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	6	
PA_dt_2.10:6.2	te dhammā ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	6	
PA_dt_2.10:6.3	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	6	
PA_dt_2.10:7.1	Sukhindriyena ye dhammā …	7	
PA_dt_2.10:7.2	dukkhindriyena ye dhammā …	7	
PA_dt_2.10:7.3	somanassindriyena ye dhammā …	7	
PA_dt_2.10:7.4	domanassindriyena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	7	
PA_dt_2.10:7.5	te dhammā ekena khandhena dasahāyatanehi soḷasahi dhātūhi vippayuttā;	7	
PA_dt_2.10:7.6	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	7	
PA_dt_2.10:8.1	Upekkhindriyena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	8	
PA_dt_2.10:8.2	te dhammā ekena khandhena dasahāyatanehi ekādasahi dhātūhi vippayuttā;	8	
PA_dt_2.10:8.3	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	8	
PA_dt_2.10:9.1	Saddhindriyena ye dhammā …	9	
PA_dt_2.10:9.2	vīriyindriyena ye dhammā …	9	
PA_dt_2.10:9.3	satindriyena ye dhammā …	9	
PA_dt_2.10:9.4	samādhindriyena ye dhammā …	9	
PA_dt_2.10:9.5	paññindriyena ye dhammā …	9	
PA_dt_2.10:9.6	anaññātaññassāmītindriyena ye dhammā …	9	
PA_dt_2.10:9.7	aññindriyena ye dhammā …	9	
PA_dt_2.10:9.8	aññātāvindriyena ye dhammā …	9	
PA_dt_2.10:9.9	avijjāya ye dhammā …	9	
PA_dt_2.10:9.10	avijjāpaccayā saṅkhārehi ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	9	
PA_dt_2.10:9.11	te dhammā ekena khandhena dasahāyatanehi soḷasahi dhātūhi vippayuttā;	9	
PA_dt_2.10:9.12	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	9	
PA_dt_2.10:10.1	Saṅkhārapaccayā viññāṇena ye dhammā …	10	
PA_dt_2.10:10.2	saḷāyatanapaccayā phassena ye dhammā …	10	
PA_dt_2.10:10.3	phassapaccayā vedanāya ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	10	
PA_dt_2.10:10.4	te dhammā ekena khandhena dasahāyatanehi dasahi dhātūhi vippayuttā;	10	
PA_dt_2.10:10.5	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	10	
PA_dt_2.10:11.1	Vedanāpaccayā taṇhāya ye dhammā …	11	
PA_dt_2.10:11.2	taṇhāpaccayā upādānena ye dhammā …	11	
PA_dt_2.10:11.3	kammabhavena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	11	
PA_dt_2.10:11.4	te dhammā ekena khandhena dasahāyatanehi soḷasahi dhātūhi vippayuttā;	11	
PA_dt_2.10:11.5	ekenāyatanena ekāya dhātuyā kehici vippayuttā.	11	
PA_dt_2.10:12.1	Rūpabhavena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	12	
PA_dt_2.10:12.2	te dhammā na kehici khandhehi na kehici āyatanehi tīhi dhātūhi vippayuttā.	12	
PA_dt_2.10:13.1	Asaññābhavena ye dhammā …	13	
PA_dt_2.10:13.2	ekavokārabhavena ye dhammā …	13	
PA_dt_2.10:13.3	paridevena ye dhammā vippayuttā, tehi dhammehi ye dhammā vippayuttā …	13	
